fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_crenshawd,results_ladjevardians,results_scheirmane,results_wakelyt,results_absentee_crenshawd,results_absentee_ladjevardians,results_absentee_scheirmane,results_absentee_wakelyt,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
48201,Harris,351609,314508,209,216,Released as a precinct as first report of the night,97,364014,97%,97% reported,edison,2,some,1267589,197300,148727,5582,0,173968,136136,4404,0,2020-11-11T19:42:57Z,13.81449,R+14,Crenshaw +14,republican,TX-G-H-2-2020-11-03,tx-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,"The Republican Dan Crenshaw, a former Navy SEAL who lost his right eye in an insurgent attack in Afghanistan, is fighting for re-election against Sima Ladjevardian, an Iranian-born lawyer who served as a campaign adviser to Beto O’Rourke in his campaign against Senator Ted Cruz.",likely-rep,TRUE,2,District 2,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",351609,314508,1,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,209,216,97% reporting,97%,97,364000,edison,97%,97% reported,edison,republican,FALSE,2020-11-11T03:26:54Z,TRUE,13.81449,48573,R+14,Crenshaw +14,republican,"","",1,0,1604452943572
