fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_cartwrightm,results_bognetj,results_absentee_cartwrightm,results_absentee_bognetj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
42069,Lackawanna,112310,40703,151,163,Merged into voters' home precincts and released with cumulative results,100,112071,>98%,>98% reported,edison,6,all,9229,66010,46300,32999,7704,2020-11-11T03:25:13Z,17.54964,D+18,Cartwright +18,democrat,PA-G-H-8-2020-11-03,pa-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,lean-dem,8,District 8,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",340363,101519,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,373,403,93% reporting,93%,94,363000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-11T03:26:24Z,TRUE,3.4143,11621,D+3,Cartwright +3,democrat,"","",3,0,1604682371722
42079,Luzerne,115470,47879,136,154,None,88,130810,88%,88% reported,edison,4,none,10448,58534,56936,35011,12868,2020-11-11T03:25:13Z,1.38391,D+1.4,Cartwright +1.4,democrat,PA-G-H-8-2020-11-03,pa-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,lean-dem,8,District 8,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",340363,101519,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,373,403,93% reporting,93%,94,363000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-11T03:26:24Z,TRUE,3.4143,11621,D+3,Cartwright +3,democrat,"","",3,0,1604682371722
42089,Monroe,52633,0,33,33,Merged into voters' home precincts and released with cumulative results,100,52366,>98%,>98% reported,edison,4,none,5680,28223,24410,0,0,2020-11-12T02:28:08Z,7.2445,D+7,Cartwright +7,democrat,PA-G-H-8-2020-11-03,pa-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,lean-dem,8,District 8,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",340363,101519,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,373,403,93% reporting,93%,94,363000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-11T03:26:24Z,TRUE,3.4143,11621,D+3,Cartwright +3,democrat,"","",3,0,1604682371722
42103,Pike,32199,12937,18,18,None,100,30541,>98%,>98% reported,edison,4,unknown,3176,13352,18847,8549,4388,2020-11-11T03:25:15Z,17.06575,R+17,Bognet +17,republican,PA-G-H-8-2020-11-03,pa-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,lean-dem,8,District 8,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",340363,101519,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,373,403,93% reporting,93%,94,363000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-11T03:26:24Z,TRUE,3.4143,11621,D+3,Cartwright +3,democrat,"","",3,0,1604682371722
42127,Wayne,27751,0,35,35,Merged into voters' home precincts and released with cumulative results,100,27372,>98%,>98% reported,edison,6,unknown,2445,9873,17878,0,0,2020-11-11T03:25:16Z,28.84581,R+29,Bognet +29,republican,PA-G-H-8-2020-11-03,pa-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,lean-dem,8,District 8,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",340363,101519,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,373,403,93% reporting,93%,94,363000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-11T03:26:24Z,TRUE,3.4143,11621,D+3,Cartwright +3,democrat,"","",3,0,1604682371722
