fips,name,votes,absentee_votes,reporting,precincts,eevp_display,eevp_source,results_clarkk,results_colarussoc,results_absentee_clarkk,results_absentee_colarussoc,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,results_write_ins,results_absentee_write_ins,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
25017,Middlesex,337763,239,192,213,"",edison,252388,85375,220,19,2020-11-11T03:26:01Z,49.4468,D+49,Clark +49,democrat,,,MA-G-H-5-2020-11-03,ma-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",373670,239,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,218,243,90% reporting,90%,89,419000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T03:24:54Z,TRUE,47.72152,178321,D+48,Clark +48,democrat,"","",3,0,1604462543671
25025,Suffolk,28641,0,23,27,"",edison,18529,9313,0,0,2020-11-11T03:26:06Z,32.17765,D+32,Clark +32,democrat,799,0,MA-G-H-5-2020-11-03,ma-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",373670,239,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,218,243,90% reporting,90%,89,419000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T03:24:54Z,TRUE,47.72152,178321,D+48,Clark +48,democrat,"","",3,0,1604462543671
25027,Worcester,6282,0,3,3,"",edison,4187,2095,0,0,2020-11-11T03:25:56Z,33.3015,D+33,Clark +33,democrat,,,MA-G-H-5-2020-11-03,ma-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",373670,239,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,218,243,90% reporting,90%,89,419000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T03:24:54Z,TRUE,47.72152,178321,D+48,Clark +48,democrat,"","",3,0,1604462543671
