fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_perrys,results_depasqualee,results_absentee_perrys,results_absentee_depasqualee,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
42041,Cumberland,117353,0,97,98,Merged into voters' home precincts and released with cumulative results,99,118213,>98%,>98% reported,edison,4,none,10347,64882,52471,0,0,2020-11-24T13:23:00Z,10.57578,R+11,Perry +11,republican,PA-G-H-10-2020-11-03,pa-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,"Representative Scott Perry, a Republican who is an Iraq war veteran and a strong Trump supporter, faces a challenge from a Democrat, Eugene de Pasquale, Pennsylvania’s auditor general and a former state representative, in a district whose boundaries were redrawn in 2018 after the Pennsylvania Supreme Court ruled that it had been illegally gerrymandered.",tossup,TRUE,10,District 10,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",391834,37857,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,334,346,97% reporting,97%,97,405000,edison,97%,97% reported,edison,republican,FALSE,2020-11-24T13:22:43Z,TRUE,6.62474,25958,R+7,Perry +7,republican,FALSE,"","",3,0,1604620354661
42043,Dauphin,144525,37857,150,159,Merged into voters' home precincts and released with cumulative results,100,140837,>98%,>98% reported,edison,6,all,8061,69065,75460,8123,29734,2020-11-24T13:23:00Z,4.42484,D+4,DePasquale +4,democrat,PA-G-H-10-2020-11-03,pa-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,"Representative Scott Perry, a Republican who is an Iraq war veteran and a strong Trump supporter, faces a challenge from a Democrat, Eugene de Pasquale, Pennsylvania’s auditor general and a former state representative, in a district whose boundaries were redrawn in 2018 after the Pennsylvania Supreme Court ruled that it had been illegally gerrymandered.",tossup,TRUE,10,District 10,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",391834,37857,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,334,346,97% reporting,97%,97,405000,edison,97%,97% reported,edison,republican,FALSE,2020-11-24T13:22:43Z,TRUE,6.62474,25958,R+7,Perry +7,republican,FALSE,"","",3,0,1604620354661
42133,York,129956,0,87,89,Merged into voters' home precincts AFTER election night,97,133613,97%,97% reported,edison,4,some,12789,74949,55007,0,0,2020-11-24T13:23:01Z,15.34519,R+15,Perry +15,republican,PA-G-H-10-2020-11-03,pa-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,"Representative Scott Perry, a Republican who is an Iraq war veteran and a strong Trump supporter, faces a challenge from a Democrat, Eugene de Pasquale, Pennsylvania’s auditor general and a former state representative, in a district whose boundaries were redrawn in 2018 after the Pennsylvania Supreme Court ruled that it had been illegally gerrymandered.",tossup,TRUE,10,District 10,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",391834,37857,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,334,346,97% reporting,97%,97,405000,edison,97%,97% reported,edison,republican,FALSE,2020-11-24T13:22:43Z,TRUE,6.62474,25958,R+7,Perry +7,republican,FALSE,"","",3,0,1604620354661
