fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_grijalvar,results_woodd,results_absentee_grijalvar,results_absentee_woodd,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
04013,Maricopa,97507,86351,34,34,Released as a separate subtotal as first report of the night,100,85123,>98%,>98% reported,edison,2,some,1489023,56986,40521,51488,34863,2020-11-24T13:23:32Z,16.88597,D+17,Grijalva +17,democrat,AZ-G-H-3-2020-11-03,az-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",269837,231434,5,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,140,140,100% reporting,100%,100,269837,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-24T13:23:41Z,TRUE,29.14686,78649,D+29,Grijalva +29,democrat,FALSE,0,0,1604460987823
04019,Pima,114929,97938,56,56,Released as a separate subtotal as first report of the night,100,112942,>98%,>98% reported,edison,4,some,406810,80121,34808,70906,27032,2020-11-24T13:23:32Z,39.42695,D+39,Grijalva +39,democrat,AZ-G-H-3-2020-11-03,az-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",269837,231434,5,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,140,140,100% reporting,100%,100,269837,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-24T13:23:41Z,TRUE,29.14686,78649,D+29,Grijalva +29,democrat,FALSE,0,0,1604460987823
04021,Pinal,149,76,1,1,Released as a separate subtotal as first report of the night,100,143,>98%,>98% reported,edison,4,all,88536,139,10,72,4,2020-11-24T13:23:33Z,86.57718,D+87,Grijalva +87,democrat,AZ-G-H-3-2020-11-03,az-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",269837,231434,5,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,140,140,100% reporting,100%,100,269837,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-24T13:23:41Z,TRUE,29.14686,78649,D+29,Grijalva +29,democrat,FALSE,0,0,1604460987823
04023,Santa Cruz,19222,15077,24,24,Released as a separate subtotal as first report of the night,100,17825,>98%,>98% reported,edison,4,unknown,11041,13493,5729,10954,4123,2020-11-24T13:23:33Z,40.39122,D+40,Grijalva +40,democrat,AZ-G-H-3-2020-11-03,az-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",269837,231434,5,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,140,140,100% reporting,100%,100,269837,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-24T13:23:41Z,TRUE,29.14686,78649,D+29,Grijalva +29,democrat,FALSE,0,0,1604460987823
04027,Yuma,38030,31992,25,25,Released as a separate subtotal as first report of the night,100,36879,>98%,>98% reported,edison,4,unknown,37798,23504,14526,19998,11994,2020-11-24T13:23:34Z,23.60768,D+24,Grijalva +24,democrat,AZ-G-H-3-2020-11-03,az-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",269837,231434,5,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,140,140,100% reporting,100%,100,269837,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-24T13:23:41Z,TRUE,29.14686,78649,D+29,Grijalva +29,democrat,FALSE,0,0,1604460987823
