fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_swalwelle,results_haydena,results_absentee_swalwelle,results_absentee_haydena,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
06001,Alameda,261754,107207,185,202,"Released as first report, then NOT included in cumulative results",91,286338,91%,91% reported,edison,2,some,533518,188974,72780,84014,23193,2020-11-10T01:54:24Z,44.39053,D+44,Swalwell +44,democrat,CA-G-H-15-2020-11-03,ca-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-california.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-dem,15,District 15,CA,california,California,Calif.,vertical,0.5,"",FALSE,TRUE,winner,AP,FALSE,"",303797,130479,2,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,254,271,94% reporting,94%,93,325000,edison,93%,93% reported,edison,democrat,FALSE,2020-11-11T00:35:20Z,TRUE,43.1423,131065,D+43,Swalwell +43,democrat,"All active registered voters were sent mail ballots, and late-arriving mail ballots and provisional ballots will be counted in the days and weeks after the election.","All active registered voters were sent mail ballots, and late-arriving mail ballots and provisional ballots will be counted in the days and weeks after the election.",17,0,1604472039876
06013,Contra Costa,42043,23272,69,69,Released as a separate subtotal as first report of the night,100,38033,>98%,>98% reported,edison,4,all,393525,28457,13586,17121,6151,2020-11-11T00:35:15Z,35.37093,D+35,Swalwell +35,democrat,CA-G-H-15-2020-11-03,ca-house-general-district-015-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california-house-district-15.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-california.html,house,general,2020-11-03,FALSE,U.S. House District 15,U.S. House,H,solid-dem,15,District 15,CA,california,California,Calif.,vertical,0.5,"",FALSE,TRUE,winner,AP,FALSE,"",303797,130479,2,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,254,271,94% reporting,94%,93,325000,edison,93%,93% reported,edison,democrat,FALSE,2020-11-11T00:35:20Z,TRUE,43.1423,131065,D+43,Swalwell +43,democrat,"All active registered voters were sent mail ballots, and late-arriving mail ballots and provisional ballots will be counted in the days and weeks after the election.","All active registered voters were sent mail ballots, and late-arriving mail ballots and provisional ballots will be counted in the days and weeks after the election.",17,0,1604472039876
