fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_larsenr,results_hazelot,results_write_ins,results_absentee_larsenr,results_absentee_hazelot,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
53029,Island,52084,0,48,48,None,100,49736,>98%,>98% reported,edison,2,unknown,28937,23147,0,0,0,0,2020-11-07T00:16:40Z,11.11666,D+11,Larsen +11,democrat,WA-G-H-2-2020-11-03,wa-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",396921,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,653,653,100% reporting,100%,99,379000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-11T00:34:48Z,TRUE,26.7358,106120,D+27,Larsen +27,democrat,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604466573335
53055,San Juan,12673,0,19,19,None,100,12498,>98%,>98% reported,edison,4,some,9482,3155,36,0,0,0,2020-11-06T23:46:38Z,49.92504,D+50,Larsen +50,democrat,WA-G-H-2-2020-11-03,wa-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",396921,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,653,653,100% reporting,100%,99,379000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-11T00:34:48Z,TRUE,26.7358,106120,D+27,Larsen +27,democrat,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604466573335
53057,Skagit,40660,0,75,75,None,100,40344,>98%,>98% reported,edison,4,some,22466,18194,0,0,0,0,2020-11-11T00:34:46Z,10.50664,D+11,Larsen +11,democrat,WA-G-H-2-2020-11-03,wa-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",396921,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,653,653,100% reporting,100%,99,379000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-11T00:34:48Z,TRUE,26.7358,106120,D+27,Larsen +27,democrat,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604466573335
53061,Snohomish,226354,0,421,421,None,100,213169,>98%,>98% reported,edison,4,all,139706,86648,0,0,0,0,2020-11-10T01:05:39Z,23.44027,D+23,Larsen +23,democrat,WA-G-H-2-2020-11-03,wa-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",396921,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,653,653,100% reporting,100%,99,379000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-11T00:34:48Z,TRUE,26.7358,106120,D+27,Larsen +27,democrat,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604466573335
53073,Whatcom,65186,0,90,90,None,100,62950,>98%,>98% reported,edison,4,some,50854,14181,151,0,0,0,2020-11-11T00:25:47Z,56.25901,D+56,Larsen +56,democrat,WA-G-H-2-2020-11-03,wa-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-washington.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-washington.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,WA,washington,Washington,Wash.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",396921,0,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,653,653,100% reporting,100%,99,379000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-11T00:34:48Z,TRUE,26.7358,106120,D+27,Larsen +27,democrat,Postmarked ballots have until Nov. 23 to arrive.,Postmarked ballots have until Nov. 23 to arrive.,20,0,1604466573335
