fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_wilsonf,results_spicerl,results_olivoc,results_write_ins,results_absentee_wilsonf,results_absentee_spicerl,results_absentee_olivoc,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
12011,Broward,36578,0,23,23,Released as a separate subtotal as first report of the night,100,30932,>98%,>98% reported,edison,4,some,668379,24814,10078,1632,54,0,0,0,0,2020-11-07T22:31:50Z,40.28651,D+40,Wilson +40,democrat,FL-G-H-24-2020-11-03,fl-house-general-district-024-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-24.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 24,U.S. House,H,solid-dem,24,District 24,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",323550,251511,1,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,201,226,89% reporting,89%,99,327000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-07T22:31:51Z,TRUE,53.55556,173279,D+54,Wilson +54,democrat,"","",0,0,1604453009801
12086,Miami-Dade,286972,251511,178,203,Released as a separate subtotal as first report of the night,100,285521,>98%,>98% reported,edison,4,unknown,773122,216847,58304,11485,336,192723,48521,9931,336,2020-11-07T16:17:36Z,55.24685,D+55,Wilson +55,democrat,FL-G-H-24-2020-11-03,fl-house-general-district-024-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-24.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 24,U.S. House,H,solid-dem,24,District 24,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",323550,251511,1,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,201,226,89% reporting,89%,99,327000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-07T22:31:51Z,TRUE,53.55556,173279,D+54,Wilson +54,democrat,"","",0,0,1604453009801
