fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_carsona,results_smiths,results_absentee_carsona,results_absentee_smiths,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
18097,Marion,282023,0,418,439,Merged into voters' home precincts and released with cumulative results,95,296116,95%,95% reported,edison,4,unknown,143564,176057,105966,0,0,2020-11-06T20:37:36Z,24.85294,D+25,Carson +25,democrat,IN-G-H-7-2020-11-03,in-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-indiana.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-dem,7,District 7,IN,indiana,Indiana,Ind.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",282023,0,unknown,First polls close at 6 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,418,439,95% reporting,95%,95,297000,edison,95%,95% reported,edison,democrat,FALSE,2020-11-06T20:37:38Z,TRUE,24.85294,70091,D+25,Carson +25,democrat,"","",0,0,1604455929682
