fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,absentee_count_progress,absentee_max_ballots,results_rouzerd,results_wardc,results_absentee_rouzerd,results_absentee_wardc,last_updated,leader_margin_display,leader_margin_name_display,leader_party_id,turnout_stage,leader_margin_value,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
37017,Bladen,0,0,0,17,Released as a precinct as first report of the night,0,19774,0%,0% reported,edison,unknown,16846,0,0,0,0,2020-11-04T10:43:46Z,–,–,"",,,NC-G-H-7-2020-11-03,nc-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",430282,276668,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,166,194,86% reporting,86%,96,448000,edison,96%,96% reported,edison,republican,FALSE,2020-11-06T20:59:50Z,TRUE,21.10383,90806,R+21,Rouzer +21,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604457056720
37019,Brunswick,87464,77462,25,25,Released as a separate subtotal as first report of the night,100,84649,>98%,>98% reported,edison,unknown,65557,56488,30976,48611,28851,2020-11-04T10:43:47Z,R+29,Rouzer +29,republican,2,29.16857,NC-G-H-7-2020-11-03,nc-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",430282,276668,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,166,194,86% reporting,86%,96,448000,edison,96%,96% reported,edison,republican,FALSE,2020-11-06T20:59:50Z,TRUE,21.10383,90806,R+21,Rouzer +21,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604457056720
37047,Columbus,25718,18759,23,26,Released as a precinct as first report of the night,87,29551,87%,87% reported,edison,unknown,20755,16337,9381,11146,7613,2020-11-04T10:43:49Z,R+27,Rouzer +27,republican,2,27.0472,NC-G-H-7-2020-11-03,nc-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",430282,276668,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,166,194,86% reporting,86%,96,448000,edison,96%,96% reported,edison,republican,FALSE,2020-11-06T20:59:50Z,TRUE,21.10383,90806,R+21,Rouzer +21,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604457056720
37085,Harnett,21734,18464,5,5,Released as a precinct as first report of the night,91,23935,91%,91% reported,edison,unknown,39147,14339,7395,12121,6343,2020-11-04T10:43:52Z,R+32,Rouzer +32,republican,2,31.94994,NC-G-H-7-2020-11-03,nc-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",430282,276668,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,166,194,86% reporting,86%,96,448000,edison,96%,96% reported,edison,republican,FALSE,2020-11-06T20:59:50Z,TRUE,21.10383,90806,R+21,Rouzer +21,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604457056720
37101,Johnston,107552,0,36,36,Released as a precinct as first report of the night,100,106351,>98%,>98% reported,edison,unknown,69318,68498,39054,0,0,2020-11-04T10:43:52Z,R+27,Rouzer +27,republican,4,27.37652,NC-G-H-7-2020-11-03,nc-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",430282,276668,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,166,194,86% reporting,86%,96,448000,edison,96%,96% reported,edison,republican,FALSE,2020-11-06T20:59:50Z,TRUE,21.10383,90806,R+21,Rouzer +21,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604457056720
37129,New Hanover,126619,110331,39,43,None,92,137840,92%,92% reported,edison,unknown,105584,65442,61177,55254,55077,2020-11-04T10:43:51Z,R+3,Rouzer +3,republican,2,3.36837,NC-G-H-7-2020-11-03,nc-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",430282,276668,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,166,194,86% reporting,86%,96,448000,edison,96%,96% reported,edison,republican,FALSE,2020-11-06T20:59:50Z,TRUE,21.10383,90806,R+21,Rouzer +21,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604457056720
37141,Pender,33291,28787,18,19,Released as a precinct as first report of the night,100,33291,>98%,>98% reported,edison,all,27966,22102,11189,18851,9936,2020-11-04T10:43:51Z,R+33,Rouzer +33,republican,6,32.78063,NC-G-H-7-2020-11-03,nc-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",430282,276668,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,166,194,86% reporting,86%,96,448000,edison,96%,96% reported,edison,republican,FALSE,2020-11-06T20:59:50Z,TRUE,21.10383,90806,R+21,Rouzer +21,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604457056720
37163,Sampson,27904,22865,20,23,None,87,32223,87%,87% reported,edison,some,23014,17338,10566,13842,9023,2020-11-06T20:59:48Z,R+24,Rouzer +24,republican,4,24.26892,NC-G-H-7-2020-11-03,nc-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",430282,276668,6,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,166,194,86% reporting,86%,96,448000,edison,96%,96% reported,edison,republican,FALSE,2020-11-06T20:59:50Z,TRUE,21.10383,90806,R+21,Rouzer +21,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604457056720
