fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_sherrillm,results_becchir,results_absentee_sherrillm,results_absentee_becchir,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
34013,Essex,104915,0,160,176,Released as a separate subtotal as first report of the night,91,115400,91%,91% reported,edison,2,unknown,24131,65856,39059,0,0,2020-11-05T22:39:34Z,25.54163,D+26,Sherrill +26,democrat,NJ-G-H-11-2020-11-03,nj-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-jersey.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-dem,11,District 11,NJ,new-jersey,New Jersey,N.J.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",347340,74087,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,479,613,78% reporting,78%,79,442000,edison,79%,79% reported,edison,democrat,FALSE,2020-11-10T21:10:45Z,TRUE,10.64778,36984,D+11,Sherrill +11,democrat,"Mail ballots were sent to all active, registered voters, and those postmarked by Election Day have until Nov. 10 to arrive. All in-person voters cast provisional ballots, which will be counted beginning Nov. 10. It took weeks to finish counting ballots during the state's July primary.","Mail ballots were sent to all active, registered voters, and those postmarked by Election Day have until Nov. 10 to arrive. All in-person voters cast provisional ballots, which will be counted beginning Nov. 10.",7,0,1604458227683
34027,Morris,153147,0,208,302,Merged into voters' home precincts and released with cumulative results,69,221529,69%,69% reported,edison,2,unknown,33525,83887,69260,0,0,2020-11-10T21:10:43Z,9.55095,D+10,Sherrill +10,democrat,NJ-G-H-11-2020-11-03,nj-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-jersey.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-dem,11,District 11,NJ,new-jersey,New Jersey,N.J.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",347340,74087,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,479,613,78% reporting,78%,79,442000,edison,79%,79% reported,edison,democrat,FALSE,2020-11-10T21:10:45Z,TRUE,10.64778,36984,D+11,Sherrill +11,democrat,"Mail ballots were sent to all active, registered voters, and those postmarked by Election Day have until Nov. 10 to arrive. All in-person voters cast provisional ballots, which will be counted beginning Nov. 10. It took weeks to finish counting ballots during the state's July primary.","Mail ballots were sent to all active, registered voters, and those postmarked by Election Day have until Nov. 10 to arrive. All in-person voters cast provisional ballots, which will be counted beginning Nov. 10.",7,0,1604458227683
34031,Passaic,63129,47938,79,94,None,84,75084,84%,84% reported,edison,2,unknown,17333,30811,32318,24671,23267,2020-11-09T21:44:14Z,2.38718,R+2,Becchi +2,republican,NJ-G-H-11-2020-11-03,nj-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-jersey.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-dem,11,District 11,NJ,new-jersey,New Jersey,N.J.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",347340,74087,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,479,613,78% reporting,78%,79,442000,edison,79%,79% reported,edison,democrat,FALSE,2020-11-10T21:10:45Z,TRUE,10.64778,36984,D+11,Sherrill +11,democrat,"Mail ballots were sent to all active, registered voters, and those postmarked by Election Day have until Nov. 10 to arrive. All in-person voters cast provisional ballots, which will be counted beginning Nov. 10. It took weeks to finish counting ballots during the state's July primary.","Mail ballots were sent to all active, registered voters, and those postmarked by Election Day have until Nov. 10 to arrive. All in-person voters cast provisional ballots, which will be counted beginning Nov. 10.",7,0,1604458227683
34037,Sussex,26149,26149,32,41,Merged into voters' home precincts and released with cumulative results,89,29477,89%,89% reported,edison,4,some,9122,11608,14541,11608,14541,2020-11-10T17:53:30Z,11.21649,R+11,Becchi +11,republican,NJ-G-H-11-2020-11-03,nj-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-jersey.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,solid-dem,11,District 11,NJ,new-jersey,New Jersey,N.J.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",347340,74087,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,479,613,78% reporting,78%,79,442000,edison,79%,79% reported,edison,democrat,FALSE,2020-11-10T21:10:45Z,TRUE,10.64778,36984,D+11,Sherrill +11,democrat,"Mail ballots were sent to all active, registered voters, and those postmarked by Election Day have until Nov. 10 to arrive. All in-person voters cast provisional ballots, which will be counted beginning Nov. 10. It took weeks to finish counting ballots during the state's July primary.","Mail ballots were sent to all active, registered voters, and those postmarked by Election Day have until Nov. 10 to arrive. All in-person voters cast provisional ballots, which will be counted beginning Nov. 10.",7,0,1604458227683
