fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_hyde_smithc,results_espym,results_edwardsj,results_write_ins,results_absentee_hyde_smithc,results_absentee_espym,results_absentee_edwardsj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
28035,Forrest,26460,0,34,34,None,97,27365,97%,97% reported,edison,4,none,,1294,,,14217,11600,615,28,0,0,0,0,2020-11-04T10:43:35Z,9.8904,R+10,Hyde-Smith +10,republican,mississippi,2020-11-10T19:34:23.009288Z
28037,Franklin,4432,0,13,14,None,100,4066,>98%,>98% reported,edison,2,unknown,,530,,,2808,1564,53,7,0,0,0,0,2020-11-04T10:43:35Z,28.06859,R+28,Hyde-Smith +28,republican,mississippi,2020-11-10T19:34:23.009288Z
28039,George,10800,0,22,22,Released as a separate subtotal at the end of tabulation,99,10940,>98%,>98% reported,edison,6,all,,208,,,8719,1822,252,7,0,0,0,0,2020-11-04T10:43:36Z,63.86111,R+64,Hyde-Smith +64,republican,mississippi,2020-11-10T19:34:23.009288Z
28041,Greene,5656,0,12,13,Released as a precinct at the end of tabulation,97,5859,97%,97% reported,edison,2,unknown,,700,,,4346,1180,124,6,0,0,0,0,2020-11-06T17:24:29Z,55.97595,R+56,Hyde-Smith +56,republican,mississippi,2020-11-10T19:34:23.009288Z
28043,Grenada,7805,0,13,13,None,76,10259,76%,76% reported,edison,2,unknown,,1570,,,4531,3145,125,4,0,0,0,0,2020-11-04T10:43:36Z,17.75785,R+18,Hyde-Smith +18,republican,mississippi,2020-11-10T19:34:23.009288Z
28045,Hancock,17199,0,25,25,None,99,17450,>98%,>98% reported,edison,4,none,,860,,,12490,4183,508,18,0,0,0,0,2020-11-04T10:43:37Z,48.29932,R+48,Hyde-Smith +48,republican,mississippi,2020-11-10T19:34:23.009288Z
28047,Harrison,60805,0,46,53,None,87,69661,87%,87% reported,edison,2,unknown,,2776,,,37877,20894,1957,77,0,0,0,0,2020-11-04T22:48:32Z,27.93027,R+28,Hyde-Smith +28,republican,mississippi,2020-11-10T19:34:23.009288Z
28049,Hinds,81778,0,108,108,Merged into voters' home precincts and released with cumulative results,70,117140,70%,70% reported,edison,2,unknown,,2988,,,19840,61082,818,38,0,0,0,0,2020-11-04T22:49:59Z,50.43166,D+50,Espy +50,democrat,mississippi,2020-11-10T19:34:23.009288Z
28051,Holmes,6490,0,15,15,None,99,6542,>98%,>98% reported,edison,6,none,,726,,,1066,5384,36,4,0,0,0,0,2020-11-04T10:43:37Z,66.53313,D+67,Espy +67,democrat,mississippi,2020-11-10T19:34:23.009288Z
28053,Humphreys,4163,0,13,13,Merged into voters' home precincts and released with cumulative results,100,4164,>98%,>98% reported,edison,6,all,,214,,,1020,3113,29,1,0,0,0,0,2020-11-04T10:43:38Z,50.27624,D+50,Espy +50,democrat,mississippi,2020-11-10T19:34:23.009288Z
28055,Issaquena,682,0,5,5,None,100,606,>98%,>98% reported,edison,4,all,,64,,,309,367,5,1,0,0,0,0,2020-11-04T10:43:38Z,8.5044,D+9,Espy +9,democrat,mississippi,2020-11-10T19:34:23.009288Z
28057,Itawamba,10681,0,28,28,Merged into voters' home precincts and released with cumulative results,100,9634,>98%,>98% reported,edison,4,some,,362,,,8767,1655,247,12,0,0,0,0,2020-11-04T10:43:39Z,66.58553,R+67,Hyde-Smith +67,republican,mississippi,2020-11-10T19:34:23.009288Z
28059,Jackson,45102,0,32,32,None,100,39881,>98%,>98% reported,edison,6,unknown,,1386,,,30020,13816,1204,62,0,0,0,0,2020-11-04T10:43:40Z,35.92745,R+36,Hyde-Smith +36,republican,mississippi,2020-11-10T19:34:23.009288Z
28061,Jasper,8652,0,17,17,Merged into voters' home precincts and released with cumulative results,100,8652,>98%,>98% reported,edison,6,all,,592,,,4061,4495,92,4,0,0,0,0,2020-11-04T10:43:41Z,5.01618,D+5,Espy +5,democrat,mississippi,2020-11-10T19:34:23.009288Z
28065,Jeff Davis,6187,4643,17,17,None,100,5285,>98%,>98% reported,edison,4,unknown,,578,,,2394,3750,43,0,1822,2787,34,0,2020-11-09T16:33:44Z,21.91692,D+22,Espy +22,democrat,mississippi,2020-11-10T19:34:23.009288Z
28063,Jefferson,3913,0,12,12,None,100,3414,>98%,>98% reported,edison,4,some,,600,,,475,3426,12,0,0,0,0,0,2020-11-04T10:43:42Z,75.41528,D+75,Espy +75,democrat,mississippi,2020-11-10T19:34:23.009288Z
28067,Jones,26425,0,37,37,None,89,29838,89%,89% reported,edison,2,some,,1822,,,17927,7863,593,42,0,0,0,0,2020-11-04T10:43:43Z,38.08515,R+38,Hyde-Smith +38,republican,mississippi,2020-11-10T19:34:23.009288Z
28069,Kemper,3924,0,14,14,None,100,3890,>98%,>98% reported,edison,4,none,,966,,,1550,2337,36,1,0,0,0,0,2020-11-04T10:43:43Z,20.05607,D+20,Espy +20,democrat,mississippi,2020-11-10T19:34:23.009288Z
28071,Lafayette,17103,0,18,18,Merged into voters' home precincts and released with cumulative results,88,19434,88%,88% reported,edison,4,none,,2116,,,9163,7562,364,14,0,0,0,0,2020-11-04T10:43:43Z,9.36093,R+9,Hyde-Smith +9,republican,mississippi,2020-11-10T19:34:23.009288Z
28073,Lamar,28027,0,23,23,Released as a separate subtotal at the end of tabulation,100,24624,>98%,>98% reported,edison,4,unknown,,946,,,19326,7997,671,33,0,0,0,0,2020-11-06T20:05:28Z,40.42174,R+40,Hyde-Smith +40,republican,mississippi,2020-11-10T19:34:23.009288Z
28075,Lauderdale,30689,0,38,40,Merged into voters' home precincts and released with cumulative results,100,29664,>98%,>98% reported,edison,2,unknown,,2082,,,16943,13236,493,17,0,0,0,0,2020-11-06T15:35:18Z,12.07925,R+12,Hyde-Smith +12,republican,mississippi,2020-11-10T19:34:23.009288Z
28077,Lawrence,6547,976,24,24,None,100,6547,>98%,>98% reported,edison,6,all,,602,,,4193,2295,56,3,554,415,7,0,2020-11-04T10:43:44Z,28.99038,R+29,Hyde-Smith +29,republican,mississippi,2020-11-10T19:34:23.009288Z
28079,Leake,8404,0,19,19,None,100,8130,>98%,>98% reported,edison,4,all,,646,,,4746,3567,88,3,0,0,0,0,2020-11-04T10:43:45Z,14.02903,R+14,Hyde-Smith +14,republican,mississippi,2020-11-10T19:34:23.009288Z
28081,Lee,31657,0,36,36,Merged into voters' home precincts and released with cumulative results,82,38837,82%,82% reported,edison,4,none,,1452,,,19938,10996,680,43,0,0,0,0,2020-11-04T10:43:45Z,28.24652,R+28,Hyde-Smith +28,republican,mississippi,2020-11-10T19:34:23.009288Z
28083,Leflore,8181,0,18,18,None,100,8181,>98%,>98% reported,edison,6,none,,646,,,2434,5693,52,2,0,0,0,0,2020-11-04T10:43:45Z,39.83621,D+40,Espy +40,democrat,mississippi,2020-11-10T19:34:23.009288Z
28085,Lincoln,14215,0,30,30,None,88,16239,88%,88% reported,edison,2,unknown,,1042,,,9886,4173,148,8,0,0,0,0,2020-11-04T22:49:28Z,40.18994,R+40,Hyde-Smith +40,republican,mississippi,2020-11-10T19:34:23.009288Z
28087,Lowndes,26957,26957,20,20,None,100,26957,>98%,>98% reported,edison,6,all,,1206,,,12918,13657,367,15,12918,13657,367,15,2020-11-04T10:43:46Z,2.7414,D+3,Espy +3,democrat,mississippi,2020-11-10T19:34:23.009288Z
28089,Madison,45773,0,43,43,None,100,45773,>98%,>98% reported,edison,6,none,,2144,,,25209,19790,736,38,0,0,0,0,2020-11-04T10:43:46Z,11.83886,R+12,Hyde-Smith +12,republican,mississippi,2020-11-10T19:34:23.009288Z
28091,Marion,11319,0,22,22,None,98,11520,98%,98% reported,edison,4,unknown,,980,,,7384,3751,178,6,0,0,0,0,2020-11-04T10:43:46Z,32.09647,R+32,Hyde-Smith +32,republican,mississippi,2020-11-10T19:34:23.009288Z
28093,Marshall,12962,0,24,24,Merged into voters' home precincts and released with cumulative results,88,14698,88%,88% reported,edison,2,none,,920,,,6004,6764,192,2,0,0,0,0,2020-11-04T10:43:46Z,5.86329,D+6,Espy +6,democrat,mississippi,2020-11-10T19:34:23.009288Z
28095,Monroe,14382,0,26,26,None,86,16738,86%,86% reported,edison,4,none,,978,,,9033,5056,284,9,0,0,0,0,2020-11-04T10:43:47Z,27.65262,R+28,Hyde-Smith +28,republican,mississippi,2020-11-10T19:34:23.009288Z
28097,Montgomery,5003,0,15,15,None,100,5003,>98%,>98% reported,edison,6,all,,726,,,2692,2224,84,3,0,0,0,0,2020-11-04T22:48:44Z,9.35439,R+9,Hyde-Smith +9,republican,mississippi,2020-11-10T19:34:23.009288Z
28099,Neshoba,11618,0,27,27,None,100,10898,>98%,>98% reported,edison,4,all,,468,,,7788,3589,234,7,0,0,0,0,2020-11-04T10:43:49Z,36.14219,R+36,Hyde-Smith +36,republican,mississippi,2020-11-10T19:34:23.009288Z
28101,Newton,8628,0,16,16,Merged into voters' home precincts and released with cumulative results,89,9673,89%,89% reported,edison,4,unknown,,568,,,5738,2723,163,4,0,0,0,0,2020-11-04T10:43:50Z,34.94437,R+35,Hyde-Smith +35,republican,mississippi,2020-11-10T19:34:23.009288Z
28103,Noxubee,3971,1282,8,8,Merged into voters' home precincts and released with cumulative results,100,3981,>98%,>98% reported,edison,6,none,,382,,,994,2959,18,0,171,1108,3,0,2020-11-04T10:43:51Z,49.48376,D+49,Espy +49,democrat,mississippi,2020-11-10T19:34:23.009288Z
28105,Oktibbeha,19706,0,20,20,Released as a separate subtotal at the end of tabulation,100,16402,>98%,>98% reported,edison,2,some,,1134,,,8561,10828,311,6,0,0,0,0,2020-11-06T22:29:55Z,11.50411,D+12,Espy +12,democrat,mississippi,2020-11-10T19:34:23.009288Z
28107,Panola,15397,0,21,21,Merged into voters' home precincts AFTER election night,100,12688,>98%,>98% reported,edison,6,unknown,,1296,,,7350,7822,213,12,0,0,0,0,2020-11-06T18:41:21Z,3.06553,D+3,Espy +3,democrat,mississippi,2020-11-10T19:34:23.009288Z
28109,Pearl River,23285,0,26,26,Merged into voters' home precincts and released with cumulative results,100,21987,>98%,>98% reported,edison,2,unknown,,1048,,,17541,4959,763,22,0,0,0,0,2020-11-06T14:43:32Z,54.03479,R+54,Hyde-Smith +54,republican,mississippi,2020-11-10T19:34:23.009288Z
28111,Perry,5805,0,15,15,Merged into voters' home precincts and released with cumulative results,100,5661,>98%,>98% reported,edison,4,all,,400,,,4143,1525,136,1,0,0,0,0,2020-11-04T10:43:51Z,45.09905,R+45,Hyde-Smith +45,republican,mississippi,2020-11-10T19:34:23.009288Z
28113,Pike,14625,0,25,25,None,100,13841,>98%,>98% reported,edison,4,unknown,,1376,,,6710,7689,213,13,0,0,0,0,2020-11-06T18:40:53Z,6.69402,D+7,Espy +7,democrat,mississippi,2020-11-10T19:34:23.009288Z
28115,Pontotoc,14148,0,28,28,Merged into voters' home precincts and released with cumulative results,100,12845,>98%,>98% reported,edison,4,all,,602,,,10696,3110,329,13,0,0,0,0,2020-11-04T10:43:52Z,53.61889,R+54,Hyde-Smith +54,republican,mississippi,2020-11-10T19:34:23.009288Z
28117,Prentiss,10485,0,15,15,None,99,10539,>98%,>98% reported,edison,6,all,,438,,,7568,2680,226,11,0,0,0,0,2020-11-04T22:51:06Z,46.61898,R+47,Hyde-Smith +47,republican,mississippi,2020-11-10T19:34:23.009288Z
28119,Quitman,3218,0,10,10,Merged into voters' home precincts and released with cumulative results,100,3218,>98%,>98% reported,edison,6,none,,1586,,,878,2292,48,0,0,0,0,0,2020-11-04T10:43:52Z,43.94034,D+44,Espy +44,democrat,mississippi,2020-11-10T19:34:23.009288Z
28121,Rankin,53261,0,48,48,None,75,70560,75%,75% reported,edison,4,none,,3512,,,37041,14740,1421,59,0,0,0,0,2020-11-04T10:43:53Z,41.87116,R+42,Hyde-Smith +42,republican,mississippi,2020-11-10T19:34:23.009288Z
28123,Scott,9377,0,23,23,None,92,10138,92%,92% reported,edison,4,none,,356,,,5373,3865,138,1,0,0,0,0,2020-11-04T10:43:53Z,16.0819,R+16,Hyde-Smith +16,republican,mississippi,2020-11-10T19:34:23.009288Z
28125,Sharkey,2155,0,10,10,Released with cumulative results periodically election night,100,2157,>98%,>98% reported,edison,6,all,,144,,,661,1487,7,0,0,0,0,0,2020-11-04T10:43:53Z,38.32947,D+38,Espy +38,democrat,mississippi,2020-11-10T19:34:23.009288Z
28127,Simpson,10038,0,23,23,None,91,11086,91%,91% reported,edison,4,none,,558,,,6308,3612,115,3,0,0,0,0,2020-11-04T10:43:54Z,26.85794,R+27,Hyde-Smith +27,republican,mississippi,2020-11-10T19:34:23.009288Z
28129,Smith,7259,0,18,18,Merged into voters' home precincts and released with cumulative results,100,7285,>98%,>98% reported,edison,6,all,,678,,,5457,1690,112,0,0,0,0,0,2020-11-04T10:43:54Z,51.8942,R+52,Hyde-Smith +52,republican,mississippi,2020-11-10T19:34:23.009288Z
28131,Stone,6527,0,15,15,Merged into voters' home precincts and released with cumulative results,100,6546,>98%,>98% reported,edison,6,all,,338,,,4914,1435,178,0,0,0,0,0,2020-11-04T10:43:54Z,53.30167,R+53,Hyde-Smith +53,republican,mississippi,2020-11-10T19:34:23.009288Z
28133,Sunflower,9624,0,17,17,None,100,8647,>98%,>98% reported,edison,4,unknown,,234,,,2609,6973,42,0,0,0,0,0,2020-11-09T16:00:07Z,45.34497,D+45,Espy +45,democrat,mississippi,2020-11-10T19:34:23.009288Z
28135,Tallahatchie,5690,0,21,21,Merged into voters' home precincts and released with cumulative results,97,5885,97%,97% reported,edison,2,unknown,,916,,,2309,3316,64,1,0,0,0,0,2020-11-09T16:18:06Z,17.69772,D+18,Espy +18,democrat,mississippi,2020-11-10T19:34:23.009288Z
28137,Tate,12882,0,20,20,None,100,12274,>98%,>98% reported,edison,4,unknown,,602,,,7988,4631,252,11,0,0,0,0,2020-11-09T15:39:13Z,26.05962,R+26,Hyde-Smith +26,republican,mississippi,2020-11-10T19:34:23.009288Z
28139,Tippah,9933,0,24,24,None,100,9137,>98%,>98% reported,edison,2,unknown,,540,,,7336,2393,204,0,0,0,0,0,2020-11-06T18:41:31Z,49.76341,R+50,Hyde-Smith +50,republican,mississippi,2020-11-10T19:34:23.009288Z
28141,Tishomingo,8983,0,14,14,Merged into voters' home precincts and released with cumulative results,100,8282,>98%,>98% reported,edison,2,none,,594,,,7149,1575,252,7,0,0,0,0,2020-11-04T10:43:59Z,62.05054,R+62,Hyde-Smith +62,republican,mississippi,2020-11-10T19:34:23.009288Z
28143,Tunica,3501,0,12,12,Merged into voters' home precincts and released with cumulative results,100,3374,>98%,>98% reported,edison,2,unknown,,230,,,803,2656,42,0,0,0,0,0,2020-11-04T15:15:41Z,52.92773,D+53,Espy +53,democrat,mississippi,2020-11-10T19:34:23.009288Z
28145,Union,10937,0,20,20,Merged into voters' home precincts and released with cumulative results,96,11374,96%,96% reported,edison,2,none,,700,,,8321,2223,385,8,0,0,0,0,2020-11-04T10:43:24Z,55.75569,R+56,Hyde-Smith +56,republican,mississippi,2020-11-10T19:34:23.009288Z
28147,Walthall,5696,0,20,20,None,83,6834,83%,83% reported,edison,2,unknown,,466,,,3254,2367,71,4,0,0,0,0,2020-11-09T14:24:16Z,15.57233,R+16,Hyde-Smith +16,republican,mississippi,2020-11-10T19:34:23.009288Z
28149,Warren,21112,0,23,23,None,100,19359,>98%,>98% reported,edison,2,unknown,,1150,,,9783,11084,244,1,0,0,0,0,2020-11-06T18:37:42Z,6.16237,D+6,Espy +6,democrat,mississippi,2020-11-10T19:34:23.009288Z
28151,Washington,10505,0,19,19,None,69,15182,69%,69% reported,edison,4,unknown,,914,,,3810,6596,90,9,0,0,0,0,2020-11-04T22:46:37Z,26.5207,D+27,Espy +27,democrat,mississippi,2020-11-10T19:34:23.009288Z
28153,Wayne,10009,0,22,22,Merged into voters' home precincts and released with cumulative results,100,10009,>98%,>98% reported,edison,6,all,,850,,,5940,3921,143,5,0,0,0,0,2020-11-04T10:43:25Z,20.17185,R+20,Hyde-Smith +20,republican,mississippi,2020-11-10T19:34:23.009288Z
28155,Webster,5328,0,17,17,Merged into voters' home precincts and released with cumulative results,100,5347,>98%,>98% reported,edison,6,all,,262,,,4038,1177,107,6,0,0,0,0,2020-11-04T10:43:26Z,53.69745,R+54,Hyde-Smith +54,republican,mississippi,2020-11-10T19:34:23.009288Z
28157,Wilkinson,4045,0,9,9,None,100,3737,>98%,>98% reported,edison,2,none,,326,,,1282,2683,79,1,0,0,0,0,2020-11-09T16:04:49Z,34.63535,D+35,Espy +35,democrat,mississippi,2020-11-10T19:34:23.009288Z
28159,Winston,9204,0,12,12,Merged into voters' home precincts and released with cumulative results,100,8896,>98%,>98% reported,edison,2,some,,794,,,4820,4267,114,3,0,0,0,0,2020-11-06T18:26:59Z,6.00826,R+6,Hyde-Smith +6,republican,mississippi,2020-11-10T19:34:23.009288Z
28161,Yalobusha,6481,0,12,12,None,100,5750,>98%,>98% reported,edison,4,some,,552,,,3404,2985,88,4,0,0,0,0,2020-11-04T22:49:41Z,6.46505,R+6,Hyde-Smith +6,republican,mississippi,2020-11-10T19:34:23.009288Z
28163,Yazoo,9001,0,23,23,Merged into voters' home precincts and released with cumulative results,100,8948,>98%,>98% reported,edison,2,none,,470,,,4112,4811,74,4,0,0,0,0,2020-11-04T10:43:27Z,7.7658,D+8,Espy +8,democrat,mississippi,2020-11-10T19:34:23.009288Z
