fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_steubeg,results_ellisona,results_murrayt,results_absentee_steubeg,results_absentee_ellisona,results_absentee_murrayt,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
12015,Charlotte,113973,98817,68,68,Released as a precinct as first report of the night,100,113973,>98%,>98% reported,edison,10,all,97168,73809,38633,1531,61948,35723,1146,2020-11-16T15:47:46Z,30.86345,R+31,Steube +31,republican,FL-G-H-17-2020-11-03,fl-house-general-district-017-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-17.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 17,U.S. House,H,solid-rep,17,District 17,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",412397,190184,6,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,218,221,99% reporting,99%,99,412397,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T19:48:37Z,TRUE,30.55963,126027,R+31,Steube +31,republican,"","",0,0,1604452402558
12027,DeSoto,12357,9126,15,15,Released as a precinct as first report of the night,100,12357,>98%,>98% reported,edison,10,all,8368,8171,4050,136,5854,3186,86,2020-11-16T15:47:46Z,33.34952,R+33,Steube +33,republican,FL-G-H-17-2020-11-03,fl-house-general-district-017-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-17.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 17,U.S. House,H,solid-rep,17,District 17,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",412397,190184,6,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,218,221,99% reporting,99%,99,412397,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T19:48:37Z,TRUE,30.55963,126027,R+31,Steube +31,republican,"","",0,0,1604452402558
12043,Glades,5077,0,12,13,Released as a precinct as first report of the night,100,5077,>98%,>98% reported,edison,10,some,2314,3685,1319,73,0,0,0,2020-11-16T15:47:47Z,46.60232,R+47,Steube +47,republican,FL-G-H-17-2020-11-03,fl-house-general-district-017-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-17.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 17,U.S. House,H,solid-rep,17,District 17,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",412397,190184,6,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,218,221,99% reporting,99%,99,412397,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T19:48:37Z,TRUE,30.55963,126027,R+31,Steube +31,republican,"","",0,0,1604452402558
12049,Hardee,8327,4814,12,12,"As a precinct in the FIRST cumulative report, along with regular precincts",100,8327,>98%,>98% reported,edison,10,all,6306,5771,2422,134,3505,1253,56,2020-11-16T15:47:47Z,40.21857,R+40,Steube +40,republican,FL-G-H-17-2020-11-03,fl-house-general-district-017-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-17.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 17,U.S. House,H,solid-rep,17,District 17,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",412397,190184,6,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,218,221,99% reporting,99%,99,412397,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T19:48:37Z,TRUE,30.55963,126027,R+31,Steube +31,republican,"","",0,0,1604452402558
12055,Highlands,50933,39007,23,25,Released as a separate subtotal as first report of the night,100,50933,>98%,>98% reported,edison,10,all,42875,34540,15807,586,25615,13017,375,2020-11-17T17:02:00Z,36.77969,R+37,Steube +37,republican,FL-G-H-17-2020-11-03,fl-house-general-district-017-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-17.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 17,U.S. House,H,solid-rep,17,District 17,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",412397,190184,6,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,218,221,99% reporting,99%,99,412397,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T19:48:37Z,TRUE,30.55963,126027,R+31,Steube +31,republican,"","",0,0,1604452402558
12071,Lee,43031,0,12,12,Released as a separate subtotal as first report of the night,100,43031,>98%,>98% reported,edison,10,unknown,227958,27620,14733,678,0,0,0,2020-11-17T17:32:31Z,29.94818,R+30,Steube +30,republican,FL-G-H-17-2020-11-03,fl-house-general-district-017-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-17.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 17,U.S. House,H,solid-rep,17,District 17,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",412397,190184,6,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,218,221,99% reporting,99%,99,412397,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T19:48:37Z,TRUE,30.55963,126027,R+31,Steube +31,republican,"","",0,0,1604452402558
12093,Okeechobee,15489,11265,11,11,Released as a separate subtotal as first report of the night,100,15489,>98%,>98% reported,edison,10,all,10432,11082,4129,278,7850,3231,184,2020-11-16T15:54:56Z,44.88992,R+45,Steube +45,republican,FL-G-H-17-2020-11-03,fl-house-general-district-017-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-17.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 17,U.S. House,H,solid-rep,17,District 17,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",412397,190184,6,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,218,221,99% reporting,99%,99,412397,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T19:48:37Z,TRUE,30.55963,126027,R+31,Steube +31,republican,"","",0,0,1604452402558
12105,Polk,38927,27155,20,20,Released as a separate subtotal as first report of the night,100,38927,>98%,>98% reported,edison,10,some,195002,24504,13751,672,16153,10629,373,2020-11-16T17:24:12Z,27.6235,R+28,Steube +28,republican,FL-G-H-17-2020-11-03,fl-house-general-district-017-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-17.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 17,U.S. House,H,solid-rep,17,District 17,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",412397,190184,6,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,218,221,99% reporting,99%,99,412397,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T19:48:37Z,TRUE,30.55963,126027,R+31,Steube +31,republican,"","",0,0,1604452402558
12115,Sarasota,124283,0,45,45,Released as a precinct as first report of the night,100,124283,>98%,>98% reported,edison,10,all,207136,77332,45643,1308,0,0,0,2020-11-16T15:47:50Z,25.49745,R+25,Steube +25,republican,FL-G-H-17-2020-11-03,fl-house-general-district-017-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-17.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 17,U.S. House,H,solid-rep,17,District 17,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",412397,190184,6,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,218,221,99% reporting,99%,99,412397,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T19:48:37Z,TRUE,30.55963,126027,R+31,Steube +31,republican,"","",0,0,1604452402558
