fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_tiffanyt,results_zunkert,results_absentee_tiffanyt,results_absentee_zunkert,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
55003,Ashland,8541,0,17,17,Merged into voters' home precincts and released with cumulative results,100,8541,>98%,>98% reported,edison,10,unknown,1553,3746,4795,0,0,2020-11-16T15:48:00Z,12.28193,D+12,Zunker +12,democrat,WI-G-H-7-2020-11-03,wi-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",414787,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,691,691,100% reporting,100%,99,414787,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T18:08:39Z,TRUE,21.53033,89305,R+22,Tiffany +22,republican,"","",0,0,1604467082936
55005,Barron,25055,0,36,36,Merged into voters' home precincts and released with cumulative results,100,25055,>98%,>98% reported,edison,10,unknown,4648,15936,9119,0,0,2020-11-16T15:48:00Z,27.20814,R+27,Tiffany +27,republican,WI-G-H-7-2020-11-03,wi-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",414787,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,691,691,100% reporting,100%,99,414787,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T18:08:39Z,TRUE,21.53033,89305,R+22,Tiffany +22,republican,"","",0,0,1604467082936
55007,Bayfield,10696,0,29,29,Merged into voters' home precincts and released with cumulative results,100,10696,>98%,>98% reported,edison,10,unknown,2054,4589,6107,0,0,2020-11-16T15:48:01Z,14.19222,D+14,Zunker +14,democrat,WI-G-H-7-2020-11-03,wi-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",414787,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,691,691,100% reporting,100%,99,414787,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T18:08:39Z,TRUE,21.53033,89305,R+22,Tiffany +22,republican,"","",0,0,1604467082936
55013,Burnett,9996,0,24,24,Merged into voters' home precincts and released with cumulative results,100,9996,>98%,>98% reported,edison,10,all,1150,6497,3499,0,0,2020-11-16T15:48:01Z,29.992,R+30,Tiffany +30,republican,WI-G-H-7-2020-11-03,wi-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",414787,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,691,691,100% reporting,100%,99,414787,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T18:08:39Z,TRUE,21.53033,89305,R+22,Tiffany +22,republican,"","",0,0,1604467082936
55017,Chippewa,14473,0,19,19,Merged into voters' home precincts and released with cumulative results,100,14492,>98%,>98% reported,edison,10,some,5366,9722,4751,0,0,2020-11-17T18:07:59Z,34.34671,R+34,Tiffany +34,republican,WI-G-H-7-2020-11-03,wi-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",414787,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,691,691,100% reporting,100%,99,414787,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T18:08:39Z,TRUE,21.53033,89305,R+22,Tiffany +22,republican,"","",0,0,1604467082936
55019,Clark,14640,0,51,51,Merged into voters' home precincts and released with cumulative results,100,14640,>98%,>98% reported,edison,10,unknown,1937,9968,4672,0,0,2020-11-16T15:48:01Z,36.17486,R+36,Tiffany +36,republican,WI-G-H-7-2020-11-03,wi-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",414787,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,691,691,100% reporting,100%,99,414787,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T18:08:39Z,TRUE,21.53033,89305,R+22,Tiffany +22,republican,"","",0,0,1604467082936
55031,Douglas,24228,0,26,26,Merged into voters' home precincts and released with cumulative results,100,24228,>98%,>98% reported,edison,10,unknown,4935,10962,13266,0,0,2020-11-16T15:48:02Z,9.50966,D+10,Zunker +10,democrat,WI-G-H-7-2020-11-03,wi-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",414787,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,691,691,100% reporting,100%,99,414787,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T18:08:39Z,TRUE,21.53033,89305,R+22,Tiffany +22,republican,"","",0,0,1604467082936
55037,Florence,2901,0,8,8,Released as a separate subtotal at the end of tabulation,100,2901,>98%,>98% reported,edison,10,unknown,602,2149,752,0,0,2020-11-16T15:48:05Z,48.15581,R+48,Tiffany +48,republican,WI-G-H-7-2020-11-03,wi-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",414787,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,691,691,100% reporting,100%,99,414787,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T18:08:39Z,TRUE,21.53033,89305,R+22,Tiffany +22,republican,"","",0,0,1604467082936
55041,Forest,4989,0,15,15,Released as a separate subtotal at the end of tabulation,100,4989,>98%,>98% reported,edison,10,unknown,878,3212,1777,0,0,2020-11-16T19:21:55Z,28.76328,R+29,Tiffany +29,republican,WI-G-H-7-2020-11-03,wi-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",414787,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,691,691,100% reporting,100%,99,414787,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T18:08:39Z,TRUE,21.53033,89305,R+22,Tiffany +22,republican,"","",0,0,1604467082936
55051,Iron,3938,0,19,19,Merged into voters' home precincts and released with cumulative results,100,3938,>98%,>98% reported,edison,10,unknown,1020,2396,1542,0,0,2020-11-16T15:48:02Z,21.68614,R+22,Tiffany +22,republican,WI-G-H-7-2020-11-03,wi-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-wisconsin.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-wisconsin.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,WI,wisconsin,Wisconsin,Wis.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",414787,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,691,691,100% reporting,100%,99,414787,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T18:08:39Z,TRUE,21.53033,89305,R+22,Tiffany +22,republican,"","",0,0,1604467082936
