fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_manningk,results_haywoodl,results_absentee_manningk,results_absentee_haywoodl,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
37067,Forsyth,130877,110545,69,69,Released as a precinct as first report of the night,100,130877,>98%,>98% reported,edison,10,unknown,181062,82360,48517,72126,38419,2020-11-17T12:49:41Z,25.85863,D+26,Manning +26,democrat,NC-G-H-6-2020-11-03,nc-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,likely-dem,6,District 6,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,TRUE,republican,407127,110545,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,234,234,100% reporting,100%,99,407127,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T22:41:12Z,FALSE,24.5459,99933,D+25,Manning +25,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456869699
37081,Guilford,276250,0,165,165,Released as a precinct as first report of the night,100,276250,>98%,>98% reported,edison,10,unknown,278304,171170,105080,0,0,2020-11-17T12:52:56Z,23.92398,D+24,Manning +24,democrat,NC-G-H-6-2020-11-03,nc-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,likely-dem,6,District 6,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,TRUE,republican,407127,110545,1,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,234,234,100% reporting,100%,99,407127,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T22:41:12Z,FALSE,24.5459,99933,D+25,Manning +25,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456869699
