fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_beyerd,results_jordanj,results_absentee_beyerd,results_absentee_jordanj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
51510,Alexandria,81041,64935,29,31,Released as a precinct at the end of tabulation,93,87208,93%,93% reported,edison,2,unknown,19940,64007,17034,54188,10747,2020-11-16T15:48:34Z,57.96202,D+58,Beyer +58,democrat,VA-G-H-8-2020-11-03,va-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-dem,8,District 8,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",396819,297666,4,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,153,165,93% reporting,93%,92,431000,edison,92%,92% reported,edison,democrat,FALSE,2020-11-16T15:48:34Z,TRUE,51.93527,206089,D+52,Beyer +52,democrat,"","",3,0,1604452255262
51013,Arlington,128885,106367,51,55,Released as a precinct at the end of tabulation,92,139747,92%,92% reported,edison,4,none,37665,101981,26904,89099,17268,2020-11-17T20:32:56Z,58.25115,D+58,Beyer +58,democrat,VA-G-H-8-2020-11-03,va-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-dem,8,District 8,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",396819,297666,4,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,153,165,93% reporting,93%,92,431000,edison,92%,92% reported,edison,democrat,FALSE,2020-11-16T15:48:34Z,TRUE,51.93527,206089,D+52,Beyer +52,democrat,"","",3,0,1604452255262
51059,Fairfax,178186,118885,69,75,Released as a precinct in the middle of the night,92,194487,92%,92% reported,edison,4,unknown,93111,128467,49719,94373,24512,2020-11-17T20:39:02Z,44.19427,D+44,Beyer +44,democrat,VA-G-H-8-2020-11-03,va-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-dem,8,District 8,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",396819,297666,4,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,153,165,93% reporting,93%,92,431000,edison,92%,92% reported,edison,democrat,FALSE,2020-11-16T15:48:34Z,TRUE,51.93527,206089,D+52,Beyer +52,democrat,"","",3,0,1604452255262
51610,Falls Church,8707,7479,4,4,Released as a precinct in the middle of the night,97,8983,97%,97% reported,edison,4,none,2617,6999,1708,6325,1154,2020-11-16T15:48:35Z,60.7672,D+61,Beyer +61,democrat,VA-G-H-8-2020-11-03,va-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-dem,8,District 8,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",396819,297666,4,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,153,165,93% reporting,93%,92,431000,edison,92%,92% reported,edison,democrat,FALSE,2020-11-16T15:48:34Z,TRUE,51.93527,206089,D+52,Beyer +52,democrat,"","",3,0,1604452255262
