fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_schraderk,results_ryan_coursera,results_rixm,results_absentee_schraderk,results_absentee_ryan_coursera,results_absentee_rixm,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
41003,Benton,8388,0,4,4,Other,100,7940,>98%,>98% reported,edison,2,some,4065,4108,215,0,0,0,2020-11-16T15:48:29Z,0.51264,R+0.51,Ryan Courser +0.51,republican,OR-G-H-5-2020-11-03,or-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",449854,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,294,294,100% reporting,100%,99,426000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-17T02:01:00Z,TRUE,6.74219,30330,D+7,Schrader +7,democrat,"","",0,0,1604463601176
41005,Clackamas,184571,0,90,90,Other,100,176255,>98%,>98% reported,edison,2,some,103392,76157,5022,0,0,0,2020-11-16T15:48:29Z,14.75584,D+15,Schrader +15,democrat,OR-G-H-5-2020-11-03,or-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",449854,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,294,294,100% reporting,100%,99,426000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-17T02:01:00Z,TRUE,6.74219,30330,D+7,Schrader +7,democrat,"","",0,0,1604463601176
41041,Lincoln,29643,0,32,32,Other,100,27837,>98%,>98% reported,edison,4,all,16787,12000,856,0,0,0,2020-11-16T15:48:29Z,16.14884,D+16,Schrader +16,democrat,OR-G-H-5-2020-11-03,or-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",449854,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,294,294,100% reporting,100%,99,426000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-17T02:01:00Z,TRUE,6.74219,30330,D+7,Schrader +7,democrat,"","",0,0,1604463601176
41047,Marion,159069,0,122,122,Other,100,149444,>98%,>98% reported,edison,4,unknown,76349,78137,4583,0,0,0,2020-11-16T15:48:30Z,1.12404,R+1.1,Ryan Courser +1.1,republican,OR-G-H-5-2020-11-03,or-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",449854,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,294,294,100% reporting,100%,99,426000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-17T02:01:00Z,TRUE,6.74219,30330,D+7,Schrader +7,democrat,"","",0,0,1604463601176
41051,Multnomah,4809,0,1,1,Other,98,4895,98%,98% reported,edison,2,some,3471,1221,117,0,0,0,2020-11-17T02:00:56Z,46.78727,D+47,Schrader +47,democrat,OR-G-H-5-2020-11-03,or-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",449854,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,294,294,100% reporting,100%,99,426000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-17T02:01:00Z,TRUE,6.74219,30330,D+7,Schrader +7,democrat,"","",0,0,1604463601176
41053,Polk,47058,0,16,16,Other,100,46258,>98%,>98% reported,edison,6,all,21901,23822,1335,0,0,0,2020-11-16T15:48:30Z,4.0822,R+4,Ryan Courser +4,republican,OR-G-H-5-2020-11-03,or-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",449854,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,294,294,100% reporting,100%,99,426000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-17T02:01:00Z,TRUE,6.74219,30330,D+7,Schrader +7,democrat,"","",0,0,1604463601176
41057,Tillamook,16316,0,29,29,Other,100,15275,>98%,>98% reported,edison,2,all,7868,8058,390,0,0,0,2020-11-16T15:48:31Z,1.1645,R+1.2,Ryan Courser +1.2,republican,OR-G-H-5-2020-11-03,or-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",449854,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,294,294,100% reporting,100%,99,426000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-17T02:01:00Z,TRUE,6.74219,30330,D+7,Schrader +7,democrat,"","",0,0,1604463601176
