fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_allredc,results_collinsg,results_mowrey_petersonc,results_sigmonj,results_absentee_allredc,results_absentee_collinsg,results_absentee_mowrey_petersonc,results_absentee_sigmonj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
48085,Collin,27544,25299,13,13,Released as a precinct as first report of the night,100,27347,>98%,>98% reported,edison,6,unknown,368567,11499,15438,455,152,10653,14129,387,130,2020-11-16T15:48:16Z,14.30076,R+14,Collins +14,republican,TX-G-H-32-2020-11-03,tx-house-general-district-032-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-32.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 32,U.S. House,H,likely-dem,32,District 32,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",343687,303538,2,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,387,413,94% reporting,94%,94,365000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-16T15:48:28Z,TRUE,6.01565,20675,D+6,Allred +6,democrat,"","",1,0,1604460775788
48113,Dallas,316143,278239,374,400,Released as a precinct as first report of the night,94,338027,94%,94% reported,edison,4,all,739551,167043,142429,4491,2180,149959,123303,3380,1597,2020-11-16T15:48:15Z,7.78572,D+8,Allred +8,democrat,TX-G-H-32-2020-11-03,tx-house-general-district-032-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-32.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 32,U.S. House,H,likely-dem,32,District 32,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",343687,303538,2,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,387,413,94% reporting,94%,94,365000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-16T15:48:28Z,TRUE,6.01565,20675,D+6,Allred +6,democrat,"","",1,0,1604460775788
