fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_hastingsa,results_musselwhiteg,results_absentee_hastingsa,results_absentee_musselwhiteg,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
12011,Broward,228712,0,142,142,Released as a separate subtotal as first report of the night,100,201332,>98%,>98% reported,edison,4,some,668379,186909,41803,0,0,2020-11-15T19:57:29Z,63.44486,D+63,Hastings +63,democrat,FL-G-H-20-2020-11-03,fl-house-general-district-020-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-20.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 20,U.S. House,H,solid-dem,20,District 20,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",322409,72903,1,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,243,243,100% reporting,100%,91,356000,edison,91%,91% reported,edison,democrat,FALSE,2020-11-15T19:57:30Z,TRUE,57.35355,184913,D+57,Hastings +57,democrat,"","",0,0,1604449284564
12099,Palm Beach,93697,72903,101,101,Released as a precinct as first report of the night,91,102902,91%,91% reported,edison,2,some,408584,66752,26945,54049,18854,2020-11-15T16:11:47Z,42.48482,D+42,Hastings +42,democrat,FL-G-H-20-2020-11-03,fl-house-general-district-020-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-20.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 20,U.S. House,H,solid-dem,20,District 20,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",322409,72903,1,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,243,243,100% reporting,100%,91,356000,edison,91%,91% reported,edison,democrat,FALSE,2020-11-15T19:57:30Z,TRUE,57.35355,184913,D+57,Hastings +57,democrat,"","",0,0,1604449284564
