fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_buddt,results_huffmans,results_absentee_buddt,results_absentee_huffmans,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
37001,Alamance,83764,67468,36,38,Released as a separate subtotal as first report of the night,95,88054,95%,95% reported,edison,2,none,62360,45967,37797,35008,32460,2020-11-15T15:31:08Z,9.75359,R+10,Budd +10,republican,NC-G-H-13-2020-11-03,nc-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",314114,250506,9,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,131,186,70% reporting,70%,69,455000,edison,69%,69% reported,edison,republican,FALSE,2020-11-14T16:40:11Z,TRUE,36.51286,114692,R+37,Budd +37,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604454953401
37033,Caswell,11745,8216,8,9,Released as a precinct as first report of the night,100,11745,>98%,>98% reported,edison,6,all,9422,6946,4799,4343,3873,2020-11-15T16:12:23Z,18.28012,R+18,Budd +18,republican,NC-G-H-13-2020-11-03,nc-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",314114,250506,9,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,131,186,70% reporting,70%,69,455000,edison,69%,69% reported,edison,republican,FALSE,2020-11-14T16:40:11Z,TRUE,36.51286,114692,R+37,Budd +37,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604454953401
37037,Chatham,9164,7372,3,4,Released as a precinct as first report of the night,81,11305,81%,81% reported,edison,4,unknown,39498,5750,3414,4360,3012,2020-11-15T15:25:37Z,25.49105,R+25,Budd +25,republican,NC-G-H-13-2020-11-03,nc-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",314114,250506,9,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,131,186,70% reporting,70%,69,455000,edison,69%,69% reported,edison,republican,FALSE,2020-11-14T16:40:11Z,TRUE,36.51286,114692,R+37,Budd +37,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604454953401
37057,Davidson,84281,66291,39,43,Released as a precinct as first report of the night,91,92856,91%,91% reported,edison,2,unknown,62552,63188,21093,49143,17148,2020-11-15T16:13:58Z,49.94601,R+50,Budd +50,republican,NC-G-H-13-2020-11-03,nc-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",314114,250506,9,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,131,186,70% reporting,70%,69,455000,edison,69%,69% reported,edison,republican,FALSE,2020-11-14T16:40:11Z,TRUE,36.51286,114692,R+37,Budd +37,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604454953401
37059,Davie,24972,20086,13,14,Released as a precinct as first report of the night,93,26879,93%,93% reported,edison,4,unknown,19566,18844,6128,14747,5339,2020-11-15T15:26:10Z,50.92103,R+51,Budd +51,republican,NC-G-H-13-2020-11-03,nc-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",314114,250506,9,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,131,186,70% reporting,70%,69,455000,edison,69%,69% reported,edison,republican,FALSE,2020-11-14T16:40:11Z,TRUE,36.51286,114692,R+37,Budd +37,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604454953401
37097,Iredell,1534,1400,1,1,Released as a precinct as first report of the night,100,1135,>98%,>98% reported,edison,4,some,70424,1170,364,1054,346,2020-11-15T16:16:26Z,52.54237,R+53,Budd +53,republican,NC-G-H-13-2020-11-03,nc-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",314114,250506,9,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,131,186,70% reporting,70%,69,455000,edison,69%,69% reported,edison,republican,FALSE,2020-11-14T16:40:11Z,TRUE,36.51286,114692,R+37,Budd +37,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604454953401
37105,Lee,7780,6903,3,3,Released as a precinct as first report of the night,91,8529,91%,91% reported,edison,4,unknown,27472,4902,2878,4286,2617,2020-11-14T16:41:04Z,26.01542,R+26,Budd +26,republican,NC-G-H-13-2020-11-03,nc-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",314114,250506,9,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,131,186,70% reporting,70%,69,455000,edison,69%,69% reported,edison,republican,FALSE,2020-11-14T16:40:11Z,TRUE,36.51286,114692,R+37,Budd +37,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604454953401
37145,Person,20908,17004,9,11,Released as a separate subtotal as first report of the night,100,19975,>98%,>98% reported,edison,6,some,21096,12624,8284,9796,7208,2020-11-14T16:42:02Z,20.7576,R+21,Budd +21,republican,NC-G-H-13-2020-11-03,nc-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",314114,250506,9,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,131,186,70% reporting,70%,69,455000,edison,69%,69% reported,edison,republican,FALSE,2020-11-14T16:40:11Z,TRUE,36.51286,114692,R+37,Budd +37,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604454953401
37151,Randolph,69966,55766,19,22,Released as a separate subtotal as first report of the night,87,80034,87%,87% reported,edison,2,unknown,49222,55012,14954,43314,12452,2020-11-15T16:21:29Z,57.25352,R+57,Budd +57,republican,NC-G-H-13-2020-11-03,nc-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",314114,250506,9,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,131,186,70% reporting,70%,69,455000,edison,69%,69% reported,edison,republican,FALSE,2020-11-14T16:40:11Z,TRUE,36.51286,114692,R+37,Budd +37,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604454953401
37159,Rowan,0,0,0,41,Released as a separate subtotal as first report of the night,0,79659,0%,0% reported,edison,,unknown,57107,0,0,0,0,2020-11-14T16:41:02Z,,–,–,"",NC-G-H-13-2020-11-03,nc-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",314114,250506,9,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,131,186,70% reporting,70%,69,455000,edison,69%,69% reported,edison,republican,FALSE,2020-11-14T16:40:11Z,TRUE,36.51286,114692,R+37,Budd +37,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604454953401
