fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_norcrossd,results_gustafsonc,results_absentee_norcrossd,results_absentee_gustafsonc,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
34005,Burlington,11885,9710,17,19,Merged into voters' home precincts and released with cumulative results,92,12986,92%,92% reported,edison,2,some,31397,7397,4488,6251,3459,2020-11-14T16:38:50Z,24.47623,D+24,Norcross +24,democrat,NJ-G-H-1-2020-11-03,nj-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-jersey.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,NJ,new-jersey,New Jersey,N.J.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",359764,110098,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,512,514,99% reporting,99%,96,376000,edison,96%,96% reported,edison,democrat,FALSE,2020-11-14T16:39:39Z,TRUE,24.76735,89104,D+25,Norcross +25,democrat,"","",7,0,1604459067031
34007,Camden,235220,0,337,337,Released separately AFTER election night,93,252426,93%,93% reported,edison,2,unknown,59568,157033,78187,0,0,2020-11-14T16:38:51Z,33.52011,D+34,Norcross +34,democrat,NJ-G-H-1-2020-11-03,nj-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-jersey.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,NJ,new-jersey,New Jersey,N.J.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",359764,110098,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,512,514,99% reporting,99%,96,376000,edison,96%,96% reported,edison,democrat,FALSE,2020-11-14T16:39:39Z,TRUE,24.76735,89104,D+25,Norcross +25,democrat,"","",7,0,1604459067031
34015,Gloucester,112659,100388,158,158,Merged into voters' home precincts and released with cumulative results,100,109863,>98%,>98% reported,edison,4,some,25391,60004,52655,54612,45776,2020-11-14T16:38:52Z,6.52322,D+7,Norcross +7,democrat,NJ-G-H-1-2020-11-03,nj-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-new-jersey.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-new-jersey.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,NJ,new-jersey,New Jersey,N.J.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",359764,110098,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,512,514,99% reporting,99%,96,376000,edison,96%,96% reported,edison,democrat,FALSE,2020-11-14T16:39:39Z,TRUE,24.76735,89104,D+25,Norcross +25,democrat,"","",7,0,1604459067031
