fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_joycej,results_rowleyt,results_absentee_joycej,results_absentee_rowleyt,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
42001,Adams,55769,0,50,50,Merged into voters' home precincts and released with cumulative results,100,55087,>98%,>98% reported,edison,4,none,3456,38377,17392,0,0,2020-11-14T16:39:17Z,37.62843,R+38,Joyce +38,republican,PA-G-H-13-2020-11-03,pa-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",363070,10552,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,461,472,98% reporting,98%,98,371000,edison,98%,98% reported,edison,republican,FALSE,2020-11-14T16:40:20Z,TRUE,46.95128,170466,R+47,Joyce +47,republican,"","",3,0,1604459067035
42009,Bedford,27336,5319,40,40,Merged into voters' home precincts and released with cumulative results,100,26743,>98%,>98% reported,edison,6,unknown,2106,23102,4234,3074,2245,2020-11-14T16:39:19Z,69.02253,R+69,Joyce +69,republican,PA-G-H-13-2020-11-03,pa-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",363070,10552,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,461,472,98% reporting,98%,98,371000,edison,98%,98% reported,edison,republican,FALSE,2020-11-14T16:40:20Z,TRUE,46.95128,170466,R+47,Joyce +47,republican,"","",3,0,1604459067035
42013,Blair,62395,0,91,93,Merged into voters' home precincts and released with cumulative results,98,63694,98%,98% reported,edison,4,some,4155,46354,16041,0,0,2020-11-14T16:39:20Z,48.58242,R+49,Joyce +49,republican,PA-G-H-13-2020-11-03,pa-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",363070,10552,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,461,472,98% reporting,98%,98,371000,edison,98%,98% reported,edison,republican,FALSE,2020-11-14T16:40:20Z,TRUE,46.95128,170466,R+47,Joyce +47,republican,"","",3,0,1604459067035
42021,Cambria,22718,0,38,41,Merged into voters' home precincts AFTER election night,94,24263,94%,94% reported,edison,2,some,4526,13653,9065,0,0,2020-11-14T16:39:20Z,20.19544,R+20,Joyce +20,republican,PA-G-H-13-2020-11-03,pa-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",363070,10552,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,461,472,98% reporting,98%,98,371000,edison,98%,98% reported,edison,republican,FALSE,2020-11-14T16:40:20Z,TRUE,46.95128,170466,R+47,Joyce +47,republican,"","",3,0,1604459067035
42041,Cumberland,22881,0,19,20,Merged into voters' home precincts and released with cumulative results,96,23873,96%,96% reported,edison,4,none,10347,16426,6455,0,0,2020-11-14T16:39:21Z,43.57764,R+44,Joyce +44,republican,PA-G-H-13-2020-11-03,pa-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",363070,10552,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,461,472,98% reporting,98%,98,371000,edison,98%,98% reported,edison,republican,FALSE,2020-11-14T16:40:20Z,TRUE,46.95128,170466,R+47,Joyce +47,republican,"","",3,0,1604459067035
42055,Franklin,79590,0,72,73,Merged into voters' home precincts and released with cumulative results,98,80888,98%,98% reported,edison,4,none,4866,58298,21292,0,0,2020-11-14T16:39:21Z,46.49579,R+46,Joyce +46,republican,PA-G-H-13-2020-11-03,pa-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",363070,10552,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,461,472,98% reporting,98%,98,371000,edison,98%,98% reported,edison,republican,FALSE,2020-11-14T16:40:20Z,TRUE,46.95128,170466,R+47,Joyce +47,republican,"","",3,0,1604459067035
42057,Fulton,7838,0,13,13,Merged into voters' home precincts and released with cumulative results,100,7854,>98%,>98% reported,edison,2,unknown,456,6783,1055,0,0,2020-11-14T16:39:22Z,73.07987,R+73,Joyce +73,republican,PA-G-H-13-2020-11-03,pa-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",363070,10552,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,461,472,98% reporting,98%,98,371000,edison,98%,98% reported,edison,republican,FALSE,2020-11-14T16:40:20Z,TRUE,46.95128,170466,R+47,Joyce +47,republican,"","",3,0,1604459067035
42061,Huntingdon,22383,0,57,58,Merged into voters' home precincts and released with cumulative results,98,22859,98%,98% reported,edison,2,none,1354,17151,5232,0,0,2020-11-14T16:39:22Z,53.25023,R+53,Joyce +53,republican,PA-G-H-13-2020-11-03,pa-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",363070,10552,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,461,472,98% reporting,98%,98,371000,edison,98%,98% reported,edison,republican,FALSE,2020-11-14T16:40:20Z,TRUE,46.95128,170466,R+47,Joyce +47,republican,"","",3,0,1604459067035
42111,Somerset,39801,0,48,50,Merged into voters' home precincts and released with cumulative results,96,41497,96%,96% reported,edison,2,unknown,3224,31070,8731,0,0,2020-11-14T16:39:23Z,56.12673,R+56,Joyce +56,republican,PA-G-H-13-2020-11-03,pa-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",363070,10552,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,461,472,98% reporting,98%,98,371000,edison,98%,98% reported,edison,republican,FALSE,2020-11-14T16:40:20Z,TRUE,46.95128,170466,R+47,Joyce +47,republican,"","",3,0,1604459067035
42129,Westmoreland,22359,5233,33,34,Merged into voters' home precincts and released with cumulative results,96,23205,96%,96% reported,edison,2,none,13342,15554,6805,1950,3283,2020-11-14T16:39:24Z,39.12966,R+39,Joyce +39,republican,PA-G-H-13-2020-11-03,pa-house-general-district-013-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-13.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 13,U.S. House,H,solid-rep,13,District 13,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",363070,10552,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,461,472,98% reporting,98%,98,371000,edison,98%,98% reported,edison,republican,FALSE,2020-11-14T16:40:20Z,TRUE,46.95128,170466,R+47,Joyce +47,republican,"","",3,0,1604459067035
