fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_hawkinsh,results_pierceb,results_westk,results_de_la_fuenter,results_write_ins,results_kennedya,results_la_rivag,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_pierceb,results_absentee_westk,results_absentee_de_la_fuenter,results_absentee_write_ins,results_absentee_kennedya,results_absentee_la_rivag,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
27125,Red Lake,2196,0,21,21,Merged into voters' home precincts and released with cumulative results,100,2022,>98%,>98% reported,edison,6,all,,365,,,691,1454,18,7,7,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-25T14:49:01Z,34.74499,R+35,Trump +35,republican,34.74499,1881,32,1975,2.53,minnesota,2020-11-27T00:46:30.478791Z
27127,Redwood,8284,0,43,43,Merged into voters' home precincts and released with cumulative results,100,8274,>98%,>98% reported,edison,6,all,,1556,,,2355,5771,76,11,22,18,14,16,0,1,0,0,0,0,0,0,0,0,0,0,2020-11-25T14:49:50Z,41.23612,R+41,Trump +41,republican,41.23612,7611,42.7,7790,20.05,minnesota,2020-11-27T00:46:30.478791Z
27129,Renville,8128,0,38,38,Merged into voters' home precincts and released with cumulative results,100,8115,>98%,>98% reported,edison,6,all,,1440,,,2496,5467,68,19,23,23,15,12,4,1,0,0,0,0,0,0,0,0,0,0,2020-11-25T14:50:22Z,36.55266,R+37,Trump +37,republican,36.55266,7606,36.5,7710,9.79,minnesota,2020-11-27T00:46:30.478791Z
27131,Rice,35686,0,31,31,Merged into voters' home precincts and released with cumulative results,95,37634,95%,95% reported,edison,4,all,,6332,,,17402,17464,372,115,78,88,70,77,7,13,0,0,0,0,0,0,0,0,0,0,2020-11-25T14:50:52Z,0.17374,R+0.17,Trump +0.17,republican,0.17374,32443,3.1,32267,-8.27,minnesota,2020-11-27T00:46:30.478791Z
27133,Rock,5240,0,24,24,Merged into voters' home precincts and released with cumulative results,100,5134,>98%,>98% reported,edison,6,all,,1205,,,1556,3583,35,13,13,9,16,12,1,2,0,0,0,0,0,0,0,0,0,0,2020-11-25T14:51:23Z,38.68321,R+39,Trump +39,republican,38.68321,4839,35.5,4846,17.83,minnesota,2020-11-27T00:46:30.478791Z
27135,Roseau,8421,0,44,44,Merged into voters' home precincts and released with cumulative results,100,8347,>98%,>98% reported,edison,2,all,,1517,,,2188,6065,81,18,15,20,15,13,2,4,0,0,0,0,0,0,0,0,0,0,2020-11-25T14:51:50Z,46.03966,R+46,Trump +46,republican,46.03966,7804,46.1,7352,22.27,minnesota,2020-11-27T00:46:30.478791Z
27139,Scott,87965,0,47,47,Merged into voters' home precincts and released with cumulative results,100,87034,>98%,>98% reported,edison,2,all,,13020,,,40040,45872,1048,240,162,182,162,232,9,18,0,0,0,0,0,0,0,0,0,0,2020-11-25T14:53:33Z,6.62991,R+7,Trump +7,republican,6.62991,75029,15.3,71647,14.81,minnesota,2020-11-27T00:46:30.478791Z
27141,Sherburne,55612,0,35,35,Merged into voters' home precincts and released with cumulative results,99,56008,>98%,>98% reported,edison,2,all,,9408,,,18065,36222,734,153,89,115,96,125,6,7,0,0,0,0,0,0,0,0,0,0,2020-11-25T14:56:06Z,32.64943,R+33,Trump +33,republican,32.64943,48283,36.8,46509,22.04,minnesota,2020-11-27T00:46:30.478791Z
27143,Sibley,8451,0,25,25,Merged into voters' home precincts and released with cumulative results,100,8326,>98%,>98% reported,edison,4,all,,1125,,,2417,5864,70,22,22,17,22,15,0,2,0,0,0,0,0,0,0,0,0,0,2020-11-25T14:56:34Z,40.78807,R+41,Trump +41,republican,40.78807,7774,41.7,7815,22.74,minnesota,2020-11-27T00:46:30.478791Z
27137,St. Louis,119531,0,172,172,Merged into voters' home precincts and released with cumulative results,90,133513,90%,90% reported,edison,4,all,,20931,,,67704,49017,1388,396,160,290,166,344,17,49,0,0,0,0,0,0,0,0,0,0,2020-11-25T14:52:49Z,15.6336,D+16,Biden +16,democrat,-15.6336,112422,-11.7,115594,-29.63,minnesota,2020-11-27T00:46:30.478791Z
27145,Stearns,84835,0,98,98,Merged into voters' home precincts and released with cumulative results,92,92327,92%,92% reported,edison,2,all,,12584,,,31879,50959,1036,275,154,165,136,195,16,20,0,0,0,0,0,0,0,0,0,0,2020-11-25T14:58:17Z,22.49072,R+22,Trump +22,republican,22.49072,79592,27.7,78477,12.06,minnesota,2020-11-27T00:46:30.478791Z
27147,Steele,21128,8156,26,26,Merged into voters' home precincts and released with cumulative results,95,22248,95%,95% reported,edison,4,all,,3939,,,7917,12656,278,69,39,56,53,52,5,3,4443,3577,68,21,8,14,24,0,1,0,2020-11-25T14:58:49Z,22.42995,R+22,Trump +22,republican,22.42995,19179,25.8,19124,6.26,minnesota,2020-11-27T00:46:30.478791Z
27149,Stevens,5085,0,26,26,Merged into voters' home precincts and released with cumulative results,100,5060,>98%,>98% reported,edison,6,all,,1073,,,1922,3044,44,18,11,18,4,19,1,4,0,0,0,0,0,0,0,0,0,0,2020-11-25T14:59:28Z,22.0649,R+22,Trump +22,republican,22.0649,5398,12.7,5652,0.42,minnesota,2020-11-27T00:46:30.478791Z
27151,Swift,5193,0,30,30,Merged into voters' home precincts and released with cumulative results,95,5441,95%,95% reported,edison,2,all,,825,,,1784,3316,42,11,13,9,9,8,1,0,0,0,0,0,0,0,0,0,0,0,2020-11-25T15:00:22Z,29.50125,R+30,Trump +30,republican,29.50125,4994,25.6,5119,-9.83,minnesota,2020-11-27T00:46:30.478791Z
27153,Todd,13257,0,40,40,Merged into voters' home precincts and released with cumulative results,100,12827,>98%,>98% reported,edison,2,all,,2151,,,3286,9753,85,23,30,30,26,21,1,2,0,0,0,0,0,0,0,0,0,0,2020-11-25T15:01:03Z,48.78178,R+49,Trump +49,republican,48.78178,11993,47.5,11803,16.1,minnesota,2020-11-27T00:46:30.478791Z
27155,Traverse,1864,0,20,20,Merged into voters' home precincts and released with cumulative results,94,1977,94%,94% reported,edison,2,all,,405,,,661,1172,12,5,2,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2020-11-25T15:01:38Z,27.41416,R+27,Trump +27,republican,27.41416,1798,23.3,1847,-4.44,minnesota,2020-11-27T00:46:30.478791Z
27157,Wabasha,13123,0,33,33,Merged into voters' home precincts and released with cumulative results,100,13030,>98%,>98% reported,edison,2,all,,1953,,,4696,8153,133,33,29,28,21,26,2,2,0,0,0,0,0,0,0,0,0,0,2020-11-25T15:02:05Z,26.34306,R+26,Trump +26,republican,26.34306,11832,26.4,11763,5.39,minnesota,2020-11-27T00:46:30.478791Z
27159,Wadena,7677,0,25,25,Merged into voters' home precincts and released with cumulative results,100,7416,>98%,>98% reported,edison,2,all,,1605,,,2023,5520,54,14,12,20,17,16,1,0,0,0,0,0,0,0,0,0,0,0,2020-11-25T15:02:33Z,45.55165,R+46,Trump +46,republican,45.55165,6934,45.5,6791,24.31,minnesota,2020-11-27T00:46:30.478791Z
27161,Waseca,10389,0,22,22,Merged into voters' home precincts and released with cumulative results,100,10383,>98%,>98% reported,edison,6,all,,1668,,,3496,6624,123,34,27,42,17,25,1,0,0,0,0,0,0,0,0,0,0,0,2020-11-25T15:03:03Z,30.10877,R+30,Trump +30,republican,30.10877,9653,32.4,9747,7.65,minnesota,2020-11-27T00:46:30.478791Z
27163,Washington,166786,0,83,83,Merged into voters' home precincts and released with cumulative results,100,167313,>98%,>98% reported,edison,2,all,,35973,,,89165,73764,1895,477,267,342,271,518,34,53,0,0,0,0,0,0,0,0,0,0,2020-11-25T15:03:48Z,9.23399,D+9,Biden +9,democrat,-9.23399,144235,-1.8,142133,-0.75,minnesota,2020-11-27T00:46:30.478791Z
27165,Watonwan,5201,0,21,21,Merged into voters' home precincts and released with cumulative results,95,5470,95%,95% reported,edison,2,all,,905,,,1987,3103,28,16,14,25,14,10,2,2,0,0,0,0,0,0,0,0,0,0,2020-11-25T15:04:18Z,21.45741,R+21,Trump +21,republican,21.45741,4998,19.1,5144,0.45,minnesota,2020-11-27T00:46:30.478791Z
27167,Wilkin,3430,0,32,32,Merged into voters' home precincts and released with cumulative results,97,3544,97%,97% reported,edison,4,all,,645,,,1026,2328,41,5,11,12,3,1,3,0,0,0,0,0,0,0,0,0,0,0,2020-11-25T15:04:49Z,37.95918,R+38,Trump +38,republican,37.95918,3302,37.4,3222,19.43,minnesota,2020-11-27T00:46:30.478791Z
27169,Winona,27173,0,49,49,Merged into voters' home precincts and released with cumulative results,86,31439,86%,86% reported,edison,2,all,,4157,,,13333,13227,272,80,51,73,62,65,4,6,0,0,0,0,0,0,0,0,0,0,2020-11-25T15:05:19Z,0.39009,D+0.39,Biden +0.39,democrat,-0.39009,26074,2.9,27232,-12.85,minnesota,2020-11-27T00:46:30.478791Z
27171,Wright,82426,0,45,45,Merged into voters' home precincts and released with cumulative results,100,80757,>98%,>98% reported,edison,2,all,,13556,,,28430,51973,992,273,172,195,138,232,9,12,0,0,0,0,0,0,0,0,0,0,2020-11-25T15:08:27Z,28.56259,R+29,Trump +29,republican,28.56259,69618,33,67816,21.71,minnesota,2020-11-27T00:46:30.478791Z
27173,Yellow Medicine,5528,0,30,30,Merged into voters' home precincts and released with cumulative results,96,5773,96%,96% reported,edison,2,all,,980,,,1688,3734,45,11,10,13,12,15,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-25T15:09:12Z,37.01158,R+37,Trump +37,republican,37.01158,5276,35.2,5414,6.3,minnesota,2020-11-27T00:46:30.478791Z
