fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_tillist,results_cunninghamc,results_brays,results_hayesk,results_absentee_tillist,results_absentee_cunninghamc,results_absentee_brays,results_absentee_hayesk,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
37175,Transylvania,20205,16692,15,15,Released as a separate subtotal as first report of the night,99,20404,>98%,>98% reported,edison,10,unknown,,17426,,,11209,8158,552,286,8631,7451,411,199,2020-11-18T04:03:15Z,15.10022,R+15,Tillis +15,republican,north-carolina,2020-11-20T00:45:40.149237Z
37177,Tyrrell,1784,1217,6,6,Released as a precinct as first report of the night,98,1817,98%,98% reported,edison,10,all,,1482,,,945,778,37,24,650,526,24,17,2020-11-18T04:03:35Z,9.36099,R+9,Tillis +9,republican,north-carolina,2020-11-20T00:45:40.149237Z
37179,Union,129844,108625,52,52,None,99,131011,>98%,>98% reported,edison,10,none,,96600,,,79645,45096,3765,1338,64870,39843,2895,1017,2020-11-18T04:03:59Z,26.60808,R+27,Tillis +27,republican,north-carolina,2020-11-20T00:45:40.149237Z
37181,Vance,20815,17446,12,12,Released as a precinct as first report of the night,99,20999,>98%,>98% reported,edison,10,unknown,,22971,,,7876,12247,455,237,6468,10437,361,180,2020-11-18T04:04:25Z,20.99928,D+21,Cunningham +21,democrat,north-carolina,2020-11-20T00:45:40.149237Z
37183,Wake,627228,536392,206,206,Released as a precinct as first report of the night,99,631830,>98%,>98% reported,edison,10,all,,457848,,,232388,367718,22229,4893,183752,331620,17305,3715,2020-11-18T04:04:56Z,21.57589,D+22,Cunningham +22,democrat,north-carolina,2020-11-20T00:45:40.149237Z
37185,Warren,10263,8270,14,14,Released as a separate subtotal as first report of the night,100,10293,>98%,>98% reported,edison,10,all,,10661,,,3520,6437,194,112,2548,5488,144,90,2020-11-18T04:05:15Z,28.42249,D+28,Cunningham +28,democrat,north-carolina,2020-11-20T00:45:40.149237Z
37187,Washington,6145,4899,6,6,Released as a separate subtotal as first report of the night,99,6205,>98%,>98% reported,edison,10,unknown,,6341,,,2584,3329,128,104,1949,2781,92,77,2020-11-18T04:05:36Z,12.12368,D+12,Cunningham +12,democrat,north-carolina,2020-11-20T00:45:40.149237Z
37189,Watauga,31878,27514,20,20,Released as a precinct as first report of the night,99,32220,>98%,>98% reported,edison,10,all,,26600,,,14216,16193,1138,331,11475,14899,886,254,2020-11-18T04:06:04Z,6.20177,D+6,Cunningham +6,democrat,north-carolina,2020-11-20T00:45:40.149237Z
37191,Wayne,54944,46024,28,28,Released as a precinct as first report of the night,99,55537,>98%,>98% reported,edison,10,unknown,,59616,,,29174,23528,1419,823,23958,20355,1068,643,2020-11-18T04:06:30Z,10.27592,R+10,Tillis +10,republican,north-carolina,2020-11-20T00:45:40.149237Z
37193,Wilkes,35071,24027,27,27,"As a precinct in the FIRST cumulative report, along with regular precincts",99,35464,>98%,>98% reported,edison,10,unknown,,22650,,,25487,8073,924,587,16832,6244,584,367,2020-11-18T04:06:56Z,49.65356,R+50,Tillis +50,republican,north-carolina,2020-11-20T00:45:40.149237Z
37195,Wilson,40411,31980,24,24,Released as a precinct as first report of the night,99,40735,>98%,>98% reported,edison,10,unknown,,40813,,,18642,20445,885,439,14176,16848,629,327,2020-11-18T04:07:18Z,4.46166,D+4,Cunningham +4,democrat,north-carolina,2020-11-20T00:45:40.149237Z
37197,Yadkin,19768,13403,12,12,"As a precinct in the FIRST cumulative report, along with regular precincts",99,19923,>98%,>98% reported,edison,10,unknown,,9283,,,14798,4036,553,381,9804,3028,334,237,2020-11-18T04:07:41Z,54.44152,R+54,Tillis +54,republican,north-carolina,2020-11-20T00:45:40.149237Z
37199,Yancey,11280,9076,11,11,Released as a separate subtotal as first report of the night,99,11352,>98%,>98% reported,edison,10,all,,8693,,,7038,3833,250,159,5448,3335,191,102,2020-11-18T04:08:08Z,28.41312,R+28,Tillis +28,republican,north-carolina,2020-11-20T00:45:40.149237Z
