fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_spartzv,results_halec,results_tuckerk,results_absentee_spartzv,results_absentee_halec,results_absentee_tuckerk,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
18009,Blackford,4039,0,9,9,Merged into voters' home precincts and released with cumulative results,96,4192,96%,96% reported,edison,2,some,4640,2602,1170,267,0,0,0,2020-11-24T13:22:33Z,35.45432,R+35,Spartz +35,republican,IN-G-H-5-2020-11-03,in-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-indiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"The race between State Senator Victoria Spartz, a Republican and President Trump loyalist, and Christina Hale, a former state representative who was the Democratic candidate for lieutenant governor in 2016, is a test of a potential political shift in the suburbs.",tossup,TRUE,5,District 5,IN,indiana,Indiana,Ind.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",416226,31822,3,unknown,First polls close at 6 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,598,624,96% reporting,96%,100,411000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:23:18Z,FALSE,4.08096,16986,R+4,Spartz +4,republican,FALSE,"","",0,0,1604539941201
18011,Boone,21307,16143,29,29,Released as a separate subtotal as first report of the night,100,21307,>98%,>98% reported,edison,6,all,20573,11288,9355,664,8474,7215,454,2020-11-24T13:22:34Z,9.07214,R+9,Spartz +9,republican,IN-G-H-5-2020-11-03,in-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-indiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"The race between State Senator Victoria Spartz, a Republican and President Trump loyalist, and Christina Hale, a former state representative who was the Democratic candidate for lieutenant governor in 2016, is a test of a potential political shift in the suburbs.",tossup,TRUE,5,District 5,IN,indiana,Indiana,Ind.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",416226,31822,3,unknown,First polls close at 6 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,598,624,96% reporting,96%,100,411000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:23:18Z,FALSE,4.08096,16986,R+4,Spartz +4,republican,FALSE,"","",0,0,1604539941201
18053,Grant,26753,12089,59,63,None,94,28494,94%,94% reported,edison,2,some,19083,17210,8011,1532,7439,4096,554,2020-11-24T13:22:23Z,34.38493,R+34,Spartz +34,republican,IN-G-H-5-2020-11-03,in-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-indiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"The race between State Senator Victoria Spartz, a Republican and President Trump loyalist, and Christina Hale, a former state representative who was the Democratic candidate for lieutenant governor in 2016, is a test of a potential political shift in the suburbs.",tossup,TRUE,5,District 5,IN,indiana,Indiana,Ind.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",416226,31822,3,unknown,First polls close at 6 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,598,624,96% reporting,96%,100,411000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:23:18Z,FALSE,4.08096,16986,R+4,Spartz +4,republican,FALSE,"","",0,0,1604539941201
18057,Hamilton,192536,0,225,225,Released as a separate subtotal as first report of the night,100,173782,>98%,>98% reported,edison,4,unknown,74760,103553,82512,6471,0,0,0,2020-11-24T13:22:24Z,10.92835,R+11,Spartz +11,republican,IN-G-H-5-2020-11-03,in-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-indiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"The race between State Senator Victoria Spartz, a Republican and President Trump loyalist, and Christina Hale, a former state representative who was the Democratic candidate for lieutenant governor in 2016, is a test of a potential political shift in the suburbs.",tossup,TRUE,5,District 5,IN,indiana,Indiana,Ind.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",416226,31822,3,unknown,First polls close at 6 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,598,624,96% reporting,96%,100,411000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:23:18Z,FALSE,4.08096,16986,R+4,Spartz +4,republican,FALSE,"","",0,0,1604539941201
18067,Howard,5750,0,11,11,None,100,5732,>98%,>98% reported,edison,6,unknown,16788,3966,1404,380,0,0,0,2020-11-24T13:22:25Z,44.55652,R+45,Spartz +45,republican,IN-G-H-5-2020-11-03,in-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-indiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"The race between State Senator Victoria Spartz, a Republican and President Trump loyalist, and Christina Hale, a former state representative who was the Democratic candidate for lieutenant governor in 2016, is a test of a potential political shift in the suburbs.",tossup,TRUE,5,District 5,IN,indiana,Indiana,Ind.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",416226,31822,3,unknown,First polls close at 6 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,598,624,96% reporting,96%,100,411000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:23:18Z,FALSE,4.08096,16986,R+4,Spartz +4,republican,FALSE,"","",0,0,1604539941201
18095,Madison,51461,0,94,111,None,85,60636,85%,85% reported,edison,2,unknown,23552,28319,19861,3281,0,0,0,2020-11-24T13:22:36Z,16.43575,R+16,Spartz +16,republican,IN-G-H-5-2020-11-03,in-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-indiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"The race between State Senator Victoria Spartz, a Republican and President Trump loyalist, and Christina Hale, a former state representative who was the Democratic candidate for lieutenant governor in 2016, is a test of a potential political shift in the suburbs.",tossup,TRUE,5,District 5,IN,indiana,Indiana,Ind.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",416226,31822,3,unknown,First polls close at 6 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,598,624,96% reporting,96%,100,411000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:23:18Z,FALSE,4.08096,16986,R+4,Spartz +4,republican,FALSE,"","",0,0,1604539941201
18097,Marion,106422,0,156,161,Merged into voters' home precincts and released with cumulative results,97,109678,97%,97% reported,edison,4,unknown,143564,35734,67007,3681,0,0,0,2020-11-24T13:22:27Z,29.38584,D+29,Hale +29,democrat,IN-G-H-5-2020-11-03,in-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-indiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"The race between State Senator Victoria Spartz, a Republican and President Trump loyalist, and Christina Hale, a former state representative who was the Democratic candidate for lieutenant governor in 2016, is a test of a potential political shift in the suburbs.",tossup,TRUE,5,District 5,IN,indiana,Indiana,Ind.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",416226,31822,3,unknown,First polls close at 6 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,598,624,96% reporting,96%,100,411000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:23:18Z,FALSE,4.08096,16986,R+4,Spartz +4,republican,FALSE,"","",0,0,1604539941201
18159,Tipton,7958,3590,15,15,Merged into voters' home precincts and released with cumulative results,100,7958,>98%,>98% reported,edison,6,all,4083,5540,1906,512,2254,1157,179,2020-11-24T13:22:30Z,45.66474,R+46,Spartz +46,republican,IN-G-H-5-2020-11-03,in-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-indiana.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"The race between State Senator Victoria Spartz, a Republican and President Trump loyalist, and Christina Hale, a former state representative who was the Democratic candidate for lieutenant governor in 2016, is a test of a potential political shift in the suburbs.",tossup,TRUE,5,District 5,IN,indiana,Indiana,Ind.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",416226,31822,3,unknown,First polls close at 6 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,598,624,96% reporting,96%,100,411000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-24T13:23:18Z,FALSE,4.08096,16986,R+4,Spartz +4,republican,FALSE,"","",0,0,1604539941201
