fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_scanlonm,results_pruettd,results_absentee_scanlonm,results_absentee_pruettd,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
42045,Delaware,323706,54296,401,428,None,94,345255,94%,94% reported,edison,2,some,18510,201405,122301,45840,8456,2020-11-24T23:44:06Z,24.43699,D+24,Scanlon +24,democrat,PA-G-H-5-2020-11-03,pa-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",395707,68082,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,539,567,95% reporting,95%,93,427000,edison,93%,93% reported,edison,democrat,FALSE,2020-11-24T13:22:53Z,TRUE,29.39928,116335,D+29,Scanlon +29,democrat,FALSE,"","",3,0,1604466875840
42091,Montgomery,22245,13786,18,19,Merged into voters' home precincts and released with cumulative results,97,22913,97%,97% reported,edison,4,all,32850,17508,4737,12243,1543,2020-11-24T13:23:18Z,57.41065,D+57,Scanlon +57,democrat,PA-G-H-5-2020-11-03,pa-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",395707,68082,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,539,567,95% reporting,95%,93,427000,edison,93%,93% reported,edison,democrat,FALSE,2020-11-24T13:22:53Z,TRUE,29.39928,116335,D+29,Scanlon +29,democrat,FALSE,"","",3,0,1604466875840
42101,Philadelphia,49756,0,120,120,Merged into voters' home precincts and released with cumulative results,86,58077,86%,86% reported,edison,4,all,23992,37108,12648,0,0,2020-11-25T00:18:48Z,49.1599,D+49,Scanlon +49,democrat,PA-G-H-5-2020-11-03,pa-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-pennsylvania.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-pennsylvania.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,PA,pennsylvania,Pennsylvania,Pa.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",395707,68082,2,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,539,567,95% reporting,95%,93,427000,edison,93%,93% reported,edison,democrat,FALSE,2020-11-24T13:22:53Z,TRUE,29.39928,116335,D+29,Scanlon +29,democrat,FALSE,"","",3,0,1604466875840
