fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_goodenl,results_salterc,results_halek,results_absentee_goodenl,results_absentee_salterc,results_absentee_halek,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
48001,Anderson,19060,14336,20,23,Released as a precinct as first report of the night,87,21846,87%,87% reported,edison,2,none,15380,14881,3915,264,10963,3191,182,2020-11-24T13:25:58Z,57.5341,R+58,Gooden +58,republican,TX-G-H-5-2020-11-03,tx-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",280413,230443,7,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,257,282,91% reporting,91%,93,301000,edison,93%,93% reported,edison,republican,FALSE,2020-11-24T13:26:24Z,TRUE,26.0662,73093,R+26,Gooden +26,republican,FALSE,"","",1,0,1604457932116
48073,Cherokee,19186,15225,22,25,Released as a precinct as first report of the night,89,21578,89%,89% reported,edison,2,unknown,16073,14915,3972,299,11708,3304,213,2020-11-24T13:25:40Z,57.03638,R+57,Gooden +57,republican,TX-G-H-5-2020-11-03,tx-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",280413,230443,7,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,257,282,91% reporting,91%,93,301000,edison,93%,93% reported,edison,republican,FALSE,2020-11-24T13:26:24Z,TRUE,26.0662,73093,R+26,Gooden +26,republican,FALSE,"","",1,0,1604457932116
48113,Dallas,110669,94898,133,147,Released as a precinct as first report of the night,90,122376,90%,90% reported,edison,4,all,739551,43306,64483,2880,36691,56056,2151,2020-11-24T13:25:42Z,19.13544,D+19,Salter +19,democrat,TX-G-H-5-2020-11-03,tx-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",280413,230443,7,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,257,282,91% reporting,91%,93,301000,edison,93%,93% reported,edison,republican,FALSE,2020-11-24T13:26:24Z,TRUE,26.0662,73093,R+26,Gooden +26,republican,FALSE,"","",1,0,1604457932116
48213,Henderson,35950,29410,26,28,Released as a precinct as first report of the night,93,38643,93%,93% reported,edison,2,unknown,26045,29026,6305,619,23661,5329,420,2020-11-24T13:25:44Z,63.20167,R+63,Gooden +63,republican,TX-G-H-5-2020-11-03,tx-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",280413,230443,7,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,257,282,91% reporting,91%,93,301000,edison,93%,93% reported,edison,republican,FALSE,2020-11-24T13:26:24Z,TRUE,26.0662,73093,R+26,Gooden +26,republican,FALSE,"","",1,0,1604457932116
48257,Kaufman,56200,47962,31,31,Released as a precinct as first report of the night,100,52948,>98%,>98% reported,edison,4,all,36321,38131,16854,1215,32257,14750,955,2020-11-24T13:25:46Z,37.85943,R+38,Gooden +38,republican,TX-G-H-5-2020-11-03,tx-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",280413,230443,7,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,257,282,91% reporting,91%,93,301000,edison,93%,93% reported,edison,republican,FALSE,2020-11-24T13:26:24Z,TRUE,26.0662,73093,R+26,Gooden +26,republican,FALSE,"","",1,0,1604457932116
48467,Van Zandt,25611,16920,17,19,Released as a precinct as first report of the night,91,28037,91%,91% reported,edison,2,unknown,15091,22039,3232,340,14533,2198,189,2020-11-24T13:25:47Z,73.43329,R+73,Gooden +73,republican,TX-G-H-5-2020-11-03,tx-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",280413,230443,7,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,257,282,91% reporting,91%,93,301000,edison,93%,93% reported,edison,republican,FALSE,2020-11-24T13:26:24Z,TRUE,26.0662,73093,R+26,Gooden +26,republican,FALSE,"","",1,0,1604457932116
48499,Wood,13737,11692,8,9,Released as a precinct as first report of the night,93,14800,93%,93% reported,edison,2,unknown,14753,11538,1982,217,9805,1728,159,2020-11-24T13:25:48Z,69.56395,R+70,Gooden +70,republican,TX-G-H-5-2020-11-03,tx-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",280413,230443,7,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,257,282,91% reporting,91%,93,301000,edison,93%,93% reported,edison,republican,FALSE,2020-11-24T13:26:24Z,TRUE,26.0662,73093,R+26,Gooden +26,republican,FALSE,"","",1,0,1604457932116
