fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_hawkinsh,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
39023,Clark,62870,40125,81,90,Released as a separate subtotal as first report of the night,92,67994,92%,92% reported,edison,2,unknown,,33222,,,38217,23625,789,239,0,20858,18715,399,153,0,2020-11-04T10:43:47Z,23.2098,R+23,Trump +23,republican,23.2098,61893,19.2,64301,0.81,ohio,2020-11-10T19:31:29.451338Z
39025,Clermont,108531,0,164,166,Released as a separate subtotal as first report of the night,96,112998,96%,96% reported,edison,2,unknown,,46664,,,73077,33505,1468,265,216,0,0,0,0,0,2020-11-04T10:43:49Z,36.46147,R+36,Trump +36,republican,36.46147,99972,40.8,96525,34.97,ohio,2020-11-10T19:31:29.451338Z
39027,Clinton,19940,0,34,36,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,19796,>98%,>98% reported,edison,2,unknown,,8917,,,15061,4556,259,64,0,0,0,0,0,0,2020-11-04T10:43:50Z,52.68305,R+53,Trump +53,republican,52.68305,18766,52.1,18183,34.2,ohio,2020-11-10T19:31:29.451338Z
39029,Columbiana,49169,22098,87,87,Merged into voters' home precincts and released with cumulative results,100,49169,>98%,>98% reported,edison,6,all,,16355,,,35124,13183,597,158,107,13096,8655,207,84,56,2020-11-04T10:43:51Z,44.62364,R+45,Trump +45,republican,44.62364,46492,41.4,46199,11.75,ohio,2020-11-10T19:31:29.451338Z
39031,Coshocton,16348,11108,23,23,Released as a separate subtotal as first report of the night,100,16348,>98%,>98% reported,edison,6,all,,9803,,,11982,4057,221,59,29,7549,3352,146,44,17,2020-11-04T10:43:51Z,48.47688,R+48,Trump +48,republican,48.47688,15659,43.2,15784,9.19,ohio,2020-11-10T19:31:29.451338Z
39033,Crawford,20222,0,35,35,Merged into voters' home precincts and released with cumulative results,100,20192,>98%,>98% reported,edison,6,all,,10312,,,15043,4831,268,50,30,0,0,0,0,0,2020-11-04T10:43:52Z,50.49946,R+50,Trump +50,republican,50.49946,19329,46.5,19847,21.89,ohio,2020-11-10T19:31:29.451338Z
39035,Cuyahoga,605268,586535,855,975,Released as a separate subtotal as first report of the night,82,734525,82%,82% reported,edison,4,all,,431608,,,195089,402315,4403,1914,1547,188776,390122,4246,1844,1547,2020-11-04T10:43:52Z,34.23707,D+34,Biden +34,democrat,-34.23707,608873,-35.2,645262,-39.77,ohio,2020-11-10T19:31:29.451338Z
39037,Darke,26621,0,39,43,Merged into voters' home precincts and released with cumulative results,100,26418,>98%,>98% reported,edison,2,unknown,,10557,,,21569,4668,324,60,0,0,0,0,0,0,2020-11-04T10:43:52Z,63.48747,R+63,Trump +63,republican,63.48747,25601,60.7,25430,44.36,ohio,2020-11-10T19:31:29.451338Z
39039,Defiance,19032,13089,33,33,Merged into voters' home precincts and released with cumulative results,99,19261,>98%,>98% reported,edison,4,unknown,,9581,,,12778,5870,264,77,43,8042,4839,137,48,23,2020-11-04T10:43:53Z,36.29676,R+36,Trump +36,republican,36.29676,18349,34.4,18339,13.33,ohio,2020-11-10T19:31:29.451338Z
39041,Delaware,124004,0,165,165,Released as a separate subtotal as first report of the night,100,109108,>98%,>98% reported,edison,2,unknown,,62675,,,65163,56961,1593,287,0,0,0,0,0,0,2020-11-04T10:43:53Z,6.6143,R+7,Trump +7,republican,6.6143,105639,15.8,98899,23.16,ohio,2020-11-10T19:31:29.451338Z
39043,Erie,39523,0,57,62,Released as a separate subtotal as first report of the night,88,44922,88%,88% reported,edison,2,unknown,,22709,,,21724,17142,505,152,0,0,0,0,0,0,2020-11-04T10:43:53Z,11.59325,R+12,Trump +12,republican,11.59325,37862,9.5,39500,-12.26,ohio,2020-11-10T19:31:29.451338Z
39045,Fairfield,81591,54829,105,107,Merged into voters' home precincts and released with cumulative results,98,83121,98%,98% reported,edison,2,all,,43430,,,49714,30634,998,218,27,30013,24117,539,133,27,2020-11-04T10:43:54Z,23.38493,R+23,Trump +23,republican,23.38493,73554,26.4,72220,15.43,ohio,2020-11-10T19:31:29.451338Z
39047,Fayette,12305,7133,25,25,Released as a separate subtotal as first report of the night,100,12305,>98%,>98% reported,edison,6,all,,5552,,,9220,2911,129,32,13,4916,2140,53,17,7,2020-11-04T10:43:54Z,51.27184,R+51,Trump +51,republican,51.27184,11232,46.8,11038,21.48,ohio,2020-11-10T19:31:29.451338Z
39049,Franklin,606022,0,806,884,Released as a separate subtotal as first report of the night,91,662500,91%,91% reported,edison,4,unknown,,374078,,,203154,391584,7294,2026,1964,0,0,0,0,0,2020-11-04T10:43:55Z,31.09293,D+31,Biden +31,democrat,-31.09293,587524,-25.8,572188,-22.79,ohio,2020-11-10T19:31:29.451338Z
39051,Fulton,22299,0,27,29,Released as a separate subtotal as first report of the night,100,22401,>98%,>98% reported,edison,2,some,,8866,,,15396,6545,290,68,0,0,0,0,0,0,2020-11-04T10:43:56Z,39.69236,R+40,Trump +40,republican,39.69236,21353,35.8,21310,12.51,ohio,2020-11-10T19:31:29.451338Z
39053,Gallia,13358,0,24,26,Released as a separate subtotal as first report of the night,98,13619,98%,98% reported,edison,2,unknown,,5408,,,10289,2911,126,32,0,0,0,0,0,0,2020-11-04T10:43:57Z,55.23282,R+55,Trump +55,republican,55.23282,13004,55.3,12622,25.3,ohio,2020-11-10T19:31:29.451338Z
39055,Geauga,55381,0,78,78,Other,100,55381,>98%,>98% reported,edison,6,unknown,,25718,,,33581,20980,524,132,164,0,0,0,0,0,2020-11-04T10:43:58Z,22.75329,R+23,Trump +23,republican,22.75329,50662,25,51113,21.38,ohio,2020-11-10T19:31:29.451338Z
39057,Greene,86616,0,136,146,Other,99,87708,>98%,>98% reported,edison,2,unknown,,43531,,,50937,34023,1398,258,0,0,0,0,0,0,2020-11-04T10:43:59Z,19.52757,R+20,Trump +20,republican,19.52757,82937,23.6,83626,21,ohio,2020-11-10T19:31:29.451338Z
39059,Guernsey,17806,0,33,35,Merged into voters' home precincts and released with cumulative results,100,17430,>98%,>98% reported,edison,2,unknown,,8078,,,13077,4498,170,61,0,0,0,0,0,0,2020-11-04T10:43:59Z,48.18039,R+48,Trump +48,republican,48.18039,16647,42.6,16849,9.16,ohio,2020-11-10T19:31:29.451338Z
39061,Hamilton,417574,245471,560,563,Released as a separate subtotal as first report of the night,87,477539,87%,87% reported,edison,4,unknown,,183454,,,173015,238101,4989,1303,166,73000,169543,2161,664,103,2020-11-04T10:43:59Z,15.5867,D+16,Biden +16,democrat,-15.5867,409109,-10.3,418894,-6.35,ohio,2020-11-10T19:31:29.451338Z
39063,Hancock,37999,0,56,60,Merged into voters' home precincts and released with cumulative results,93,41066,93%,93% reported,edison,2,unknown,,19219,,,25796,11535,565,103,0,0,0,0,0,0,2020-11-04T10:44:00Z,37.52993,R+38,Trump +38,republican,37.52993,36234,40.2,35783,27.61,ohio,2020-11-10T19:31:29.451338Z
39065,Hardin,12954,0,19,21,Other,99,13111,>98%,>98% reported,edison,2,unknown,,6294,,,9698,3025,188,43,0,0,0,0,0,0,2020-11-04T10:44:00Z,51.51305,R+52,Trump +52,republican,51.51305,12354,46.9,12470,23.02,ohio,2020-11-10T19:31:29.451338Z
39067,Harrison,7500,0,15,16,Merged into voters' home precincts and released with cumulative results,100,7403,>98%,>98% reported,edison,2,unknown,,3522,,,5668,1742,56,34,0,0,0,0,0,0,2020-11-04T10:40:27Z,52.34667,R+52,Trump +52,republican,52.34667,7105,48,7153,14.94,ohio,2020-11-10T19:31:29.451338Z
39069,Henry,14482,0,21,23,Merged into voters' home precincts and released with cumulative results,96,15090,96%,96% reported,edison,2,unknown,,7016,,,10273,3995,171,43,0,0,0,0,0,0,2020-11-04T10:44:01Z,43.35037,R+43,Trump +43,republican,43.35037,14053,39.5,14257,18.23,ohio,2020-11-10T19:31:29.451338Z
39071,Highland,19303,10178,31,31,Released as a separate subtotal as first report of the night,100,19303,>98%,>98% reported,edison,6,some,,8226,,,15369,3741,140,49,4,7397,2712,40,28,1,2020-11-04T10:44:01Z,60.23934,R+60,Trump +60,republican,60.23934,18588,55.1,17879,29.97,ohio,2020-11-10T19:31:29.451338Z
39073,Hocking,13786,9874,21,21,Released as a separate subtotal as first report of the night,100,13521,>98%,>98% reported,edison,2,some,,7512,,,9554,3836,160,40,196,6465,3245,106,28,30,2020-11-04T10:44:01Z,41.47686,R+41,Trump +41,republican,41.47686,12929,36.5,12768,1,ohio,2020-11-10T19:31:29.451338Z
39075,Holmes,12809,7977,17,17,Released as a separate subtotal as first report of the night,100,11959,>98%,>98% reported,edison,4,unknown,,6416,,,10645,1981,120,26,37,6259,1605,69,20,24,2020-11-04T10:44:02Z,67.63994,R+68,Trump +68,republican,67.63994,11106,62.4,11567,52.68,ohio,2020-11-10T19:31:29.451338Z
39077,Huron,26628,0,46,46,Released as a separate subtotal as first report of the night,100,26628,>98%,>98% reported,edison,6,all,,12338,,,18537,7643,367,81,0,0,0,0,0,0,2020-11-04T10:44:02Z,40.91182,R+41,Trump +41,republican,40.91182,25002,36.1,24711,8.31,ohio,2020-11-10T19:31:29.451338Z
39079,Jackson,14160,0,30,30,Other,100,14160,>98%,>98% reported,edison,6,all,,7259,,,10804,3193,134,29,0,0,0,0,0,0,2020-11-08T19:31:45Z,53.75,R+54,Trump +54,republican,53.75,13776,48.8,13404,20.43,ohio,2020-11-10T19:31:29.451338Z
39081,Jefferson,32572,0,63,71,Merged into voters' home precincts and released with cumulative results,94,34830,94%,94% reported,edison,2,unknown,,16200,,,22309,9823,343,97,0,0,0,0,0,0,2020-11-04T10:44:02Z,38.33354,R+38,Trump +38,republican,38.33354,32411,35.3,33177,4.97,ohio,2020-11-10T19:31:29.451338Z
39083,Knox,30703,0,50,53,Released as a separate subtotal as first report of the night,100,30409,>98%,>98% reported,edison,2,unknown,,17702,,,21825,8433,363,82,0,0,0,0,0,0,2020-11-04T10:43:27Z,43.61789,R+44,Trump +44,republican,43.61789,28927,37.9,28463,23.88,ohio,2020-11-10T19:31:29.451338Z
39085,Lake,127867,82427,163,163,Other,95,134979,95%,95% reported,edison,4,unknown,,65162,,,71615,54337,1240,385,290,39311,42095,621,231,169,2020-11-04T10:43:28Z,13.51248,R+14,Trump +14,republican,13.51248,117190,15.2,118665,0.9,ohio,2020-11-10T19:31:29.451338Z
39087,Lawrence,27427,0,76,84,Merged into voters' home precincts and released with cumulative results,99,27582,>98%,>98% reported,edison,2,unknown,,11954,,,19759,7353,247,68,0,0,0,0,0,0,2020-11-04T10:43:28Z,45.2328,R+45,Trump +45,republican,45.2328,26789,43.7,25932,15.07,ohio,2020-11-10T19:31:29.451338Z
39089,Licking,91830,0,93,96,Released as a separate subtotal as first report of the night,97,94348,97%,97% reported,edison,2,unknown,,45584,,,57965,32324,1240,301,0,0,0,0,0,0,2020-11-04T10:43:28Z,27.92225,R+28,Trump +28,republican,27.92225,83624,28.5,81550,13.86,ohio,2020-11-10T19:31:29.451338Z
39091,Logan,22985,0,36,36,Released as a separate subtotal as first report of the night,100,22719,>98%,>98% reported,edison,4,all,,10603,,,17625,4990,257,67,46,0,0,0,0,0,2020-11-04T10:43:28Z,54.97063,R+55,Trump +55,republican,54.97063,21712,52.1,21199,31,ohio,2020-11-10T19:31:29.451338Z
39093,Lorain,151988,0,193,193,Merged into voters' home precincts and released with cumulative results,93,163307,93%,93% reported,edison,4,unknown,,81890,,,76719,72792,1615,504,358,0,0,0,0,0,2020-11-04T10:43:28Z,2.58376,R+3,Trump +3,republican,2.58376,140562,-0.1,143252,-15.4,ohio,2020-11-10T19:31:29.451338Z
39095,Lucas,194882,0,270,312,Released as a separate subtotal as first report of the night,81,239647,81%,81% reported,edison,2,unknown,,101640,,,79628,111989,2508,757,0,0,0,0,0,0,2020-11-04T10:43:29Z,16.60543,D+17,Biden +17,democrat,-16.60543,198830,-17.7,210621,-31.66,ohio,2020-11-10T19:31:29.451338Z
39097,Madison,19309,0,24,24,Merged into voters' home precincts and released with cumulative results,100,18449,>98%,>98% reported,edison,2,unknown,,9619,,,13445,5558,260,46,0,0,0,0,0,0,2020-11-04T10:43:29Z,40.84624,R+41,Trump +41,republican,40.84624,17421,39.3,17557,19.92,ohio,2020-11-10T19:31:29.451338Z
39099,Mahoning,116565,67924,212,212,Released as a separate subtotal as first report of the night,100,116565,>98%,>98% reported,edison,6,some,,67570,,,58601,56346,956,425,237,25133,42042,398,227,124,2020-11-04T10:43:29Z,1.93454,R+1.9,Trump +1.9,republican,1.93454,115958,-3.2,121584,-28.31,ohio,2020-11-10T19:31:29.451338Z
39101,Marion,27126,0,59,65,Released as a separate subtotal as first report of the night,100,27126,>98%,>98% reported,edison,6,unknown,,12346,,,18526,8089,403,108,0,0,0,0,0,0,2020-11-04T10:43:30Z,38.476,R+38,Trump +38,republican,38.476,26478,34.1,27418,6.42,ohio,2020-11-10T19:31:29.451338Z
39103,Medina,104378,64128,121,121,Released as a separate subtotal as first report of the night,100,104378,>98%,>98% reported,edison,6,all,,52920,,,63451,39326,1109,261,231,32943,30370,551,148,116,2020-11-04T10:43:31Z,23.11311,R+23,Trump +23,republican,23.11311,92163,24.6,90931,12.79,ohio,2020-11-10T19:31:29.451338Z
39105,Meigs,10764,6387,27,27,Released as a separate subtotal as first report of the night,100,10764,>98%,>98% reported,edison,6,all,,4038,,,8163,2452,108,32,9,4460,1858,48,20,1,2020-11-04T10:43:32Z,53.05648,R+53,Trump +53,republican,53.05648,10041,50.3,10218,18.28,ohio,2020-11-10T19:31:29.451338Z
39107,Mercer,23426,15454,36,36,Released as a separate subtotal as first report of the night,100,23426,>98%,>98% reported,edison,6,all,,12162,,,19145,3981,202,67,31,11941,3334,117,40,22,2020-11-04T10:43:34Z,64.73149,R+65,Trump +65,republican,64.73149,21816,64.7,21676,54.51,ohio,2020-11-10T19:31:29.451338Z
39109,Miami,56968,36421,85,85,Merged into voters' home precincts and released with cumulative results,100,55899,>98%,>98% reported,edison,4,unknown,,27334,,,40531,15420,762,138,117,23490,12383,398,82,68,2020-11-04T10:43:35Z,44.07913,R+44,Trump +44,republican,44.07913,53094,45.1,52014,35.03,ohio,2020-11-10T19:31:29.451338Z
39111,Monroe,7066,0,18,20,Released as a precinct as first report of the night,100,7044,>98%,>98% reported,edison,2,unknown,,3733,,,5392,1597,51,26,0,0,0,0,0,0,2020-11-04T10:43:35Z,53.7079,R+54,Trump +54,republican,53.7079,6853,46.8,6782,7.56,ohio,2020-11-10T19:31:29.451338Z
39113,Montgomery,262560,154810,360,360,Released as a precinct as first report of the night,86,303557,86%,86% reported,edison,4,all,,127390,,,126085,131592,3315,857,711,54541,98064,1412,469,324,2020-11-04T10:43:36Z,2.09743,D+2,Biden +2,democrat,-2.09743,259876,0.7,266707,-4.61,ohio,2020-11-10T19:31:29.451338Z
39115,Morgan,6721,0,12,13,Merged into voters' home precincts and released with cumulative results,100,6679,>98%,>98% reported,edison,2,unknown,,3651,,,4932,1703,61,16,9,0,0,0,0,0,2020-11-04T10:43:36Z,48.04345,R+48,Trump +48,republican,48.04345,6477,41.6,6136,5.95,ohio,2020-11-10T19:31:29.451338Z
39117,Morrow,18088,0,32,33,Merged into voters' home precincts and released with cumulative results,100,17155,>98%,>98% reported,edison,4,all,,7283,,,13784,3988,248,68,0,0,0,0,0,0,2020-11-04T10:43:36Z,54.15745,R+54,Trump +54,republican,54.15745,16688,49.1,16184,24.3,ohio,2020-11-10T19:31:29.451338Z
39119,Muskingum,39693,0,64,68,Merged into voters' home precincts and released with cumulative results,100,39059,>98%,>98% reported,edison,2,unknown,,22390,,,27334,11755,451,153,0,0,0,0,0,0,2020-11-04T10:43:37Z,39.24873,R+39,Trump +39,republican,39.24873,37245,34.7,37179,6.08,ohio,2020-11-10T19:31:29.451338Z
39121,Noble,6221,0,19,19,None,100,6234,>98%,>98% reported,edison,4,unknown,,3920,,,5024,1156,23,13,5,0,0,0,0,0,2020-11-04T10:43:37Z,62.1765,R+62,Trump +62,republican,62.1765,6039,55.1,5891,24.31,ohio,2020-11-10T19:31:29.451338Z
39123,Ottawa,23525,0,36,36,Merged into voters' home precincts and released with cumulative results,99,23803,>98%,>98% reported,edison,4,unknown,,11056,,,14285,8847,281,70,42,0,0,0,0,0,2020-11-04T10:43:37Z,23.11583,R+23,Trump +23,republican,23.11583,22385,19.5,22505,-4.29,ohio,2020-11-10T19:31:29.451338Z
39125,Paulding,9280,5745,16,16,Merged into voters' home precincts and released with cumulative results,100,9280,>98%,>98% reported,edison,6,all,,4563,,,6927,2172,121,37,23,3993,1665,56,21,10,2020-11-04T10:43:38Z,51.23922,R+51,Trump +51,republican,51.23922,9095,48.5,9150,19.85,ohio,2020-11-10T19:31:29.451338Z
39127,Perry,16179,9445,33,33,Merged into voters' home precincts and released with cumulative results,100,15544,>98%,>98% reported,edison,4,some,,7278,,,11959,4006,165,46,3,6324,3018,75,28,0,2020-11-04T10:43:39Z,49.15631,R+49,Trump +49,republican,49.15631,15101,40.3,15020,3.95,ohio,2020-11-10T19:31:29.451338Z
39129,Pickaway,27630,0,42,42,Other,100,26230,>98%,>98% reported,edison,4,some,,12064,,,20059,7167,286,64,54,0,0,0,0,0,2020-11-04T10:43:40Z,46.65943,R+47,Trump +47,republican,46.65943,24912,42.3,24154,18.02,ohio,2020-11-10T19:31:29.451338Z
39131,Pike,12063,0,20,22,Merged into voters' home precincts and released with cumulative results,98,12314,98%,98% reported,edison,2,unknown,,6190,,,8872,3051,118,22,0,0,0,0,0,0,2020-11-04T10:43:41Z,48.25499,R+48,Trump +48,republican,48.25499,11951,36.5,11596,0.01,ohio,2020-11-10T19:31:29.451338Z
39133,Portage,81280,31467,129,129,Other,100,80092,>98%,>98% reported,edison,4,all,,35339,,,45034,34935,863,284,164,11686,19250,305,134,92,2020-11-04T10:43:43Z,12.42495,R+12,Trump +12,republican,12.42495,76762,9.9,76384,-5.51,ohio,2020-11-10T19:31:29.451338Z
39135,Preble,21437,4381,42,42,Merged into voters' home precincts and released with cumulative results,100,21422,>98%,>98% reported,edison,6,unknown,,7200,,,16697,4435,240,50,15,2557,1762,47,15,0,2020-11-04T10:43:43Z,57.20017,R+57,Trump +57,republican,57.20017,20681,53.8,20225,36.21,ohio,2020-11-10T19:31:29.451338Z
39137,Putnam,19671,0,23,25,Merged into voters' home precincts AFTER election night,99,19893,>98%,>98% reported,edison,2,unknown,,8054,,,16218,3152,241,60,0,0,0,0,0,0,2020-11-04T10:43:44Z,66.42265,R+66,Trump +66,republican,66.42265,18857,63.8,18400,51.1,ohio,2020-11-10T19:31:29.451338Z
39139,Richland,58601,37772,83,83,Merged into voters' home precincts and released with cumulative results,96,61176,96%,96% reported,edison,4,all,,32970,,,40534,17231,659,163,14,23680,13670,314,102,6,2020-11-04T10:43:44Z,39.76553,R+40,Trump +40,republican,39.76553,55424,37,57806,19.34,ohio,2020-11-10T19:31:29.451338Z
39141,Ross,32531,0,65,65,Merged into voters' home precincts and released with cumulative results,100,31997,>98%,>98% reported,edison,4,unknown,,17573,,,21687,10345,328,106,65,0,0,0,0,0,2020-11-04T10:43:44Z,34.86521,R+35,Trump +35,republican,34.86521,30565,27.1,30160,1.46,ohio,2020-11-10T19:31:29.451338Z
39143,Sandusky,29490,0,58,58,Released as a separate subtotal as first report of the night,97,30535,97%,97% reported,edison,4,unknown,,11870,,,18487,10391,430,128,54,0,0,0,0,0,2020-11-04T10:43:45Z,27.45337,R+27,Trump +27,republican,27.45337,28285,22.6,29095,-2.7,ohio,2020-11-10T19:31:29.451338Z
39145,Scioto,31146,0,68,77,Released as a precinct as first report of the night,95,32820,95%,95% reported,edison,2,unknown,,15107,,,21926,8876,257,87,0,0,0,0,0,0,2020-11-04T10:43:45Z,41.89944,R+42,Trump +42,republican,41.89944,31003,36.8,31262,1.33,ohio,2020-11-10T19:31:29.451338Z
39147,Seneca,25322,0,47,51,Merged into voters' home precincts and released with cumulative results,95,26607,95%,95% reported,edison,2,unknown,,9734,,,16739,8147,345,91,0,0,0,0,0,0,2020-11-04T10:43:45Z,33.93097,R+34,Trump +34,republican,33.93097,24183,30.7,25343,7.46,ohio,2020-11-10T19:31:29.451338Z
39149,Shelby,24785,14476,35,35,Merged into voters' home precincts and released with cumulative results,100,24785,>98%,>98% reported,edison,6,all,,11214,,,19988,4399,284,70,44,10730,3547,152,47,0,2020-11-04T10:43:46Z,62.89691,R+63,Trump +63,republican,62.89691,23829,60.2,23903,45.18,ohio,2020-11-10T19:31:29.451338Z
39151,Stark,185714,0,255,274,Merged into voters' home precincts and released with cumulative results,90,206880,90%,90% reported,edison,2,unknown,,83515,,,108610,74336,2099,669,0,0,0,0,0,0,2020-11-04T10:43:46Z,18.45526,R+18,Trump +18,republican,18.45526,176165,17.2,181746,-0.47,ohio,2020-11-10T19:31:29.451338Z
39153,Summit,274768,149489,418,420,None,90,305188,90%,90% reported,edison,2,unknown,,138795,,,122023,148151,2905,836,853,45298,102219,1149,403,420,2020-11-04T10:43:46Z,9.50911,D+10,Biden +10,democrat,-9.50911,260346,-8.5,268358,-15.67,ohio,2020-11-10T19:31:29.451338Z
39155,Trumbull,98677,89258,158,158,Released as a separate subtotal as first report of the night,100,98677,>98%,>98% reported,edison,6,some,,47683,,,53756,43534,877,345,165,46193,41821,787,305,152,2020-11-04T10:43:47Z,10.35905,R+10,Trump +10,republican,10.35905,96676,6.2,101963,-22.94,ohio,2020-11-10T19:31:29.451338Z
39157,Tuscarawas,42820,0,81,81,Merged into voters' home precincts and released with cumulative results,98,43828,98%,98% reported,edison,4,some,,22667,,,29519,12643,469,154,35,0,0,0,0,0,2020-11-04T10:43:48Z,39.41149,R+39,Trump +39,republican,39.41149,41606,35.4,41693,9.2,ohio,2020-11-10T19:31:29.451338Z
39159,Union,32838,0,45,45,Merged into voters' home precincts and released with cumulative results,97,34000,97%,97% reported,edison,2,unknown,,14723,,,21233,10985,522,98,0,0,0,0,0,0,2020-11-04T10:43:50Z,31.20775,R+31,Trump +31,republican,31.20775,27695,37.5,25623,29.21,ohio,2020-11-10T19:31:29.451338Z
39161,Van Wert,14767,0,39,39,Merged into voters' home precincts and released with cumulative results,100,14767,>98%,>98% reported,edison,6,some,,9334,,,11470,3026,195,42,34,0,0,0,0,0,2020-11-04T10:43:50Z,57.18155,R+57,Trump +57,republican,57.18155,13770,56.4,13898,39.98,ohio,2020-11-10T19:31:29.451338Z
39163,Vinton,5902,0,20,20,Merged into voters' home precincts and released with cumulative results,100,5902,>98%,>98% reported,edison,6,all,,3106,,,4525,1306,45,15,11,0,0,0,0,0,2020-11-04T10:43:51Z,54.54083,R+55,Trump +55,republican,54.54083,5540,45.7,5490,7.65,ohio,2020-11-10T19:31:29.451338Z
39165,Warren,132391,89102,175,175,Merged into voters' home precincts and released with cumulative results,100,132061,>98%,>98% reported,edison,6,unknown,,59072,,,85069,45040,1672,280,330,50860,36944,921,159,218,2020-11-04T10:43:51Z,30.23544,R+30,Trump +30,republican,30.23544,118309,37.1,111197,39.26,ohio,2020-11-10T19:31:29.451338Z
