fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_lawsona,results_adlerg,results_absentee_lawsona,results_absentee_adlerg,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
12003,Baker,13805,9879,9,9,Released as a precinct as first report of the night,100,13805,>98%,>98% reported,edison,10,all,8770,2476,11329,1750,8129,2020-11-16T15:48:11Z,64.12894,R+64,Adler +64,republican,FL-G-H-5-2020-11-03,fl-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",336973,40666,5,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,226,235,96% reporting,96%,100,336973,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:23:22Z,TRUE,30.25554,101953,D+30,Lawson +30,democrat,"","",0,0,1604450030741
12023,Columbia,3791,1349,3,3,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,3791,>98%,>98% reported,edison,10,some,28810,2033,1758,870,479,2020-11-16T17:08:59Z,7.25402,D+7,Lawson +7,democrat,FL-G-H-5-2020-11-03,fl-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",336973,40666,5,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,226,235,96% reporting,96%,100,336973,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:23:22Z,TRUE,30.25554,101953,D+30,Lawson +30,democrat,"","",0,0,1604450030741
12031,Duval,190504,0,80,80,Released as a precinct as first report of the night,100,190504,>98%,>98% reported,edison,10,all,411733,127311,63193,0,0,2020-11-16T17:21:29Z,33.65704,D+34,Lawson +34,democrat,FL-G-H-5-2020-11-03,fl-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",336973,40666,5,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,226,235,96% reporting,96%,100,336973,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:23:22Z,TRUE,30.25554,101953,D+30,Lawson +30,democrat,"","",0,0,1604450030741
12039,Gadsden,23658,17945,25,25,Released as a precinct as first report of the night,100,23658,>98%,>98% reported,edison,10,all,21954,16783,6875,13192,4753,2020-11-16T15:48:12Z,41.88013,D+42,Lawson +42,democrat,FL-G-H-5-2020-11-03,fl-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",336973,40666,5,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,226,235,96% reporting,96%,100,336973,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:23:22Z,TRUE,30.25554,101953,D+30,Lawson +30,democrat,"","",0,0,1604450030741
12047,Hamilton,5712,3953,8,8,Merged into voters' home precincts and released with cumulative results,100,5712,>98%,>98% reported,edison,10,all,4475,2133,3579,1472,2481,2020-11-16T15:48:12Z,25.31513,R+25,Adler +25,republican,FL-G-H-5-2020-11-03,fl-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",336973,40666,5,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,226,235,96% reporting,96%,100,336973,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:23:22Z,TRUE,30.25554,101953,D+30,Lawson +30,democrat,"","",0,0,1604450030741
12065,Jefferson,7641,0,14,14,Released as a precinct as first report of the night,100,7641,>98%,>98% reported,edison,10,all,6382,3800,3841,0,0,2020-11-16T17:20:33Z,0.53658,R+0.54,Adler +0.54,republican,FL-G-H-5-2020-11-03,fl-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",336973,40666,5,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,226,235,96% reporting,96%,100,336973,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:23:22Z,TRUE,30.25554,101953,D+30,Lawson +30,democrat,"","",0,0,1604450030741
12073,Leon,82611,0,81,90,Released as a precinct as first report of the night,100,82611,>98%,>98% reported,edison,10,some,120819,60937,21674,0,0,2020-11-16T17:08:27Z,47.52757,D+48,Lawson +48,democrat,FL-G-H-5-2020-11-03,fl-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",336973,40666,5,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,226,235,96% reporting,96%,100,336973,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:23:22Z,TRUE,30.25554,101953,D+30,Lawson +30,democrat,"","",0,0,1604450030741
12079,Madison,9251,7540,6,6,Released as a precinct as first report of the night,100,9251,>98%,>98% reported,edison,10,all,8256,3990,5261,3298,4242,2020-11-16T15:48:14Z,13.73906,R+14,Adler +14,republican,FL-G-H-5-2020-11-03,fl-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-florida.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-florida.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,FL,florida,Florida,Fla.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",336973,40666,5,unknown,First polls close at 7 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,226,235,96% reporting,96%,100,336973,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-20T14:23:22Z,TRUE,30.25554,101953,D+30,Lawson +30,democrat,"","",0,0,1604450030741
