fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_lambornd,results_freelandj,results_duffette,results_murphym,results_keltier,results_absentee_lambornd,results_absentee_freelandj,results_absentee_duffette,results_absentee_murphym,results_absentee_keltier,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
08015,Chaffee,13406,0,9,9,Other,100,13275,>98%,>98% reported,edison,2,unknown,6410,6487,347,98,64,0,0,0,0,0,2020-11-16T15:48:11Z,0.57437,D+0.57,Freeland +0.57,democrat,CO-G-H-5-2020-11-03,co-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",431985,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,344,349,99% reporting,99%,98,439000,edison,98%,98% reported,edison,republican,FALSE,2020-11-20T14:23:25Z,TRUE,20.23913,87430,R+20,Lamborn +20,republican,"","",0,0,1604460369956
08041,El Paso,370707,0,287,291,Other,98,376381,98%,98% reported,edison,2,some,210456,141201,12982,3161,2907,0,0,0,0,0,2020-11-16T15:48:11Z,18.68187,R+19,Lamborn +19,republican,CO-G-H-5-2020-11-03,co-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",431985,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,344,349,99% reporting,99%,98,439000,edison,98%,98% reported,edison,republican,FALSE,2020-11-20T14:23:25Z,TRUE,20.23913,87430,R+20,Lamborn +20,republican,"","",0,0,1604460369956
08043,Fremont,25071,0,29,30,Other,97,25928,97%,97% reported,edison,2,unknown,17283,6691,638,282,177,0,0,0,0,0,2020-11-16T15:48:12Z,42.24802,R+42,Lamborn +42,republican,CO-G-H-5-2020-11-03,co-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",431985,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,344,349,99% reporting,99%,98,439000,edison,98%,98% reported,edison,republican,FALSE,2020-11-20T14:23:25Z,TRUE,20.23913,87430,R+20,Lamborn +20,republican,"","",0,0,1604460369956
08093,Park,6187,0,6,6,Other,100,6130,>98%,>98% reported,edison,2,unknown,3523,2330,230,62,42,0,0,0,0,0,2020-11-16T15:48:12Z,19.28237,R+19,Lamborn +19,republican,CO-G-H-5-2020-11-03,co-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",431985,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,344,349,99% reporting,99%,98,439000,edison,98%,98% reported,edison,republican,FALSE,2020-11-20T14:23:25Z,TRUE,20.23913,87430,R+20,Lamborn +20,republican,"","",0,0,1604460369956
08119,Teller,16614,0,13,13,Other,97,17044,97%,97% reported,edison,2,unknown,11157,4690,557,98,112,0,0,0,0,0,2020-11-16T15:48:13Z,38.925,R+39,Lamborn +39,republican,CO-G-H-5-2020-11-03,co-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",431985,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,344,349,99% reporting,99%,98,439000,edison,98%,98% reported,edison,republican,FALSE,2020-11-20T14:23:25Z,TRUE,20.23913,87430,R+20,Lamborn +20,republican,"","",0,0,1604460369956
