fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
51001,Accomack,16962,8645,17,17,Released separately AFTER election night,99,17184,>98%,>98% reported,edison,2,none,,1487,,,7578,9172,188,24,5495,3084,66,0,2020-11-17T20:30:27Z,9.39748,R+9,Trump +9,republican,9.39748,15818,11.7,16051,3.48,virginia,2020-11-19T00:42:36.632538Z
51003,Albemarle,64657,43352,30,31,Released as a precinct at the end of tabulation,100,64182,>98%,>98% reported,edison,4,unknown,,6993,,,42466,20804,1014,373,33906,8979,467,0,2020-11-17T20:30:53Z,33.50295,D+34,Biden +34,democrat,-33.50295,56726,-24.8,53907,-11.98,virginia,2020-11-19T00:42:36.632538Z
51510,Alexandria,81806,65530,28,31,Released as a precinct at the end of tabulation,91,89409,91%,91% reported,edison,2,unknown,,19940,,,66240,14544,1022,,55940,8951,639,,2020-11-16T15:48:01Z,63.19341,D+63,Biden +63,democrat,-63.19341,75762,-58,73411,-43.52,virginia,2020-11-19T00:42:36.632538Z
51005,Alleghany,8203,2724,12,13,Released as a separate subtotal at the end of tabulation,100,7854,>98%,>98% reported,edison,4,unknown,,550,,,2243,5859,89,12,1250,1450,24,0,2020-11-17T20:31:11Z,44.08143,R+44,Trump +44,republican,44.08143,7325,37,7173,2.68,virginia,2020-11-19T00:42:36.632538Z
51007,Amelia,7894,4351,6,6,Released as a precinct at the end of tabulation,100,7548,>98%,>98% reported,edison,4,unknown,,822,,,2411,5390,80,13,1719,2595,37,0,2020-11-17T20:31:41Z,37.73752,R+38,Trump +38,republican,37.73752,7040,36.6,6915,26.62,virginia,2020-11-19T00:42:36.632538Z
51009,Amherst,17005,8444,11,12,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,16507,>98%,>98% reported,edison,2,unknown,,1222,,,5672,11041,251,41,3871,4487,86,0,2020-11-17T20:32:06Z,31.57307,R+32,Trump +32,republican,31.57307,15396,30.3,14970,19.88,virginia,2020-11-19T00:42:36.632538Z
51011,Appomattox,9268,4607,10,10,Released as a precinct in the middle of the night,100,8408,>98%,>98% reported,edison,4,unknown,,525,,,2418,6702,119,29,1565,2995,47,0,2020-11-17T20:32:27Z,46.22356,R+46,Trump +46,republican,46.22356,7997,46.2,7935,36.38,virginia,2020-11-19T00:42:36.632538Z
51013,Arlington,130739,107030,50,55,Released as a precinct at the end of tabulation,91,143200,91%,91% reported,edison,4,none,,37665,,,105344,22318,1836,1241,91963,13899,1168,0,2020-11-17T20:32:55Z,63.50515,D+64,Biden +64,democrat,-63.50515,121339,-59.2,117608,-39.79,virginia,2020-11-19T00:42:36.632538Z
51015,Augusta,42278,20996,26,26,Released separately AFTER election night,100,38142,>98%,>98% reported,edison,4,all,,2612,,,10840,30714,608,116,7874,12866,256,0,2020-11-17T20:33:10Z,47.0079,R+47,Trump +47,republican,47.0079,36343,49.5,33672,42.09,virginia,2020-11-19T00:42:36.632538Z
51017,Bath,2501,761,8,8,Released as a precinct in the middle of the night,100,2513,>98%,>98% reported,edison,6,all,,202,,,646,1834,16,5,358,399,4,0,2020-11-17T20:33:57Z,47.501,R+48,Trump +48,republican,47.501,2253,41.9,2223,17.09,virginia,2020-11-19T00:42:36.632538Z
51019,Bedford,48669,24216,32,33,Released as a precinct at the end of tabulation,100,44630,>98%,>98% reported,edison,4,unknown,,3722,,,12176,35600,708,185,8705,15208,303,0,2020-11-17T20:34:12Z,48.1292,R+48,Trump +48,republican,48.1292,42525,49.1,37425,44.01,virginia,2020-11-19T00:42:36.632538Z
51021,Bland,3479,1307,8,8,None,100,3366,>98%,>98% reported,edison,2,unknown,,209,,,532,2903,40,4,313,976,18,0,2020-11-17T20:34:26Z,68.15177,R+68,Trump +68,republican,68.15177,3139,67.5,2948,47.8,virginia,2020-11-19T00:42:36.632538Z
51023,Botetourt,21123,11571,10,11,"As a precinct in the FIRST cumulative report, along with regular precincts",100,19667,>98%,>98% reported,edison,2,unknown,,1719,,,5700,15099,264,60,4236,7215,120,0,2020-11-17T20:34:49Z,44.49652,R+44,Trump +44,republican,44.49652,18739,47.4,18241,38.52,virginia,2020-11-19T00:42:36.632538Z
51520,Bristol,7785,4707,5,5,Released as a separate subtotal as first report of the night,100,7730,>98%,>98% reported,edison,4,unknown,,770,,,2313,5347,125,,1746,2898,63,,2020-11-16T15:48:02Z,38.97238,R+39,Trump +39,republican,38.97238,7027,43.5,7387,30.97,virginia,2020-11-19T00:42:36.632538Z
51025,Brunswick,7948,4187,12,14,None,84,9479,84%,84% reported,edison,2,unknown,,801,,,4552,3357,34,5,2807,1368,12,0,2020-11-16T15:47:57Z,15.03523,D+15,Biden +15,democrat,-15.03523,7669,-18.7,8037,-25.21,virginia,2020-11-19T00:42:36.632538Z
51027,Buchanan,9957,3084,16,18,Released as a precinct in the middle of the night,100,9382,>98%,>98% reported,edison,6,all,,942,,,1587,8311,44,15,768,2306,10,0,2020-11-17T20:35:25Z,67.53038,R+68,Trump +68,republican,67.53038,9247,60.3,9646,34.65,virginia,2020-11-19T00:42:36.632538Z
51029,Buckingham,8129,4119,10,11,Released as a precinct in the middle of the night,100,8086,>98%,>98% reported,edison,6,all,,520,,,3471,4544,93,21,2285,1795,39,0,2020-11-17T20:35:39Z,13.19966,R+13,Trump +13,republican,13.19966,7289,11.3,7457,-2.43,virginia,2020-11-19T00:42:36.632538Z
51530,Buena Vista,2815,1837,3,3,Merged into voters' home precincts and released with cumulative results,100,2757,>98%,>98% reported,edison,6,unknown,,2407,,,825,1863,127,,637,1128,72,,2020-11-16T15:48:03Z,36.87389,R+37,Trump +37,republican,36.87389,2407,30.6,2526,25.53,virginia,2020-11-19T00:42:36.632538Z
51031,Campbell,29901,15055,16,17,Released separately AFTER election night,100,28898,>98%,>98% reported,edison,2,unknown,,2042,,,8070,21245,490,96,5539,9336,180,0,2020-11-17T20:36:01Z,44.06207,R+44,Trump +44,republican,44.06207,27535,46.8,25696,39.31,virginia,2020-11-19T00:42:36.632538Z
51033,Caroline,16288,7880,13,13,None,100,15598,>98%,>98% reported,edison,2,unknown,,1350,,,7657,8336,259,36,4957,2839,84,0,2020-11-16T15:48:00Z,4.16871,R+4,Trump +4,republican,4.16871,14248,5,13652,-8.24,virginia,2020-11-19T00:42:36.632538Z
51035,Carroll,15657,5682,17,18,Released as a precinct at the end of tabulation,100,14655,>98%,>98% reported,edison,2,unknown,,1199,,,2842,12659,118,38,1740,3909,33,0,2020-11-17T20:36:20Z,62.70039,R+63,Trump +63,republican,62.70039,13655,59.3,12918,39.1,virginia,2020-11-19T00:42:36.632538Z
51036,Charles City,4441,2856,4,4,Released separately AFTER election night,89,4971,89%,89% reported,edison,2,unknown,,611,,,2624,1761,54,2,2024,811,21,0,2020-11-17T20:36:33Z,19.43256,D+19,Biden +19,democrat,-19.43256,4107,-24.8,4232,-32.51,virginia,2020-11-19T00:42:36.632538Z
51037,Charlotte,6191,2943,7,8,None,98,6324,98%,98% reported,edison,4,all,,425,,,2317,3815,48,11,1532,1390,21,0,2020-11-17T20:36:45Z,24.19641,R+24,Trump +24,republican,24.19641,5807,22.8,5898,13.7,virginia,2020-11-19T00:42:36.632538Z
