fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
01001,Autauga,27639,0,19,19,Released as a precinct as first report of the night,100,25781,>98%,>98% reported,edison,2,unknown,,1896,,,19764,7450,346,79,0,0,0,0,2020-11-16T15:47:38Z,44.55299,R+45,Trump +45,republican,44.55299,24973,49,23973,45.95,alabama,2020-11-19T00:43:57.981717Z
01003,Baldwin,108945,0,51,51,"As a precinct in the FIRST cumulative report, along with regular precincts",100,106641,>98%,>98% reported,edison,4,some,,6293,,,83055,24344,1221,325,0,0,0,0,2020-11-16T15:47:42Z,53.8905,R+54,Trump +54,republican,53.8905,95215,57.2,85491,55.67,alabama,2020-11-19T00:43:57.981717Z
01005,Barbour,10457,0,15,17,Released as a precinct as first report of the night,100,10457,>98%,>98% reported,edison,6,all,,1554,,,5605,4772,68,12,0,0,0,0,2020-11-16T15:47:43Z,7.96596,R+8,Trump +8,republican,7.96596,10469,5.6,11517,-3.14,alabama,2020-11-19T00:43:57.981717Z
01007,Bibb,9573,571,10,10,"As a precinct in the FIRST cumulative report, along with regular precincts",100,9104,>98%,>98% reported,edison,2,some,,410,,,7508,1982,73,10,352,215,4,0,2020-11-16T15:47:44Z,57.72485,R+58,Trump +58,republican,57.72485,8819,55.2,8420,46.67,alabama,2020-11-19T00:43:57.981717Z
01009,Blount,27459,0,24,25,"As a precinct in the FIRST cumulative report, along with regular precincts",100,27459,>98%,>98% reported,edison,6,all,,1181,,,24595,2627,209,28,0,0,0,0,2020-11-16T15:47:44Z,80.00291,R+80,Trump +80,republican,80.00291,25588,80.9,24060,73.93,alabama,2020-11-19T00:43:57.981717Z
01011,Bullock,4603,0,14,16,Released as a precinct as first report of the night,100,4603,>98%,>98% reported,edison,6,none,,557,,,1143,3439,19,2,0,0,0,0,2020-11-16T15:47:44Z,49.88051,D+50,Biden +50,democrat,-49.88051,4710,-50.7,5322,-52.8,alabama,2020-11-19T00:43:57.981717Z
01013,Butler,9466,1053,22,23,Released as a precinct as first report of the night,100,9466,>98%,>98% reported,edison,6,all,,4735,,,5448,3953,59,6,429,616,8,0,2020-11-16T15:47:45Z,15.79337,R+16,Trump +16,republican,15.79337,8732,13.5,9502,7.5,alabama,2020-11-19T00:43:57.981717Z
01015,Calhoun,50743,0,43,45,Released with cumulative results periodically election night,100,49412,>98%,>98% reported,edison,2,unknown,,1917,,,34964,15118,548,113,0,0,0,0,2020-11-16T15:47:46Z,39.11081,R+39,Trump +39,republican,39.11081,47864,41,46364,31.85,alabama,2020-11-19T00:43:57.981717Z
01017,Chambers,15269,0,21,21,Released as a precinct as first report of the night,100,15083,>98%,>98% reported,edison,2,unknown,,883,,,8748,6356,140,25,0,0,0,0,2020-11-16T15:47:46Z,15.66573,R+16,Trump +16,republican,15.66573,13900,14.8,14629,5.16,alabama,2020-11-19T00:43:57.981717Z
01019,Cherokee,12275,0,24,24,"As a precinct in the FIRST cumulative report, along with regular precincts",100,12275,>98%,>98% reported,edison,6,all,,800,,,10562,1619,82,12,0,0,0,0,2020-11-16T15:47:47Z,72.8554,R+73,Trump +73,republican,72.8554,10733,69,9792,54.88,alabama,2020-11-19T00:43:57.981717Z
01021,Chilton,19260,0,18,19,"As a subtotal in the FIRST cumulative report, along with regular precincts",98,19581,98%,98% reported,edison,2,some,,1819,,,16052,3056,123,29,0,0,0,0,2020-11-16T15:47:47Z,67.47664,R+67,Trump +67,republican,67.47664,18369,66.3,17485,60.25,alabama,2020-11-19T00:43:57.981717Z
01023,Choctaw,7461,0,32,35,Released as a separate subtotal in the middle of the tabulation,100,7198,>98%,>98% reported,edison,2,unknown,,1080,,,4294,3126,38,3,0,0,0,0,2020-11-16T21:53:48Z,15.65474,R+16,Trump +16,republican,15.65474,7292,13.7,7976,4.59,alabama,2020-11-19T00:43:57.981717Z
01025,Clarke,13102,0,19,21,Released as a precinct at the end of tabulation,100,12512,>98%,>98% reported,edison,4,all,,1469,,,7310,5730,48,14,0,0,0,0,2020-11-16T21:54:53Z,12.05923,R+12,Trump +12,republican,12.05923,13031,10.7,13860,8.2,alabama,2020-11-19T00:43:57.981717Z
01027,Clay,6913,557,15,16,Released as a separate subtotal as first report of the night,100,6904,>98%,>98% reported,edison,6,all,,950,,,5589,1262,53,9,376,177,4,0,2020-11-16T15:47:49Z,62.59222,R+63,Trump +63,republican,62.59222,6624,60.5,6679,45.52,alabama,2020-11-19T00:43:57.981717Z
01029,Cleburne,7210,0,16,16,Released as a precinct as first report of the night,100,6068,>98%,>98% reported,edison,6,all,,483,,,6472,672,58,8,0,0,0,0,2020-11-16T15:47:50Z,80.44383,R+80,Trump +80,republican,80.44383,6593,77.1,6319,68.06,alabama,2020-11-19T00:43:57.981717Z
01031,Coffee,22180,0,30,31,"As a precinct in the FIRST cumulative report, along with regular precincts",100,22180,>98%,>98% reported,edison,6,all,,1406,,,16832,5050,262,36,0,0,0,0,2020-11-16T15:47:50Z,53.11993,R+53,Trump +53,republican,53.11993,20767,56.1,19821,49.14,alabama,2020-11-19T00:43:57.981717Z
01033,Colbert,24668,1510,31,35,Released as a precinct as first report of the night,100,24668,>98%,>98% reported,edison,6,all,,1442,,,17311,7057,239,61,614,875,14,7,2020-11-16T15:47:51Z,41.56802,R+42,Trump +42,republican,41.56802,24915,37.9,23444,20.35,alabama,2020-11-19T00:43:57.981717Z
01035,Conecuh,6419,0,24,28,Released as a precinct in the middle of the night,100,6419,>98%,>98% reported,edison,6,all,,526,,,3435,2951,32,1,0,0,0,0,2020-11-16T15:47:51Z,7.54012,R+8,Trump +8,republican,7.54012,6585,5.2,7025,-1.65,alabama,2020-11-19T00:43:57.981717Z
01037,Coosa,5472,364,12,13,Released as a precinct as first report of the night,100,5439,>98%,>98% reported,edison,4,all,,288,,,3626,1794,46,6,201,163,0,0,2020-11-16T15:47:52Z,33.47953,R+33,Trump +33,republican,33.47953,5252,30.4,5282,16.24,alabama,2020-11-19T00:43:57.981717Z
01039,Covington,17418,1521,24,25,Released as a precinct as first report of the night,100,17418,>98%,>98% reported,edison,6,all,,1227,,,14579,2717,97,25,1011,496,12,2,2020-11-16T15:47:53Z,68.10196,R+68,Trump +68,republican,68.10196,15940,68.3,15439,58.26,alabama,2020-11-19T00:43:57.981717Z
01041,Crenshaw,6617,0,18,19,Released as a precinct as first report of the night,100,6625,>98%,>98% reported,edison,2,unknown,,402,,,4864,1700,44,9,0,0,0,0,2020-11-16T15:47:53Z,47.81623,R+48,Trump +48,republican,47.81623,6267,45.5,6424,35.51,alabama,2020-11-19T00:43:57.981717Z
01043,Cullman,41751,0,49,50,Released as a precinct in the middle of the night,100,40374,>98%,>98% reported,edison,2,none,,1880,,,36804,4454,418,75,0,0,0,0,2020-11-16T15:47:53Z,77.48317,R+77,Trump +77,republican,77.48317,37873,77.1,34555,69.3,alabama,2020-11-19T00:43:57.981717Z
01045,Dale,19699,0,19,20,None,100,19699,>98%,>98% reported,edison,6,all,,1464,,,14281,5154,232,32,0,0,0,0,2020-11-16T15:47:54Z,46.3323,R+46,Trump +46,republican,46.3323,18749,50.1,18601,42.05,alabama,2020-11-19T00:43:57.981717Z
01047,Dallas,17861,0,25,30,Released as a precinct in the middle of the night,94,18927,94%,94% reported,edison,4,all,,1571,,,5523,12228,90,20,0,0,0,0,2020-11-16T21:54:59Z,37.53989,D+38,Biden +38,democrat,-37.53989,18792,-37.5,20964,-39.71,alabama,2020-11-19T00:43:57.981717Z
01049,DeKalb,29322,0,53,53,Released as a precinct as first report of the night,100,29322,>98%,>98% reported,edison,6,all,,1682,,,24744,4271,250,57,0,0,0,0,2020-11-16T15:47:55Z,69.82129,R+70,Trump +70,republican,69.82129,25826,68.9,23950,54.66,alabama,2020-11-19T00:43:57.981717Z
01051,Elmore,40891,0,29,30,"As a precinct in the FIRST cumulative report, along with regular precincts",100,40891,>98%,>98% reported,edison,6,some,,2117,,,30089,10304,397,101,0,0,0,0,2020-11-16T15:47:56Z,48.38473,R+48,Trump +48,republican,48.38473,37260,51.5,35546,48.67,alabama,2020-11-19T00:43:57.981717Z
