fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_kirkpatricka,results_martinb,results_absentee_kirkpatricka,results_absentee_martinb,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
04003,Cochise,57464,47187,46,49,Released as a separate subtotal as first report of the night,95,60672,95%,95% reported,edison,4,unknown,40322,23886,33578,21779,25408,2020-11-13T00:28:46Z,16.86621,R+17,Martin +17,republican,AZ-G-H-2-2020-11-03,az-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",377094,330974,2,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,201,210,96% reporting,96%,96,392000,edison,96%,96% reported,edison,democrat,FALSE,2020-11-13T00:28:49Z,TRUE,10.6191,40044,D+11,Kirkpatrick +11,democrat,0,0,1604462339728
04019,Pima,319630,283787,155,161,Released as a separate subtotal as first report of the night,97,330968,97%,97% reported,edison,4,some,406810,184683,134947,173804,109983,2020-11-12T21:40:43Z,15.56049,D+16,Kirkpatrick +16,democrat,AZ-G-H-2-2020-11-03,az-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",377094,330974,2,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,201,210,96% reporting,96%,96,392000,edison,96%,96% reported,edison,democrat,FALSE,2020-11-13T00:28:49Z,TRUE,10.6191,40044,D+11,Kirkpatrick +11,democrat,0,0,1604462339728
