fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_cawthornm,results_davism,results_debruhlt,results_zwinakt,results_absentee_cawthornm,results_absentee_davism,results_absentee_debruhlt,results_absentee_zwinakt,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
37011,Avery,9109,5829,17,19,Released as a separate subtotal as first report of the night,89,10191,89%,89% reported,edison,2,unknown,4091,6934,1939,127,109,4169,1513,75,72,2020-11-11T03:26:43Z,54.83588,R+55,Cawthorn +55,republican,NC-G-H-11-2020-11-03,nc-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,"The race for the seat held by Mark Meadows before he became President Trump’s chief of staff has become unexpectedly competitive. Madison Cawthorn, the 25-year-old Republican candidate, is up against Moe Davis, a former Air Force prosecutor.",lean-rep,TRUE,11,District 11,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447428,213958,15,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,283,303,93% reporting,93%,99,455000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:59Z,FALSE,12.1557,54388,R+12,Cawthorn +12,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456507054
37021,Buncombe,158151,0,75,80,Released as a precinct as first report of the night,93,169314,93%,93% reported,edison,4,unknown,142646,60023,92354,3443,2331,0,0,0,0,2020-11-11T03:26:38Z,20.44312,D+20,Davis +20,democrat,NC-G-H-11-2020-11-03,nc-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,"The race for the seat held by Mark Meadows before he became President Trump’s chief of staff has become unexpectedly competitive. Madison Cawthorn, the 25-year-old Republican candidate, is up against Moe Davis, a former Air Force prosecutor.",lean-rep,TRUE,11,District 11,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447428,213958,15,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,283,303,93% reporting,93%,99,455000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:59Z,FALSE,12.1557,54388,R+12,Cawthorn +12,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456507054
37039,Cherokee,16181,11310,15,16,Released as a precinct as first report of the night,100,15795,>98%,>98% reported,edison,2,unknown,10581,12335,3419,243,184,8268,2786,138,118,2020-11-11T03:26:38Z,55.10166,R+55,Cawthorn +55,republican,NC-G-H-11-2020-11-03,nc-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,"The race for the seat held by Mark Meadows before he became President Trump’s chief of staff has become unexpectedly competitive. Madison Cawthorn, the 25-year-old Republican candidate, is up against Moe Davis, a former Air Force prosecutor.",lean-rep,TRUE,11,District 11,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447428,213958,15,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,283,303,93% reporting,93%,99,455000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:59Z,FALSE,12.1557,54388,R+12,Cawthorn +12,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456507054
37043,Clay,6723,5138,8,9,Released as a precinct as first report of the night,100,6723,>98%,>98% reported,edison,6,all,5792,4896,1652,113,62,3606,1419,71,42,2020-11-12T16:45:09Z,48.25227,R+48,Cawthorn +48,republican,NC-G-H-11-2020-11-03,nc-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,"The race for the seat held by Mark Meadows before he became President Trump’s chief of staff has become unexpectedly competitive. Madison Cawthorn, the 25-year-old Republican candidate, is up against Moe Davis, a former Air Force prosecutor.",lean-rep,TRUE,11,District 11,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447428,213958,15,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,283,303,93% reporting,93%,99,455000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:59Z,FALSE,12.1557,54388,R+12,Cawthorn +12,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456507054
37075,Graham,4528,3410,4,4,Released as a precinct as first report of the night,100,4515,>98%,>98% reported,edison,6,some,3416,3489,947,65,27,2597,757,39,17,2020-11-12T17:04:14Z,56.13958,R+56,Cawthorn +56,republican,NC-G-H-11-2020-11-03,nc-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,"The race for the seat held by Mark Meadows before he became President Trump’s chief of staff has become unexpectedly competitive. Madison Cawthorn, the 25-year-old Republican candidate, is up against Moe Davis, a former Air Force prosecutor.",lean-rep,TRUE,11,District 11,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447428,213958,15,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,283,303,93% reporting,93%,99,455000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:59Z,FALSE,12.1557,54388,R+12,Cawthorn +12,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456507054
37087,Haywood,36011,29001,28,29,Released as a separate subtotal as first report of the night,95,37878,95%,95% reported,edison,2,unknown,25560,21944,12970,703,394,16821,11391,490,299,2020-11-12T23:05:01Z,24.92016,R+25,Cawthorn +25,republican,NC-G-H-11-2020-11-03,nc-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,"The race for the seat held by Mark Meadows before he became President Trump’s chief of staff has become unexpectedly competitive. Madison Cawthorn, the 25-year-old Republican candidate, is up against Moe Davis, a former Air Force prosecutor.",lean-rep,TRUE,11,District 11,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447428,213958,15,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,283,303,93% reporting,93%,99,455000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:59Z,FALSE,12.1557,54388,R+12,Cawthorn +12,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456507054
37089,Henderson,67408,56251,33,35,Released as a separate subtotal as first report of the night,94,71578,94%,94% reported,edison,2,unknown,53818,39754,25794,1179,681,31700,23196,843,512,2020-11-11T03:26:39Z,20.70971,R+21,Cawthorn +21,republican,NC-G-H-11-2020-11-03,nc-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,"The race for the seat held by Mark Meadows before he became President Trump’s chief of staff has become unexpectedly competitive. Madison Cawthorn, the 25-year-old Republican candidate, is up against Moe Davis, a former Air Force prosecutor.",lean-rep,TRUE,11,District 11,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447428,213958,15,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,283,303,93% reporting,93%,99,455000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:59Z,FALSE,12.1557,54388,R+12,Cawthorn +12,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456507054
37099,Jackson,21027,17348,12,13,Released as a precinct as first report of the night,100,21027,>98%,>98% reported,edison,6,all,15877,11013,9221,465,328,8500,8228,356,264,2020-11-11T03:26:40Z,8.52238,R+9,Cawthorn +9,republican,NC-G-H-11-2020-11-03,nc-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,"The race for the seat held by Mark Meadows before he became President Trump’s chief of staff has become unexpectedly competitive. Madison Cawthorn, the 25-year-old Republican candidate, is up against Moe Davis, a former Air Force prosecutor.",lean-rep,TRUE,11,District 11,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447428,213958,15,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,283,303,93% reporting,93%,99,455000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:59Z,FALSE,12.1557,54388,R+12,Cawthorn +12,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456507054
37113,Macon,20441,0,15,15,Released as a separate subtotal as first report of the night,100,19640,>98%,>98% reported,edison,4,unknown,16526,13899,6040,297,205,0,0,0,0,2020-11-11T03:26:40Z,38.44724,R+38,Cawthorn +38,republican,NC-G-H-11-2020-11-03,nc-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,"The race for the seat held by Mark Meadows before he became President Trump’s chief of staff has become unexpectedly competitive. Madison Cawthorn, the 25-year-old Republican candidate, is up against Moe Davis, a former Air Force prosecutor.",lean-rep,TRUE,11,District 11,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447428,213958,15,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,283,303,93% reporting,93%,99,455000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:59Z,FALSE,12.1557,54388,R+12,Cawthorn +12,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456507054
37115,Madison,12849,10321,11,12,Released as a separate subtotal as first report of the night,93,13806,93%,93% reported,edison,2,unknown,9320,7577,4861,268,143,5725,4294,201,101,2020-11-12T17:26:05Z,21.13783,R+21,Cawthorn +21,republican,NC-G-H-11-2020-11-03,nc-house-general-district-011-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina-house-district-11.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-carolina.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-north-carolina.html,house,general,2020-11-03,FALSE,U.S. House District 11,U.S. House,H,"The race for the seat held by Mark Meadows before he became President Trump’s chief of staff has become unexpectedly competitive. Madison Cawthorn, the 25-year-old Republican candidate, is up against Moe Davis, a former Air Force prosecutor.",lean-rep,TRUE,11,District 11,NC,north-carolina,North Carolina,N.C.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447428,213958,15,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,283,303,93% reporting,93%,99,455000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:59Z,FALSE,12.1557,54388,R+12,Cawthorn +12,republican,Mail ballots postmarked by Election Day are accepted until Nov. 12.,Mail ballots postmarked by Election Day are accepted until Nov. 12.,9,0,1604456507054
