fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_westk,results_jorgensenj,results_collinsp,results_hawkinsh,results_carrollb,results_blankenshipd,results_pierceb,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_westk,results_absentee_jorgensenj,results_absentee_collinsp,results_absentee_hawkinsh,results_absentee_carrollb,results_absentee_blankenshipd,results_absentee_pierceb,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
28021,Claiborne,4453,0,11,11,Released as a separate subtotal at the end of tabulation,99,4489,>98%,>98% reported,edison,10,unknown,,776,,,603,3772,23,11,7,10,10,7,6,4,0,0,0,0,0,0,0,0,0,0,2020-11-14T22:19:17Z,71.16551,D+71,Biden +71,democrat,-71.16551,4272,-74.2,5484,-76.82,mississippi,2020-11-15T00:42:39.739896Z
28023,Clarke,8277,1240,23,23,None,100,8037,>98%,>98% reported,edison,2,some,,708,,,5372,2815,19,27,6,14,5,7,3,9,734,498,2,4,0,2,0,0,0,0,2020-11-14T16:38:36Z,30.89284,R+31,Trump +31,republican,30.89284,7791,32.8,8253,23.48,mississippi,2020-11-15T00:42:39.739896Z
28025,Clay,10206,1939,14,14,Merged into voters' home precincts and released with cumulative results,99,10296,>98%,>98% reported,edison,10,unknown,,652,,,4181,5844,35,48,17,12,17,27,8,17,811,1117,3,1,1,0,1,1,2,2,2020-11-14T22:23:22Z,16.29434,D+16,Biden +16,democrat,-16.29434,10003,-15.7,11072,-21.87,mississippi,2020-11-15T00:42:39.739896Z
28027,Coahoma,8642,0,18,18,Merged into voters' home precincts and released with cumulative results,100,8660,>98%,>98% reported,edison,10,unknown,,,,,2400,6130,39,20,6,14,14,11,2,6,0,0,0,0,0,0,0,0,0,0,2020-11-14T22:25:20Z,43.16131,D+43,Biden +43,democrat,-43.16131,8912,-44.3,10549,-48.16,mississippi,2020-11-15T00:42:39.739896Z
28029,Copiah,12897,0,19,19,None,100,12915,>98%,>98% reported,edison,10,unknown,,542,,,6250,6470,40,58,20,11,15,15,4,14,0,0,0,0,0,0,0,0,0,0,2020-11-14T22:27:34Z,1.70582,D+1.7,Biden +1.7,democrat,-1.70582,12982,-4.9,14123,-10.39,mississippi,2020-11-15T00:42:39.739896Z
28031,Covington,9294,0,14,15,Merged into voters' home precincts and released with cumulative results,100,9104,>98%,>98% reported,edison,2,unknown,,806,,,5811,3382,27,33,7,3,5,13,2,11,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:38:43Z,26.13514,R+26,Trump +26,republican,26.13514,8811,24.5,9348,16.34,mississippi,2020-11-15T00:42:39.739896Z
28033,DeSoto,75013,0,41,41,Merged into voters' home precincts and released with cumulative results,100,72373,>98%,>98% reported,edison,4,unknown,,1400,,,45788,27733,215,706,92,91,78,67,119,124,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:38:44Z,24.06916,R+24,Trump +24,republican,24.06916,66155,34,65794,33.41,mississippi,2020-11-15T00:42:39.739896Z
28035,Forrest,31726,0,34,34,None,100,31726,>98%,>98% reported,edison,10,unknown,,1294,,,17290,13756,119,329,29,54,33,31,14,71,0,0,0,0,0,0,0,0,0,0,2020-11-14T22:29:54Z,11.13913,R+11,Trump +11,republican,11.13913,28064,13.3,30236,10.92,mississippi,2020-11-15T00:42:39.739896Z
28037,Franklin,4464,0,14,14,None,100,4464,>98%,>98% reported,edison,10,unknown,,530,,,2923,1480,14,21,4,3,6,6,4,3,0,0,0,0,0,0,0,0,0,0,2020-11-14T22:32:19Z,32.32527,R+32,Trump +32,republican,32.32527,4290,28.4,4493,22.46,mississippi,2020-11-15T00:42:39.739896Z
28039,George,11064,0,22,22,Released as a separate subtotal at the end of tabulation,100,11064,>98%,>98% reported,edison,10,unknown,,208,,,9713,1218,21,54,12,10,6,10,5,15,0,0,0,0,0,0,0,0,0,0,2020-11-14T22:34:39Z,76.78055,R+77,Trump +77,republican,76.78055,9891,77.5,9856,71.2,mississippi,2020-11-15T00:42:39.739896Z
28041,Greene,5816,0,13,13,Released as a precinct at the end of tabulation,100,5816,>98%,>98% reported,edison,10,unknown,,700,,,4794,966,10,20,4,4,2,8,4,4,0,0,0,0,0,0,0,0,0,0,2020-11-14T23:06:33Z,65.81843,R+66,Trump +66,republican,65.81843,5369,62.6,5922,54.14,mississippi,2020-11-15T00:42:39.739896Z
28043,Grenada,7838,0,13,13,None,71,11039,71%,71% reported,edison,2,unknown,,1570,,,4889,2866,15,29,11,7,6,3,4,8,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:38:52Z,25.81016,R+26,Trump +26,republican,25.81016,10513,14.7,11335,6.16,mississippi,2020-11-15T00:42:39.739896Z
28045,Hancock,20957,0,25,25,None,100,20957,>98%,>98% reported,edison,10,unknown,,860,,,16132,4504,43,183,16,23,20,25,11,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T23:08:07Z,55.48504,R+55,Trump +55,republican,55.48504,17637,59.3,17167,52.7,mississippi,2020-11-15T00:42:39.739896Z
28047,Harrison,75865,0,53,53,None,100,75865,>98%,>98% reported,edison,10,unknown,,2776,,,46822,27728,182,726,82,101,40,57,30,97,0,0,0,0,0,0,0,0,0,0,2020-11-14T23:11:38Z,25.16839,R+25,Trump +25,republican,25.16839,63313,30.3,63328,25.82,mississippi,2020-11-15T00:42:39.739896Z
28049,Hinds,81811,0,108,108,Merged into voters' home precincts and released with cumulative results,70,117140,70%,70% reported,edison,2,unknown,,2988,,,21242,59192,383,364,99,97,108,75,55,196,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:38:57Z,46.38741,D+46,Biden +46,democrat,-46.38741,95077,-44.5,106491,-43.62,mississippi,2020-11-15T00:42:39.739896Z
28051,Holmes,6542,0,15,15,None,100,6542,>98%,>98% reported,edison,6,none,,726,,,1196,5182,44,25,13,13,25,17,14,13,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:38:58Z,60.92938,D+61,Biden +61,democrat,-60.92938,8076,-66.6,9288,-68.66,mississippi,2020-11-15T00:42:39.739896Z
28053,Humphreys,4164,0,13,13,Merged into voters' home precincts and released with cumulative results,100,4164,>98%,>98% reported,edison,6,all,,214,,,1115,2994,20,10,3,4,7,7,4,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:38:59Z,45.12488,D+45,Biden +45,democrat,-45.12488,4253,-45.1,5212,-50.08,mississippi,2020-11-15T00:42:39.739896Z
28055,Issaquena,676,0,5,5,None,100,640,>98%,>98% reported,edison,4,all,,64,,,308,355,1,5,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:00Z,6.95266,D+7,Biden +7,democrat,-6.95266,699,-13.9,787,-22.49,mississippi,2020-11-15T00:42:39.739896Z
28057,Itawamba,10743,0,28,28,Merged into voters' home precincts and released with cumulative results,100,9861,>98%,>98% reported,edison,4,some,,362,,,9374,1230,15,79,11,15,2,7,3,7,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:01Z,75.8075,R+76,Trump +76,republican,75.8075,9737,75.5,9318,61.03,mississippi,2020-11-15T00:42:39.739896Z
28059,Jackson,45486,0,32,32,None,100,39881,>98%,>98% reported,edison,6,unknown,,1386,,,32563,12061,108,431,43,66,39,59,36,80,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:02Z,45.07321,R+45,Trump +45,republican,45.07321,49567,38.3,53655,34.38,mississippi,2020-11-15T00:42:39.739896Z
28061,Jasper,8742,0,17,17,Merged into voters' home precincts and released with cumulative results,100,8754,>98%,>98% reported,edison,10,unknown,,592,,,4302,4341,22,30,10,6,7,13,5,6,0,0,0,0,0,0,0,0,0,0,2020-11-14T23:13:53Z,0.44612,D+0.45,Biden +0.45,democrat,-0.44612,8475,-3.9,9340,-9.68,mississippi,2020-11-15T00:42:39.739896Z
28065,Jeff Davis,6213,0,17,17,None,100,6213,>98%,>98% reported,edison,10,unknown,,578,,,2534,3599,29,16,11,5,6,8,5,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T23:15:43Z,17.14148,D+17,Biden +17,democrat,-17.14148,6237,-20.1,6864,-25.64,mississippi,2020-11-15T00:42:39.739896Z
28063,Jefferson,3907,0,12,12,None,100,3601,>98%,>98% reported,edison,4,some,,600,,,529,3325,18,14,1,6,4,6,1,3,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:05Z,71.56386,D+72,Biden +72,democrat,-71.56386,3860,-73.8,4433,-78.57,mississippi,2020-11-15T00:42:39.739896Z
28067,Jones,30091,0,37,37,None,100,30091,>98%,>98% reported,edison,10,some,,1822,,,21226,8517,69,169,26,24,21,30,9,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T21:46:50Z,42.23522,R+42,Trump +42,republican,42.23522,28352,43.5,30159,38.05,mississippi,2020-11-15T00:42:39.739896Z
28069,Kemper,3935,0,14,14,None,96,4104,96%,96% reported,edison,4,none,,966,,,1609,2275,9,8,6,9,6,8,4,1,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:08Z,16.92503,D+17,Biden +17,democrat,-16.92503,4639,-22.6,5052,-28.7,mississippi,2020-11-15T00:42:39.739896Z
28071,Lafayette,23481,0,18,18,Merged into voters' home precincts and released with cumulative results,100,19891,>98%,>98% reported,edison,4,some,,2116,,,12949,10070,55,242,14,40,29,16,8,58,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:10Z,12.26098,R+12,Trump +12,republican,12.26098,19643,14.8,19505,15.3,mississippi,2020-11-15T00:42:39.739896Z
28073,Lamar,28526,0,23,23,Released as a separate subtotal at the end of tabulation,100,25204,>98%,>98% reported,edison,4,unknown,,946,,,20704,7340,66,264,19,32,29,21,10,41,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:11Z,46.84849,R+47,Trump +47,republican,46.84849,24592,55.1,24889,54.67,mississippi,2020-11-15T00:42:39.739896Z
28075,Lauderdale,30811,0,38,40,Merged into voters' home precincts and released with cumulative results,97,31920,97%,97% reported,edison,2,unknown,,2082,,,17812,12668,65,146,24,23,16,25,13,19,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:13Z,16.69534,R+17,Trump +17,republican,16.69534,29506,21.9,32777,14.91,mississippi,2020-11-15T00:42:39.739896Z
28077,Lawrence,6564,985,24,24,None,100,6547,>98%,>98% reported,edison,6,unknown,,602,,,4254,2240,19,17,5,8,5,11,1,4,551,426,2,3,0,1,0,1,1,0,2020-11-14T16:39:14Z,30.68251,R+31,Trump +31,republican,30.68251,6364,29.8,6698,25.74,mississippi,2020-11-15T00:42:39.739896Z
28079,Leake,8407,0,19,19,None,96,8748,96%,96% reported,edison,4,unknown,,646,,,4973,3358,23,18,8,6,4,12,1,4,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:15Z,19.21018,R+19,Trump +19,republican,19.21018,8449,14.2,8983,8.73,mississippi,2020-11-15T00:42:39.739896Z
28081,Lee,31762,0,36,36,Merged into voters' home precincts and released with cumulative results,82,38837,82%,82% reported,edison,4,none,,1452,,,21297,9910,104,274,29,38,24,26,11,49,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:16Z,35.85102,R+36,Trump +36,republican,35.85102,32913,37,35306,27.9,mississippi,2020-11-15T00:42:39.739896Z
28083,Leflore,8178,0,18,18,None,100,8181,>98%,>98% reported,edison,6,none,,646,,,2623,5444,32,28,7,9,8,13,5,9,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:17Z,34.49499,D+34,Biden +34,democrat,-34.49499,11140,-41.1,12773,-43.31,mississippi,2020-11-15T00:42:39.739896Z
28085,Lincoln,14247,0,30,30,None,86,16621,86%,86% reported,edison,2,unknown,,1042,,,10107,3978,30,54,11,18,12,14,6,17,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:19Z,43.01958,R+43,Trump +43,republican,43.01958,15193,40.1,16414,32.7,mississippi,2020-11-15T00:42:39.739896Z
28087,Lowndes,26993,26993,0,20,None,100,26957,>98%,>98% reported,edison,6,unknown,,1206,,,13699,12913,71,179,19,32,19,20,8,33,13699,12913,71,179,19,32,19,20,8,33,2020-11-14T16:39:22Z,2.91187,R+3,Trump +3,republican,2.91187,25695,5.7,27158,0.48,mississippi,2020-11-15T00:42:39.739896Z
28089,Madison,45832,0,43,43,None,100,45773,>98%,>98% reported,edison,6,unknown,,2144,,,26188,18931,128,293,48,35,39,33,14,123,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:23Z,15.83392,R+16,Trump +16,republican,15.83392,50131,15.8,49571,15.7,mississippi,2020-11-15T00:42:39.739896Z
28091,Marion,11338,0,19,22,None,91,12396,91%,91% reported,edison,4,unknown,,980,,,7783,3421,29,44,11,11,5,12,5,17,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:24Z,38.47239,R+38,Trump +38,republican,38.47239,11693,35.6,12729,30.2,mississippi,2020-11-15T00:42:39.739896Z
28093,Marshall,13064,0,24,24,Merged into voters' home precincts and released with cumulative results,83,15815,83%,83% reported,edison,2,none,,920,,,6591,6283,47,46,18,24,11,21,10,13,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:25Z,2.35762,R+2,Trump +2,republican,2.35762,14839,-9.7,16240,-19.56,mississippi,2020-11-15T00:42:39.739896Z
28095,Monroe,14461,0,26,26,None,84,17132,84%,84% reported,edison,4,unknown,,978,,,9677,4565,39,88,20,17,11,20,4,20,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:27Z,35.35025,R+35,Trump +35,republican,35.35025,15884,29.2,16918,15.76,mississippi,2020-11-15T00:42:39.739896Z
28097,Montgomery,4972,3763,15,15,None,99,5003,>98%,>98% reported,edison,6,all,,726,,,2866,2084,11,1,0,1,0,5,1,3,2236,1507,11,1,0,1,0,5,1,1,2020-11-14T16:39:30Z,15.72808,R+16,Trump +16,republican,15.72808,4996,14.1,5645,4.82,mississippi,2020-11-15T00:42:39.739896Z
28099,Neshoba,11698,0,27,27,None,100,11155,>98%,>98% reported,edison,4,unknown,,468,,,8311,3247,34,46,12,6,8,15,2,17,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:31Z,43.28945,R+43,Trump +43,republican,43.28945,10553,47,11015,43.1,mississippi,2020-11-15T00:42:39.739896Z
28101,Newton,8678,0,16,16,Merged into voters' home precincts and released with cumulative results,88,9901,88%,88% reported,edison,4,unknown,,568,,,6037,2542,24,42,7,7,4,4,5,6,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:32Z,40.27426,R+40,Trump +40,republican,40.27426,9438,40.2,9777,31.45,mississippi,2020-11-15T00:42:39.739896Z
28103,Noxubee,3981,0,8,8,Merged into voters' home precincts and released with cumulative results,100,3981,>98%,>98% reported,edison,6,none,,382,,,1057,2867,11,13,6,6,5,10,4,2,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:32Z,45.46596,D+45,Biden +45,democrat,-45.46596,5574,-56.5,6264,-57.39,mississippi,2020-11-15T00:42:39.739896Z
28105,Oktibbeha,19737,0,20,20,Released as a separate subtotal at the end of tabulation,100,17649,>98%,>98% reported,edison,2,some,,1134,,,8972,10257,61,254,28,51,28,17,14,55,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:34Z,6.51061,D+7,Biden +7,democrat,-6.51061,18124,-1.6,18117,-1.84,mississippi,2020-11-15T00:42:39.739896Z
28107,Panola,15421,0,20,21,Merged into voters' home precincts AFTER election night,100,12688,>98%,>98% reported,edison,6,unknown,,1296,,,7976,7276,48,46,19,11,7,19,11,8,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:36Z,4.53926,R+5,Trump +5,republican,4.53926,15064,0.1,16826,-8.62,mississippi,2020-11-15T00:42:39.739896Z
28109,Pearl River,23656,0,26,26,Merged into voters' home precincts and released with cumulative results,100,22505,>98%,>98% reported,edison,2,unknown,,1048,,,19283,4068,40,154,12,31,14,18,13,23,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:38Z,64.31772,R+64,Trump +64,republican,64.31772,21883,64.8,22224,59.32,mississippi,2020-11-15T00:42:39.739896Z
28111,Perry,5825,0,15,15,Merged into voters' home precincts and released with cumulative results,100,5794,>98%,>98% reported,edison,4,unknown,,400,,,4426,1340,9,20,4,7,3,6,4,6,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:38Z,52.97854,R+53,Trump +53,republican,52.97854,5432,53.7,5722,45.61,mississippi,2020-11-15T00:42:39.739896Z
28113,Pike,17360,0,25,25,None,100,14601,>98%,>98% reported,edison,4,some,,1376,,,8479,8646,43,91,22,18,18,21,4,18,0,0,0,0,0,0,0,0,0,0,2020-11-14T21:50:18Z,0.96198,D+0.96,Biden +0.96,democrat,-0.96198,16360,-0.2,17974,-8.17,mississippi,2020-11-15T00:42:39.739896Z
28115,Pontotoc,14215,0,28,28,Merged into voters' home precincts and released with cumulative results,100,13148,>98%,>98% reported,edison,4,all,,602,,,11425,2580,29,102,16,17,10,16,4,16,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:40Z,62.223,R+62,Trump +62,republican,62.223,12984,61.2,12411,53.53,mississippi,2020-11-15T00:42:39.739896Z
28117,Prentiss,10539,0,15,15,None,100,10539,>98%,>98% reported,edison,6,all,,438,,,8274,2128,20,69,9,6,3,10,3,17,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:40Z,58.31673,R+58,Trump +58,republican,58.31673,9872,56.5,10033,42.44,mississippi,2020-11-15T00:42:39.739896Z
28119,Quitman,3211,0,10,10,Merged into voters' home precincts and released with cumulative results,100,3218,>98%,>98% reported,edison,6,none,,1586,,,1020,2138,12,12,3,5,8,7,3,3,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:41Z,34.81781,D+35,Biden +35,democrat,-34.81781,3365,-39,3979,-43.25,mississippi,2020-11-15T00:42:39.739896Z
28121,Rankin,70655,0,48,48,None,100,70560,>98%,>98% reported,edison,4,some,,3512,,,50895,18847,135,555,57,62,50,42,12,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T21:45:08Z,45.35843,R+45,Trump +45,republican,45.35843,63110,52.4,64145,52.16,mississippi,2020-11-15T00:42:39.739896Z
28123,Scott,9386,0,23,23,None,86,10909,86%,86% reported,edison,4,none,,356,,,5688,3575,24,33,13,21,11,6,4,11,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:44Z,22.51225,R+23,Trump +23,republican,22.51225,10522,17.6,11202,9.44,mississippi,2020-11-15T00:42:39.739896Z
28125,Sharkey,2157,0,10,10,Released with cumulative results periodically election night,100,2157,>98%,>98% reported,edison,6,all,,144,,,687,1440,8,9,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:45Z,34.9096,D+35,Biden +35,democrat,-34.9096,2190,-35.9,2532,-41.27,mississippi,2020-11-15T00:42:39.739896Z
28127,Simpson,10066,0,23,23,None,84,11929,84%,84% reported,edison,4,none,,558,,,6552,3384,28,41,11,22,7,12,4,5,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:46Z,31.47228,R+31,Trump +31,republican,31.47228,11419,30.8,12249,22.05,mississippi,2020-11-15T00:42:39.739896Z
28129,Smith,7285,0,18,18,Merged into voters' home precincts and released with cumulative results,100,7285,>98%,>98% reported,edison,6,all,,678,,,5697,1518,12,28,11,5,3,9,2,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:47Z,57.36445,R+57,Trump +57,republican,57.36445,7627,56.5,8099,50.25,mississippi,2020-11-15T00:42:39.739896Z
28131,Stone,6546,0,15,15,Merged into voters' home precincts and released with cumulative results,100,6546,>98%,>98% reported,edison,6,all,,338,,,5239,1208,9,50,13,8,5,12,2,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:47Z,61.57959,R+62,Trump +62,republican,61.57959,7045,53,7532,45.37,mississippi,2020-11-15T00:42:39.739896Z
28133,Sunflower,9628,0,17,17,None,100,9121,>98%,>98% reported,edison,4,unknown,,234,,,2784,6741,37,18,8,14,8,13,3,2,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:48Z,41.09888,D+41,Biden +41,democrat,-41.09888,9598,-41,11228,-46.94,mississippi,2020-11-15T00:42:39.739896Z
28135,Tallahatchie,5691,0,21,21,Merged into voters' home precincts and released with cumulative results,90,6333,90%,90% reported,edison,2,unknown,,916,,,2488,3105,22,20,9,15,14,11,1,6,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:49Z,10.84168,D+11,Biden +11,democrat,-10.84168,5870,-14.9,6503,-22.45,mississippi,2020-11-15T00:42:39.739896Z
28137,Tate,12923,0,20,20,None,100,12563,>98%,>98% reported,edison,4,unknown,,602,,,8619,4122,55,57,11,16,16,12,7,8,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:49Z,34.79842,R+35,Trump +35,republican,34.79842,11627,30.7,12406,19.34,mississippi,2020-11-15T00:42:39.739896Z
28139,Tippah,10001,0,24,24,None,100,9352,>98%,>98% reported,edison,2,unknown,,540,,,7987,1906,24,41,14,9,6,11,3,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:50Z,60.80392,R+61,Trump +61,republican,60.80392,9260,58.3,9164,48.01,mississippi,2020-11-15T00:42:39.739896Z
28141,Tishomingo,9057,0,14,14,Merged into voters' home precincts and released with cumulative results,100,8477,>98%,>98% reported,edison,2,none,,594,,,7854,1050,15,97,10,7,5,9,1,9,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:51Z,75.12421,R+75,Trump +75,republican,75.12421,8371,73.7,7936,56.58,mississippi,2020-11-15T00:42:39.739896Z
28143,Tunica,3494,0,12,12,Merged into voters' home precincts and released with cumulative results,98,3560,98%,98% reported,edison,2,unknown,,230,,,912,2525,26,9,7,7,3,2,0,3,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:51Z,46.16485,D+46,Biden +46,democrat,-46.16485,3567,-50.9,4382,-59.15,mississippi,2020-11-15T00:42:39.739896Z
28145,Union,12683,0,20,20,Merged into voters' home precincts and released with cumulative results,100,11642,>98%,>98% reported,edison,2,none,,700,,,10373,2160,28,81,10,13,6,9,3,0,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:52Z,64.75597,R+65,Trump +65,republican,64.75597,11496,62.8,11365,50.65,mississippi,2020-11-15T00:42:39.739896Z
28147,Walthall,5721,0,20,20,None,78,7353,78%,78% reported,edison,2,unknown,,466,,,3426,2236,14,18,3,6,5,5,5,3,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:52Z,20.80056,R+21,Trump +21,republican,20.80056,6919,18.3,7551,8.33,mississippi,2020-11-15T00:42:39.739896Z
28149,Warren,21162,0,23,23,None,100,20831,>98%,>98% reported,edison,2,unknown,,1150,,,10236,10681,45,90,23,25,26,24,9,3,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:53Z,2.10283,D+2,Biden +2,democrat,-2.10283,19416,2.5,21391,-1.54,mississippi,2020-11-15T00:42:39.739896Z
28151,Washington,10514,0,19,19,None,66,16016,66%,66% reported,edison,4,unknown,,914,,,4114,6218,55,45,15,17,15,9,9,17,0,0,0,0,0,0,0,0,0,0,2020-11-14T16:39:54Z,20.01141,D+20,Biden +20,democrat,-20.01141,16825,-36.5,19715,-42.25,mississippi,2020-11-15T00:42:39.739896Z
