fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_warnerm,results_gaded,results_absentee_warnerm,results_absentee_gaded,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
51595,Emporia,2330,1027,7,8,Merged into voters' home precincts and released with cumulative results,73,3177,73%,73% reported,edison,4,all,,2367,,,1618,712,789,238,2020-11-14T16:40:59Z,38.88412,D+39,Warner +39,democrat,virginia,2020-11-16T00:45:25.100219Z
51057,Essex,6111,3846,5,5,"As a precinct in the FIRST cumulative report, along with regular precincts",100,6082,>98%,>98% reported,edison,2,unknown,,644,,,3194,2917,2215,1631,2020-11-14T16:41:47Z,4.53281,D+5,Warner +5,democrat,virginia,2020-11-16T00:45:25.100219Z
51059,Fairfax,572734,0,68,244,Released as a precinct in the middle of the night,88,650396,88%,88% reported,edison,4,unknown,,93111,,,401005,171729,0,0,2020-11-14T16:41:47Z,40.03185,D+40,Warner +40,democrat,virginia,2020-11-16T00:45:25.100219Z
51600,Fairfax City,13323,10046,7,7,Released separately AFTER election night,100,13209,>98%,>98% reported,edison,6,none,,2574,,,9190,4133,7540,2506,2020-11-14T16:40:59Z,37.95692,D+38,Warner +38,democrat,virginia,2020-11-16T00:45:25.100219Z
51610,Falls Church,8766,7524,4,4,Released as a precinct in the middle of the night,96,9153,96%,96% reported,edison,4,none,,2617,,,7016,1750,6337,1187,2020-11-14T16:41:00Z,60.07301,D+60,Warner +60,democrat,virginia,2020-11-16T00:45:25.100219Z
51061,Fauquier,42405,27400,20,21,None,100,39321,>98%,>98% reported,edison,2,none,,4691,,,17468,24937,13838,13562,2020-11-14T16:41:47Z,17.61349,R+18,Gade +18,republican,virginia,2020-11-16T00:45:25.100219Z
51063,Floyd,9315,5420,6,6,Released as a precinct at the end of tabulation,100,9329,>98%,>98% reported,edison,6,some,,1069,,,3407,5908,2725,2695,2020-11-14T16:41:47Z,26.84917,R+27,Gade +27,republican,virginia,2020-11-16T00:45:25.100219Z
51065,Fluvanna,15710,10400,6,6,Released with cumulative results periodically election night,100,15620,>98%,>98% reported,edison,6,all,,1896,,,7830,7880,6315,4085,2020-11-14T16:41:47Z,0.31827,R+0.32,Gade +0.32,republican,virginia,2020-11-16T00:45:25.100219Z
51067,Franklin,29646,12390,22,24,None,100,29646,>98%,>98% reported,edison,6,all,,2169,,,9831,19815,5777,6613,2020-11-14T16:41:47Z,33.67739,R+34,Gade +34,republican,virginia,2020-11-16T00:45:25.100219Z
51620,Franklin City,3959,2300,6,7,"As a precinct in the FIRST cumulative report, along with regular precincts",77,5138,77%,77% reported,edison,4,all,,369,,,2549,1410,1591,709,2020-11-14T16:41:00Z,28.76989,D+29,Warner +29,democrat,virginia,2020-11-16T00:45:25.100219Z
51069,Frederick,47902,28220,22,22,"As a precinct in the FIRST cumulative report, along with regular precincts",100,42442,>98%,>98% reported,edison,4,unknown,,3376,,,17962,29940,13228,14992,2020-11-14T16:41:47Z,25.00522,R+25,Gade +25,republican,virginia,2020-11-16T00:45:25.100219Z
51630,Fredericksburg,12575,8735,6,6,None,99,12710,>98%,>98% reported,edison,6,unknown,,1464,,,8495,4080,6458,2277,2020-11-14T16:41:00Z,35.10934,D+35,Warner +35,democrat,virginia,2020-11-16T00:45:25.100219Z
51640,Galax,2598,1411,4,4,Released as a precinct at the end of tabulation,100,2548,>98%,>98% reported,edison,2,unknown,,275,,,919,1679,608,803,2020-11-14T16:41:01Z,29.25327,R+29,Gade +29,republican,virginia,2020-11-16T00:45:25.100219Z
51071,Giles,9019,4173,9,10,Released as a precinct at the end of tabulation,100,8805,>98%,>98% reported,edison,2,unknown,,706,,,2713,6306,1667,2506,2020-11-14T16:41:48Z,39.83812,R+40,Gade +40,republican,virginia,2020-11-16T00:45:25.100219Z
51073,Gloucester,22126,11376,11,12,Released separately AFTER election night,100,20590,>98%,>98% reported,edison,4,none,,1618,,,7521,14605,5177,6199,2020-11-14T16:41:48Z,32.01663,R+32,Gade +32,republican,virginia,2020-11-16T00:45:25.100219Z
51075,Goochland,16702,10628,11,11,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,15882,>98%,>98% reported,edison,2,unknown,,1503,,,6730,9972,5178,5450,2020-11-14T16:41:48Z,19.41085,R+19,Gade +19,republican,virginia,2020-11-16T00:45:25.100219Z
51077,Grayson,7918,3054,15,16,Released separately AFTER election night,100,7811,>98%,>98% reported,edison,2,unknown,,769,,,1946,5972,1129,1925,2020-11-14T16:41:48Z,50.84617,R+51,Gade +51,republican,virginia,2020-11-16T00:45:25.100219Z
51079,Greene,11190,6983,6,6,Released as a precinct at the end of tabulation,100,10083,>98%,>98% reported,edison,2,unknown,,1078,,,4529,6661,3504,3479,2020-11-14T16:41:48Z,19.05273,R+19,Gade +19,republican,virginia,2020-11-16T00:45:25.100219Z
51081,Greensville,4538,1999,9,10,Merged into voters' home precincts and released with cumulative results,100,4551,>98%,>98% reported,edison,6,all,,4363,,,2716,1822,1363,636,2020-11-14T16:41:48Z,19.70031,D+20,Warner +20,democrat,virginia,2020-11-16T00:45:25.100219Z
51083,Halifax,18082,10376,19,21,Released separately AFTER election night,99,18228,>98%,>98% reported,edison,4,unknown,,1636,,,8258,9824,5819,4557,2020-11-14T16:41:49Z,8.66055,R+9,Gade +9,republican,virginia,2020-11-16T00:45:25.100219Z
51650,Hampton,64404,44191,27,31,None,82,78306,82%,82% reported,edison,2,unknown,,6950,,,46627,17777,35056,9135,2020-11-14T16:41:01Z,44.79535,D+45,Warner +45,democrat,virginia,2020-11-16T00:45:25.100219Z
51085,Hanover,69757,42721,35,37,Released separately AFTER election night,98,71002,98%,98% reported,edison,2,unknown,,5539,,,25864,43893,19077,23644,2020-11-14T16:41:49Z,25.84543,R+26,Gade +26,republican,virginia,2020-11-16T00:45:25.100219Z
51660,Harrisonburg,16750,11120,7,9,Released separately AFTER election night,82,20358,82%,82% reported,edison,2,unknown,,1409,,,11116,5634,8226,2894,2020-11-14T16:41:01Z,32.72836,D+33,Warner +33,democrat,virginia,2020-11-16T00:45:25.100219Z
51087,Henrico,179885,108259,86,92,Released as a precinct at the end of tabulation,93,193112,93%,93% reported,edison,2,unknown,,17095,,,117199,62686,80869,27390,2020-11-14T16:41:49Z,30.30436,D+30,Warner +30,democrat,virginia,2020-11-16T00:45:25.100219Z
51089,Henry,25667,13161,23,25,"As a precinct in the FIRST cumulative report, along with regular precincts",99,25817,>98%,>98% reported,edison,6,some,,1528,,,10616,15051,6936,6225,2020-11-14T16:41:49Z,17.279,R+17,Gade +17,republican,virginia,2020-11-16T00:45:25.100219Z
51091,Highland,1524,479,6,7,Merged into voters' home precincts and released with cumulative results,100,1527,>98%,>98% reported,edison,6,all,,1391,,,504,1020,246,233,2020-11-14T16:41:49Z,33.85827,R+34,Gade +34,republican,virginia,2020-11-16T00:45:25.100219Z
51670,Hopewell,9526,5378,7,8,Released as a precinct at the end of tabulation,90,10637,90%,90% reported,edison,4,unknown,,788,,,5681,3845,3499,1879,2020-11-14T16:41:01Z,19.27357,D+19,Warner +19,democrat,virginia,2020-11-16T00:45:25.100219Z
51093,Isle of Wight,23367,13488,13,14,Released as a precinct at the end of tabulation,100,22119,>98%,>98% reported,edison,4,none,,1924,,,9821,13546,7024,6464,2020-11-14T16:41:50Z,15.94128,R+16,Gade +16,republican,virginia,2020-11-16T00:45:25.100219Z
51095,James City,49285,36920,19,20,"As a precinct in the FIRST cumulative report, along with regular precincts",100,48847,>98%,>98% reported,edison,4,unknown,,7037,,,25685,23600,21728,15192,2020-11-14T16:41:50Z,4.2305,D+4,Warner +4,democrat,virginia,2020-11-16T00:45:25.100219Z
51099,King George,14142,9735,6,6,"As a precinct in the FIRST cumulative report, along with regular precincts",100,12656,>98%,>98% reported,edison,4,unknown,,1496,,,5758,8384,4543,5192,2020-11-14T16:41:50Z,18.5688,R+19,Gade +19,republican,virginia,2020-11-16T00:45:25.100219Z
51101,King William,10526,4731,7,7,Released separately AFTER election night,100,9614,>98%,>98% reported,edison,4,unknown,,566,,,3447,7079,2095,2636,2020-11-14T16:41:50Z,34.50504,R+35,Gade +35,republican,virginia,2020-11-16T00:45:25.100219Z
51097,King and Queen,4077,1884,6,6,"As a precinct in the FIRST cumulative report, along with regular precincts",100,3880,>98%,>98% reported,edison,2,unknown,,354,,,1705,2372,1017,867,2020-11-14T16:41:50Z,16.36007,R+16,Gade +16,republican,virginia,2020-11-16T00:45:25.100219Z
