fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
13001,Appling,8341,6237,9,9,None,100,8341,>98%,>98% reported,edison,6,unknown,,4621,,,6526,1779,36,,4764,1442,31,,2020-11-11T03:26:21Z,56.91164,R+57,Trump +57,republican,56.91164,7012,57.9,7086,49.04,georgia,2020-11-12T17:31:03.732863Z
13003,Atkinson,3155,2174,4,4,None,100,3155,>98%,>98% reported,edison,6,unknown,,2338,,,2300,825,30,0,1583,575,16,0,2020-11-11T03:26:23Z,46.75119,R+47,Trump +47,republican,46.75119,2610,45.2,2902,34.73,georgia,2020-11-12T17:31:03.732863Z
13005,Bacon,4668,4087,1,1,"As a precinct in the FIRST cumulative report, along with regular precincts",100,4668,>98%,>98% reported,edison,10,unknown,,3600,,,4018,625,25,0,3586,484,17,0,2020-11-11T03:26:25Z,72.68638,R+73,Trump +73,republican,72.68638,4029,68.4,3931,58.56,georgia,2020-11-12T17:31:03.732863Z
13007,Baker,1555,1111,5,5,"Released as first report, then NOT included in cumulative results",100,1555,>98%,>98% reported,edison,10,unknown,,1091,,,897,652,6,,604,503,4,,2020-11-11T03:26:27Z,15.75563,R+16,Trump +16,republican,15.75563,1440,8.7,1589,-0.57,georgia,2020-11-12T17:31:03.732863Z
13009,Baldwin,18251,14783,14,14,Other,100,18251,>98%,>98% reported,edison,10,all,,14066,,,8903,9140,208,,7026,7612,145,,2020-11-11T03:26:28Z,1.29856,D+1.3,Biden +1.3,democrat,-1.29856,16116,-1.7,16238,-5.51,georgia,2020-11-12T17:31:03.732863Z
13011,Banks,8801,6974,13,13,None,100,8801,>98%,>98% reported,edison,6,unknown,,3683,,,7795,932,74,,6141,779,54,,2020-11-11T03:26:18Z,77.97978,R+78,Trump +78,republican,77.97978,6975,78.1,6195,73.83,georgia,2020-11-12T17:31:03.732863Z
13013,Barrow,38017,30087,8,8,None,100,38017,>98%,>98% reported,edison,10,unknown,,20877,,,26804,10453,664,96,20916,8733,438,0,2020-11-11T03:26:21Z,43.00971,R+43,Trump +43,republican,43.00971,29174,49.8,25199,50.39,georgia,2020-11-12T17:31:03.732863Z
13015,Bartow,50465,37807,17,17,None,100,50465,>98%,>98% reported,edison,6,unknown,,25757,,,37673,12091,701,,27475,9909,423,,2020-11-11T03:26:47Z,50.69256,R+51,Trump +51,republican,50.69256,39733,54.6,35802,51.62,georgia,2020-11-12T17:31:03.732863Z
13017,Ben Hill,6560,5764,3,3,Other,100,6560,>98%,>98% reported,edison,10,unknown,,5778,,,4110,2392,58,,3668,2056,40,,2020-11-11T03:26:47Z,26.18902,R+26,Trump +26,republican,26.18902,5936,27.6,5956,14.84,georgia,2020-11-12T17:31:03.732863Z
13019,Berrien,7743,5543,5,5,Released as a separate subtotal as first report of the night,100,7743,>98%,>98% reported,edison,10,unknown,,4416,,,6419,1269,55,,4574,935,34,,2020-11-11T03:26:48Z,66.51169,R+67,Trump +67,republican,66.51169,6613,66.2,6201,57.57,georgia,2020-11-12T17:31:03.732863Z
13021,Bibb,70802,53704,31,31,Released as a separate subtotal in the middle of the tabulation,100,70802,>98%,>98% reported,edison,10,unknown,,38674,,,26585,43468,749,,18609,34648,447,,2020-11-11T03:26:48Z,23.84537,D+24,Biden +24,democrat,-23.84537,62880,-20.3,64718,-20.03,georgia,2020-11-12T17:31:03.732863Z
13023,Bleckley,5706,4447,1,1,Merged into voters' home precincts and released with cumulative results,100,5706,>98%,>98% reported,edison,10,unknown,,4032,,,4328,1311,67,,3384,1016,47,,2020-11-11T03:26:49Z,52.87417,R+53,Trump +53,republican,52.87417,4974,52.6,4907,47.24,georgia,2020-11-12T17:31:03.732863Z
13025,Brantley,7746,5577,3,3,"As a precinct in the FIRST cumulative report, along with regular precincts",100,7746,>98%,>98% reported,edison,10,unknown,,3280,,,6991,699,56,,4992,553,32,,2020-11-11T03:26:49Z,81.22902,R+81,Trump +81,republican,81.22902,6301,78.5,6002,67.06,georgia,2020-11-12T17:31:03.732863Z
13027,Brooks,7100,5129,7,7,Released as a precinct as first report of the night,100,7100,>98%,>98% reported,edison,10,all,,5648,,,4260,2790,50,,2831,2264,34,,2020-11-11T03:26:49Z,20.70423,R+21,Trump +21,republican,20.70423,6336,18.5,6742,6.17,georgia,2020-11-12T17:31:03.732863Z
13029,Bryan,21340,17808,10,10,Released as a precinct in the middle of the night,100,21340,>98%,>98% reported,edison,10,unknown,,11968,,,14244,6739,357,,11660,5899,249,,2020-11-11T03:26:34Z,35.1687,R+35,Trump +35,republican,35.1687,15271,42.7,13453,43.51,georgia,2020-11-12T17:31:03.732863Z
13031,Bulloch,30084,20765,16,16,Other,100,30084,>98%,>98% reported,edison,10,unknown,,19275,,,18386,11243,455,,11710,8793,262,,2020-11-11T03:26:35Z,23.74352,R+24,Trump +24,republican,23.74352,25585,22.8,24085,19.02,georgia,2020-11-12T17:31:03.732863Z
13033,Burke,10684,7220,16,16,None,100,10684,>98%,>98% reported,edison,10,unknown,,6829,,,5400,5209,75,,3451,3719,50,,2020-11-11T03:26:36Z,1.78772,R+1.8,Trump +1.8,republican,1.78772,9410,-2.6,9779,-11.29,georgia,2020-11-12T17:31:03.732863Z
13035,Butts,11789,10558,1,1,Released as a precinct as first report of the night,100,11789,>98%,>98% reported,edison,10,all,,10779,,,8405,3272,91,21,7579,2895,69,15,2020-11-11T03:27:00Z,43.54059,R+44,Trump +44,republican,43.54059,9514,43.6,9381,35.58,georgia,2020-11-12T17:31:03.732863Z
13037,Calhoun,2194,1548,5,5,Merged into voters' home precincts and released with cumulative results,100,2194,>98%,>98% reported,edison,6,unknown,,1318,,,923,1260,11,,644,899,5,,2020-11-11T03:27:00Z,15.36007,D+15,Biden +15,democrat,-15.36007,2025,-17.2,2188,-18.97,georgia,2020-11-12T17:31:03.732863Z
13039,Camden,23688,18724,14,14,"As a precinct in the FIRST cumulative report, along with regular precincts",100,23688,>98%,>98% reported,edison,6,unknown,,14382,,,15251,7967,470,,11626,6798,300,,2020-11-11T03:27:00Z,30.74975,R+31,Trump +31,republican,30.74975,19069,33.5,17983,27.61,georgia,2020-11-12T17:31:03.732863Z
13043,Candler,4432,2292,1,1,Other,100,4432,>98%,>98% reported,edison,10,unknown,,3010,,,3134,1269,29,,1547,739,6,,2020-11-11T03:26:39Z,42.08032,R+42,Trump +42,republican,42.08032,3763,43.5,3528,33.65,georgia,2020-11-12T17:31:03.732863Z
13045,Carroll,54474,40073,28,28,None,100,54474,>98%,>98% reported,edison,10,unknown,,31790,,,37476,16238,760,,26375,13216,482,,2020-11-11T03:26:40Z,38.98741,R+39,Trump +39,republican,38.98741,44459,39.5,41549,37.53,georgia,2020-11-12T17:31:03.732863Z
13047,Catoosa,32692,26296,11,11,None,100,32692,>98%,>98% reported,edison,10,unknown,,21358,,,25167,6932,494,99,19973,5952,313,58,2020-11-11T03:26:41Z,55.77817,R+56,Trump +56,republican,55.77817,26940,59.8,23678,52.76,georgia,2020-11-12T17:31:03.732863Z
13049,Charlton,4566,3190,8,8,Merged into voters' home precincts and released with cumulative results,100,4566,>98%,>98% reported,edison,10,unknown,,2992,,,3419,1103,44,,2293,870,27,,2020-11-11T03:26:59Z,50.72273,R+51,Trump +51,republican,50.72273,4031,48.3,3764,35.33,georgia,2020-11-12T17:31:03.732863Z
13051,Chatham,133589,96111,92,92,Released as a precinct as first report of the night,100,133589,>98%,>98% reported,edison,6,all,,63578,,,53288,78369,1932,,34846,60237,1028,,2020-11-11T03:26:59Z,18.77475,D+19,Biden +19,democrat,-18.77475,113051,-14.7,108628,-12.01,georgia,2020-11-12T17:31:03.732863Z
13053,Chattahoochee,1590,1124,1,1,None,100,1590,>98%,>98% reported,edison,6,all,,126,,,880,667,35,8,585,515,17,7,2020-11-11T03:26:59Z,13.39623,R+13,Trump +13,republican,13.39623,1390,11.3,1490,0.4,georgia,2020-11-12T17:31:03.732863Z
13055,Chattooga,10050,7162,13,13,Released with cumulative results periodically election night,100,10050,>98%,>98% reported,edison,10,unknown,,5234,,,8064,1854,132,,5594,1486,82,,2020-11-11T03:27:00Z,61.79104,R+62,Trump +62,republican,61.79104,8252,58.8,7822,41.17,georgia,2020-11-12T17:31:03.732863Z
13057,Cherokee,144830,113527,42,42,Released as a separate subtotal as first report of the night,100,144830,>98%,>98% reported,edison,10,unknown,,90723,,,99587,42794,2449,,75810,36190,1527,,2020-11-11T03:27:00Z,39.21356,R+39,Trump +39,republican,39.21356,112784,49.1,98220,57.7,georgia,2020-11-12T17:31:03.732863Z
13059,Clarke,51218,42161,24,24,None,100,51218,>98%,>98% reported,edison,10,unknown,,31528,,,14412,35969,837,,10988,30607,566,,2020-11-11T03:27:00Z,42.08872,D+42,Biden +42,democrat,-42.08872,45476,-37.1,40368,-28.78,georgia,2020-11-12T17:31:03.732863Z
13061,Clay,1434,1133,5,5,Merged into voters' home precincts and released with cumulative results,100,1434,>98%,>98% reported,edison,10,all,,907,,,637,790,7,,506,625,2,,2020-11-11T03:26:57Z,10.66946,D+11,Biden +11,democrat,-10.66946,1273,-10.3,1402,-23.18,georgia,2020-11-12T17:31:03.732863Z
13063,Clayton,112344,91519,65,65,None,100,112344,>98%,>98% reported,edison,10,unknown,,91435,,,15813,95476,1055,,12354,78456,709,,2020-11-11T03:26:57Z,70.90988,D+71,Biden +71,democrat,-70.90988,93580,-70.1,96067,-70.07,georgia,2020-11-12T17:31:03.732863Z
13065,Clinch,2864,2008,5,5,"As a precinct in the FIRST cumulative report, along with regular precincts",100,2864,>98%,>98% reported,edison,10,unknown,,1870,,,2105,747,12,,1486,512,10,,2020-11-11T03:26:57Z,47.4162,R+47,Trump +47,republican,47.4162,2464,42.2,2472,30.18,georgia,2020-11-12T17:31:03.732863Z
13067,Cobb,393744,322841,145,145,Merged into voters' home precincts and released with cumulative results,100,393744,>98%,>98% reported,edison,6,unknown,,202586,,,165459,221844,6441,,127671,190898,4272,,2020-11-11T03:26:58Z,14.32022,D+14,Biden +14,democrat,-14.32022,334058,-2.2,310116,12.45,georgia,2020-11-12T17:31:03.732863Z
