fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_cornynj,results_hegarm,results_mckennonk,results_collinsda,results_write_ins,results_absentee_cornynj,results_absentee_hegarm,results_absentee_mckennonk,results_absentee_collinsda,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
48393,Roberts,545,360,4,5,Released as a precinct as first report of the night,76,720,76%,76% reported,edison,2,unknown,,399,,,526,15,4,0,,348,9,3,0,,2020-11-11T03:27:06Z,93.76147,R+94,Cornyn +94,republican,texas,2020-11-12T00:38:28.291665Z
48395,Robertson,7965,6450,14,16,Released as a precinct as first report of the night,93,8605,93%,93% reported,edison,2,unknown,,7781,,,5575,2232,118,34,6,4550,1792,82,25,1,2020-11-11T03:27:06Z,41.97112,R+42,Cornyn +42,republican,texas,2020-11-12T00:38:28.291665Z
48397,Rockwall,57704,52391,18,18,Released as a precinct as first report of the night,100,50672,>98%,>98% reported,edison,2,unknown,,36546,,,39824,16600,928,323,29,36012,15338,745,267,29,2020-11-11T03:27:06Z,40.24678,R+40,Cornyn +40,republican,texas,2020-11-12T00:38:28.291665Z
48399,Runnels,4183,3020,9,11,Released as a precinct as first report of the night,94,4467,94%,94% reported,edison,2,unknown,,,,,3603,497,59,24,0,2618,356,37,9,0,2020-11-11T03:27:06Z,74.25293,R+74,Cornyn +74,republican,texas,2020-11-12T00:38:28.291665Z
48401,Rusk,21159,16026,20,23,Released as a precinct as first report of the night,94,22430,94%,94% reported,edison,4,some,,18369,,,16346,4450,275,78,10,12281,3519,179,46,1,2020-11-11T03:27:06Z,56.22194,R+56,Cornyn +56,republican,texas,2020-11-12T00:38:28.291665Z
48403,Sabine,5409,4269,8,9,Released as a precinct as first report of the night,98,5492,98%,98% reported,edison,2,unknown,,4544,,,4661,681,45,22,,3666,553,34,16,,2020-11-11T03:27:06Z,73.58107,R+74,Cornyn +74,republican,texas,2020-11-12T00:38:28.291665Z
48405,San Augustine,3873,2837,10,12,Released as a precinct as first report of the night,89,4358,89%,89% reported,edison,2,unknown,,3105,,,2896,926,39,12,,2048,758,22,9,,2020-11-11T03:27:07Z,50.86496,R+51,Cornyn +51,republican,texas,2020-11-12T00:38:28.291665Z
48407,San Jacinto,12354,10187,11,12,Released as a precinct as first report of the night,100,12214,>98%,>98% reported,edison,2,unknown,,9360,,,9803,2264,224,63,,8068,1897,175,47,,2020-11-11T03:27:07Z,61.02477,R+61,Cornyn +61,republican,texas,2020-11-12T00:38:28.291665Z
48409,San Patricio,25280,21558,23,26,Released as a precinct as first report of the night,100,25280,>98%,>98% reported,edison,6,all,,19161,,,16151,8482,486,161,0,13775,7292,364,127,0,2020-11-11T03:27:07Z,30.33623,R+30,Cornyn +30,republican,texas,2020-11-12T00:38:28.291665Z
48411,San Saba,2500,1785,3,4,Released as a precinct as first report of the night,90,2783,90%,90% reported,edison,2,unknown,,1940,,,2218,270,9,3,,1567,215,2,1,,2020-11-11T03:27:07Z,77.92,R+78,Cornyn +78,republican,texas,2020-11-12T00:38:28.291665Z
48413,Schleicher,1131,890,4,5,Released as a precinct as first report of the night,90,1251,90%,90% reported,edison,2,unknown,,1035,,,926,191,10,4,,733,146,8,3,,2020-11-11T03:27:07Z,64.98674,R+65,Cornyn +65,republican,texas,2020-11-12T00:38:28.291665Z
48415,Scurry,5792,4591,10,12,Released as a precinct as first report of the night,93,6246,93%,93% reported,edison,2,unknown,,4983,,,4865,805,89,32,1,3886,630,53,22,0,2020-11-11T03:27:02Z,70.09669,R+70,Cornyn +70,republican,texas,2020-11-12T00:38:28.291665Z
48417,Shackelford,1607,1231,7,8,Released as a precinct as first report of the night,87,1857,87%,87% reported,edison,2,unknown,,1206,,,1475,115,14,3,0,1138,85,5,3,0,2020-11-11T03:27:02Z,84.62974,R+85,Cornyn +85,republican,texas,2020-11-12T00:38:28.291665Z
48419,Shelby,9969,6912,13,15,Released as a precinct as first report of the night,91,10952,91%,91% reported,edison,2,unknown,,7145,,,7854,2013,75,27,,5356,1493,48,15,,2020-11-11T03:27:02Z,58.59163,R+59,Cornyn +59,republican,texas,2020-11-12T00:38:28.291665Z
48421,Sherman,986,678,4,5,Released as a precinct as first report of the night,73,1349,73%,73% reported,edison,2,unknown,,974,,,888,88,7,2,1,604,69,4,0,1,2020-11-11T03:27:03Z,81.1359,R+81,Cornyn +81,republican,texas,2020-11-12T00:38:28.291665Z
48423,Smith,99093,86718,67,74,Released as a precinct as first report of the night,100,99521,>98%,>98% reported,edison,6,all,,90067,,,69047,28118,1437,437,54,60615,24637,1095,330,41,2020-11-11T03:27:03Z,41.30362,R+41,Cornyn +41,republican,texas,2020-11-12T00:38:28.291665Z
48425,Somervell,4915,4248,4,4,Released as a precinct as first report of the night,100,4811,>98%,>98% reported,edison,2,unknown,,3539,,,4097,712,78,27,1,3543,622,61,21,1,2020-11-11T03:26:59Z,68.8708,R+69,Cornyn +69,republican,texas,2020-11-12T00:38:28.291665Z
48427,Starr,14706,12080,10,10,Released as a precinct as first report of the night,84,17600,84%,84% reported,edison,2,unknown,,12032,,,5825,8139,356,385,1,4651,6836,287,305,1,2020-11-11T03:26:59Z,15.73507,D+16,Hegar +16,democrat,texas,2020-11-12T00:38:28.291665Z
48429,Stephens,3734,2969,7,9,Released as a precinct as first report of the night,91,4087,91%,91% reported,edison,2,unknown,,3737,,,3312,373,32,17,,2622,311,23,13,,2020-11-11T03:27:00Z,78.70916,R+79,Cornyn +79,republican,texas,2020-11-12T00:38:28.291665Z
48431,Sterling,621,473,3,4,Released as a precinct as first report of the night,75,823,75%,75% reported,edison,2,unknown,,408,,,567,47,2,5,,437,33,1,2,,2020-11-11T03:27:00Z,83.73591,R+84,Cornyn +84,republican,texas,2020-11-12T00:38:28.291665Z
48433,Stonewall,714,714,3,4,Released as a precinct as first report of the night,78,911,78%,78% reported,edison,2,unknown,,437,,,586,122,3,3,,586,122,3,3,,2020-11-11T03:27:01Z,64.98599,R+65,Cornyn +65,republican,texas,2020-11-12T00:38:28.291665Z
48435,Sutton,1530,1309,4,5,Released as a precinct as first report of the night,79,1936,79%,79% reported,edison,2,unknown,,1807,,,1204,305,10,10,1,1033,262,5,8,1,2020-11-11T03:27:01Z,58.75817,R+59,Cornyn +59,republican,texas,2020-11-12T00:38:28.291665Z
48437,Swisher,2316,1742,7,9,Released as a precinct as first report of the night,87,2676,87%,87% reported,edison,2,unknown,,1756,,,1792,464,44,15,1,1373,335,26,8,0,2020-11-11T03:26:55Z,57.34024,R+57,Cornyn +57,republican,texas,2020-11-12T00:38:28.291665Z
48439,Tarrant,824815,752265,693,730,Released as a precinct as first report of the night,95,869068,95%,95% reported,edison,4,unknown,,685898,,,421571,380734,16392,6100,18,387136,345159,14559,5407,4,2020-11-11T03:26:56Z,4.95105,R+5,Cornyn +5,republican,texas,2020-11-12T00:38:28.291665Z
48441,Taylor,54278,44935,32,35,Released as a precinct as first report of the night,99,54924,>98%,>98% reported,edison,6,all,,48518,,,39777,12983,1205,309,4,32709,11120,874,228,4,2020-11-11T03:26:56Z,49.36438,R+49,Cornyn +49,republican,texas,2020-11-12T00:38:28.291665Z
48443,Terrell,450,354,4,5,Released as a precinct as first report of the night,63,719,63%,63% reported,edison,2,unknown,,648,,,324,116,5,3,2,248,96,5,3,2,2020-11-11T03:26:57Z,46.22222,R+46,Cornyn +46,republican,texas,2020-11-12T00:38:28.291665Z
48445,Terry,3520,2825,6,8,Released as a precinct as first report of the night,80,4378,80%,80% reported,edison,2,unknown,,3782,,,2728,714,63,15,,2217,551,47,10,,2020-11-11T03:26:58Z,57.21591,R+57,Cornyn +57,republican,texas,2020-11-12T00:38:28.291665Z
48447,Throckmorton,874,528,5,6,Released as a precinct as first report of the night,83,1057,83%,83% reported,edison,2,unknown,,614,,,788,76,7,3,,479,44,4,1,,2020-11-11T03:26:58Z,81.46453,R+81,Cornyn +81,republican,texas,2020-11-12T00:38:28.291665Z
48449,Titus,10365,8131,16,19,Released as a precinct as first report of the night,93,11123,93%,93% reported,edison,2,unknown,,7555,,,7419,2744,152,50,,5889,2104,103,35,,2020-11-11T03:26:52Z,45.10371,R+45,Cornyn +45,republican,texas,2020-11-12T00:38:28.291665Z
48451,Tom Green,44514,33045,35,35,Released as a precinct as first report of the night,94,47505,94%,94% reported,edison,2,unknown,,37998,,,32149,11259,873,231,2,23496,8872,534,141,2,2020-11-11T03:26:53Z,46.92906,R+47,Cornyn +47,republican,texas,2020-11-12T00:38:28.291665Z
48453,Travis,595624,547352,242,248,Released as a precinct as first report of the night,98,609336,98%,98% reported,edison,4,some,,391428,,,174380,405003,11910,4145,186,154205,380260,9537,3350,0,2020-11-11T03:26:53Z,38.71956,D+39,Hegar +39,democrat,texas,2020-11-12T00:38:28.291665Z
48455,Trinity,6802,5244,17,20,Released as a precinct as first report of the night,92,7362,92%,92% reported,edison,2,unknown,,6125,,,5435,1258,79,30,,4206,970,46,22,,2020-11-11T03:26:54Z,61.40841,R+61,Cornyn +61,republican,texas,2020-11-12T00:38:28.291665Z
48457,Tyler,9409,6601,11,18,Released as a precinct as first report of the night,99,9466,>98%,>98% reported,edison,2,unknown,,6461,,,7819,1385,152,53,0,5390,1077,97,37,0,2020-11-11T03:26:54Z,68.38134,R+68,Cornyn +68,republican,texas,2020-11-12T00:38:28.291665Z
48459,Upshur,18612,15152,20,22,Released as a precinct as first report of the night,98,18910,98%,98% reported,edison,2,unknown,,12933,,,15437,2797,319,55,4,12518,2375,217,38,4,2020-11-11T03:26:55Z,67.91317,R+68,Cornyn +68,republican,texas,2020-11-12T00:38:28.291665Z
48461,Upton,1333,1035,4,5,Released as a precinct as first report of the night,84,1591,84%,84% reported,edison,2,unknown,,1421,,,1145,159,18,11,0,887,125,14,9,0,2020-11-11T03:26:48Z,73.96849,R+74,Cornyn +74,republican,texas,2020-11-12T00:38:28.291665Z
48463,Uvalde,10061,7991,12,14,Released as a precinct as first report of the night,86,11653,86%,86% reported,edison,2,unknown,,10291,,,5955,3813,192,99,2,4519,3256,147,67,2,2020-11-11T03:26:48Z,21.29013,R+21,Cornyn +21,republican,texas,2020-11-12T00:38:28.291665Z
48465,Val Verde,14077,11759,14,17,Released as a precinct as first report of the night,80,17702,80%,80% reported,edison,4,some,,12685,,,7567,6113,220,164,13,6280,5196,162,109,12,2020-11-11T03:26:49Z,10.32891,R+10,Cornyn +10,republican,texas,2020-11-12T00:38:28.291665Z
48467,Van Zandt,25535,17038,17,19,Released as a precinct as first report of the night,99,25850,>98%,>98% reported,edison,2,unknown,,15091,,,21861,3287,281,106,,14546,2279,162,51,,2020-11-11T03:26:50Z,72.73938,R+73,Cornyn +73,republican,texas,2020-11-12T00:38:28.291665Z
48469,Victoria,33674,27580,29,35,Released as a precinct as first report of the night,92,36753,92%,92% reported,edison,2,unknown,,29340,,,23136,9825,523,172,18,18830,8251,374,125,0,2020-11-11T03:26:50Z,39.52901,R+40,Cornyn +40,republican,texas,2020-11-12T00:38:28.291665Z
48471,Walker,23475,19360,16,17,Released as a precinct as first report of the night,99,23641,>98%,>98% reported,edison,6,unknown,,16785,,,15473,7406,447,133,16,12661,6276,314,96,13,2020-11-11T03:26:51Z,34.36422,R+34,Cornyn +34,republican,texas,2020-11-12T00:38:28.291665Z
48473,Waller,22345,18981,21,21,Released as a precinct as first report of the night,100,19820,>98%,>98% reported,edison,2,some,,15909,,,14162,7672,392,119,,12127,6488,282,84,,2020-11-11T03:26:49Z,29.04453,R+29,Cornyn +29,republican,texas,2020-11-12T00:38:28.291665Z
48475,Ward,3937,3038,8,9,Released as a precinct as first report of the night,97,4069,97%,97% reported,edison,2,unknown,,3020,,,3136,723,61,16,1,2440,547,39,11,1,2020-11-11T03:26:50Z,61.29032,R+61,Cornyn +61,republican,texas,2020-11-12T00:38:28.291665Z
48477,Washington,17265,14399,20,22,Released as a precinct as first report of the night,94,18306,94%,94% reported,edison,2,unknown,,15246,,,12979,4013,221,51,1,10763,3444,156,35,1,2020-11-11T03:26:51Z,51.93165,R+52,Cornyn +52,republican,texas,2020-11-12T00:38:28.291665Z
48479,Webb,66393,51881,63,70,Released as a precinct as first report of the night,90,73977,90%,90% reported,edison,2,some,,48936,,,23153,40822,1246,1103,69,17885,32304,914,732,46,2020-11-11T03:26:52Z,26.61275,D+27,Hegar +27,democrat,texas,2020-11-12T00:38:28.291665Z
48481,Wharton,16565,14385,11,13,Released as a precinct as first report of the night,95,17397,95%,95% reported,edison,2,unknown,,14576,,,11802,4490,203,69,1,10397,3766,164,58,0,2020-11-11T03:26:53Z,44.14126,R+44,Cornyn +44,republican,texas,2020-11-12T00:38:28.291665Z
48483,Wheeler,2281,1598,8,11,Released as a precinct as first report of the night,84,2723,84%,84% reported,edison,2,unknown,,1640,,,2079,165,26,11,,1457,118,17,6,,2020-11-11T03:26:54Z,83.91057,R+84,Cornyn +84,republican,texas,2020-11-12T00:38:28.291665Z
48485,Wichita,45010,37127,56,62,Released as a precinct as first report of the night,89,50639,89%,89% reported,edison,2,some,,45995,,,31488,12278,988,256,,26142,10115,690,180,,2020-11-11T03:26:54Z,42.6794,R+43,Cornyn +43,republican,texas,2020-11-12T00:38:28.291665Z
48487,Wilbarger,4413,3664,4,5,Released as a precinct as first report of the night,91,4848,91%,91% reported,edison,2,unknown,,4072,,,3469,872,54,18,,2907,703,43,11,,2020-11-11T03:26:55Z,58.84886,R+59,Cornyn +59,republican,texas,2020-11-12T00:38:28.291665Z
48489,Willacy,5274,3408,14,17,Released as a precinct as first report of the night,80,6624,80%,80% reported,edison,2,unknown,,3321,,,2179,2957,85,53,,1359,1974,46,29,,2020-11-11T03:26:55Z,14.75161,D+15,Hegar +15,democrat,texas,2020-11-12T00:38:28.291665Z
48491,Williamson,281549,256610,58,58,Released as a precinct as first report of the night,99,285000,>98%,>98% reported,edison,4,all,,172960,,,141319,132575,6065,1472,118,126717,123747,4939,1190,17,2020-11-11T03:26:56Z,3.10568,R+3,Cornyn +3,republican,texas,2020-11-12T00:38:28.291665Z
48493,Wilson,24690,20661,17,17,Released as a precinct as first report of the night,100,22948,>98%,>98% reported,edison,2,unknown,,17031,,,18324,5940,308,118,,15177,5164,232,88,,2020-11-11T03:26:56Z,50.15796,R+50,Cornyn +50,republican,texas,2020-11-12T00:38:28.291665Z
48495,Winkler,2094,1447,5,6,Released as a precinct as first report of the night,86,2439,86%,86% reported,edison,2,unknown,,1480,,,1714,338,30,12,,1172,251,18,6,,2020-11-11T03:26:57Z,65.71156,R+66,Cornyn +66,republican,texas,2020-11-12T00:38:28.291665Z
48497,Wise,31932,27070,26,26,Released as a precinct as first report of the night,100,29258,>98%,>98% reported,edison,2,unknown,,19355,,,26587,4621,562,162,,22605,3932,420,113,,2020-11-11T03:26:57Z,68.78993,R+69,Cornyn +69,republican,texas,2020-11-12T00:38:28.291665Z
48499,Wood,22360,19189,13,14,Released as a precinct as first report of the night,100,22115,>98%,>98% reported,edison,2,unknown,,14753,,,18673,3296,306,85,,15985,2910,230,64,,2020-11-11T03:26:58Z,68.77013,R+69,Cornyn +69,republican,texas,2020-11-12T00:38:28.291665Z
48501,Yoakum,2596,2105,6,7,Released as a precinct as first report of the night,87,2994,87%,87% reported,edison,2,unknown,,2155,,,2151,386,38,21,0,1778,284,28,15,0,2020-11-11T03:26:59Z,67.98921,R+68,Cornyn +68,republican,texas,2020-11-12T00:38:28.291665Z
48503,Young,8114,6992,8,10,Released as a precinct as first report of the night,89,9101,89%,89% reported,edison,2,unknown,,9164,,,6999,969,120,26,,6055,823,94,20,,2020-11-11T03:26:59Z,74.316,R+74,Cornyn +74,republican,texas,2020-11-12T00:38:28.291665Z
48505,Zapata,3370,2172,7,8,Released as a precinct as first report of the night,73,4606,73%,73% reported,edison,2,unknown,,3125,,,1453,1816,51,50,,931,1192,26,23,,2020-11-11T03:27:00Z,10.77151,D+11,Hegar +11,democrat,texas,2020-11-12T00:38:28.291665Z
48507,Zavala,3994,2756,5,6,Released as a precinct as first report of the night,84,4749,84%,84% reported,edison,2,unknown,,3597,,,1232,2633,72,57,,751,1940,36,29,,2020-11-11T03:27:00Z,35.07762,D+35,Hegar +35,democrat,texas,2020-11-12T00:38:28.291665Z
