fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_sarbanesj,results_anthonyc,results_absentee_sarbanesj,results_absentee_anthonyc,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
24003,Anne Arundel,113322,0,76,78,Released as a precinct as first report of the night,99,114903,>98%,>98% reported,edison,2,none,61018,67337,45985,0,0,2020-11-13T22:38:43Z,18.84188,D+19,Sarbanes +19,democrat,MD-G-H-3-2020-11-03,md-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",349390,18342,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,251,277,91% reporting,91%,91,385000,edison,91%,91% reported,edison,democrat,FALSE,2020-11-13T22:38:45Z,TRUE,38.8042,135578,D+39,Sarbanes +39,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604463730942
24005,Baltimore,55975,0,30,39,Released separately AFTER election night,79,70689,79%,79% reported,edison,2,none,89978,35651,20324,0,0,2020-11-12T01:33:43Z,27.38187,D+27,Sarbanes +27,democrat,MD-G-H-3-2020-11-03,md-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",349390,18342,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,251,277,91% reporting,91%,91,385000,edison,91%,91% reported,edison,democrat,FALSE,2020-11-13T22:38:45Z,TRUE,38.8042,135578,D+39,Sarbanes +39,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604463730942
24510,Baltimore City,76040,0,84,91,Other,93,81887,93%,93% reported,edison,2,none,72816,61292,14748,0,0,2020-11-13T15:37:44Z,61.20989,D+61,Sarbanes +61,democrat,MD-G-H-3-2020-11-03,md-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",349390,18342,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,251,277,91% reporting,91%,91,385000,edison,91%,91% reported,edison,democrat,FALSE,2020-11-13T22:38:45Z,TRUE,38.8042,135578,D+39,Sarbanes +39,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604463730942
24027,Howard,55980,18342,37,38,Released separately AFTER election night,99,56289,>98%,>98% reported,edison,2,some,48738,41209,14771,11560,6782,2020-11-13T21:08:43Z,47.22758,D+47,Sarbanes +47,democrat,MD-G-H-3-2020-11-03,md-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",349390,18342,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,251,277,91% reporting,91%,91,385000,edison,91%,91% reported,edison,democrat,FALSE,2020-11-13T22:38:45Z,TRUE,38.8042,135578,D+39,Sarbanes +39,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604463730942
24031,Montgomery,48073,0,24,31,Released as a precinct as first report of the night,79,60852,79%,79% reported,edison,2,unknown,124702,36995,11078,0,0,2020-11-13T03:49:51Z,53.91176,D+54,Sarbanes +54,democrat,MD-G-H-3-2020-11-03,md-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-maryland.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-maryland.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-dem,3,District 3,MD,maryland,Maryland,Md.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",349390,18342,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,251,277,91% reporting,91%,91,385000,edison,91%,91% reported,edison,democrat,FALSE,2020-11-13T22:38:45Z,TRUE,38.8042,135578,D+39,Sarbanes +39,democrat,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,Mail ballots postmarked by Election Day are accepted until Nov. 13 and will be reported each day those ballots are counted.,10,0,1604463730942
