fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_johnsonh,results_ezammudeenj,results_absentee_johnsonh,results_absentee_ezammudeenj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
13089,DeKalb,183776,158318,98,98,Released with cumulative results periodically election night,90,204248,90%,90% reported,edison,2,unknown,261315,165723,18053,144512,13806,2020-11-13T20:40:47Z,80.35326,D+80,Johnson +80,democrat,GA-G-H-4-2020-11-03,ga-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-dem,4,District 4,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",348209,292859,4,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,163,163,100% reporting,100%,91,383000,edison,91%,91% reported,edison,democrat,FALSE,2020-11-13T20:40:49Z,TRUE,60.14692,209437,D+60,Johnson +60,democrat,"Because of the small margin between the candidates, the secretary of state authorized a hand recount of the presidential election in the state.","Because of the small margin between the candidates, the secretary of state authorized a hand recount of the presidential election in the state.",0,0,1604466742383
13135,Gwinnett,80106,67744,33,33,Released with cumulative results periodically election night,92,86932,92%,92% reported,edison,2,unknown,177474,55207,24899,47622,20122,2020-11-11T03:26:37Z,37.83487,D+38,Johnson +38,democrat,GA-G-H-4-2020-11-03,ga-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-dem,4,District 4,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",348209,292859,4,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,163,163,100% reporting,100%,91,383000,edison,91%,91% reported,edison,democrat,FALSE,2020-11-13T20:40:49Z,TRUE,60.14692,209437,D+60,Johnson +60,democrat,"Because of the small margin between the candidates, the secretary of state authorized a hand recount of the presidential election in the state.","Because of the small margin between the candidates, the secretary of state authorized a hand recount of the presidential election in the state.",0,0,1604466742383
13217,Newton,40733,29263,16,16,None,95,42908,95%,95% reported,edison,4,unknown,40739,26681,14052,20661,8602,2020-11-11T03:26:39Z,31.00435,D+31,Johnson +31,democrat,GA-G-H-4-2020-11-03,ga-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-dem,4,District 4,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",348209,292859,4,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,163,163,100% reporting,100%,91,383000,edison,91%,91% reported,edison,democrat,FALSE,2020-11-13T20:40:49Z,TRUE,60.14692,209437,D+60,Johnson +60,democrat,"Because of the small margin between the candidates, the secretary of state authorized a hand recount of the presidential election in the state.","Because of the small margin between the candidates, the secretary of state authorized a hand recount of the presidential election in the state.",0,0,1604466742383
13247,Rockdale,43594,37534,16,16,Released as a precinct as first report of the night,90,48200,90%,90% reported,edison,2,unknown,42981,31212,12382,27543,9991,2020-11-11T03:26:38Z,43.19402,D+43,Johnson +43,democrat,GA-G-H-4-2020-11-03,ga-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-dem,4,District 4,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",348209,292859,4,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,163,163,100% reporting,100%,91,383000,edison,91%,91% reported,edison,democrat,FALSE,2020-11-13T20:40:49Z,TRUE,60.14692,209437,D+60,Johnson +60,democrat,"Because of the small margin between the candidates, the secretary of state authorized a hand recount of the presidential election in the state.","Because of the small margin between the candidates, the secretary of state authorized a hand recount of the presidential election in the state.",0,0,1604466742383
