fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_defaziop,results_skarlatosa,results_hoffayd,results_absentee_defaziop,results_absentee_skarlatosa,results_absentee_hoffayd,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
41003,Benton,43482,0,19,20,Other,95,45554,95%,95% reported,edison,2,some,30481,12003,998,0,0,0,2020-11-11T03:26:23Z,42.49575,D+42,DeFazio +42,democrat,OR-G-H-4-2020-11-03,or-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,lean-dem,4,District 4,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",464346,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,280,281,99% reporting,99%,99,447000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-12T20:00:48Z,TRUE,5.42117,25173,D+5,DeFazio +5,democrat,"","",0,0,1604467807276
41011,Coos,35927,0,18,18,Other,100,34746,>98%,>98% reported,edison,2,some,14535,20600,792,0,0,0,2020-11-11T03:26:24Z,16.88145,R+17,Skarlatos +17,republican,OR-G-H-4-2020-11-03,or-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,lean-dem,4,District 4,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",464346,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,280,281,99% reporting,99%,99,447000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-12T20:00:48Z,TRUE,5.42117,25173,D+5,DeFazio +5,democrat,"","",0,0,1604467807276
41015,Curry,14581,0,27,27,Other,100,14003,>98%,>98% reported,edison,2,unknown,5983,8275,323,0,0,0,2020-11-11T03:26:24Z,15.71909,R+16,Skarlatos +16,republican,OR-G-H-4-2020-11-03,or-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,lean-dem,4,District 4,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",464346,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,280,281,99% reporting,99%,99,447000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-12T20:00:48Z,TRUE,5.42117,25173,D+5,DeFazio +5,democrat,"","",0,0,1604467807276
41019,Douglas,62406,0,28,28,Other,100,59408,>98%,>98% reported,edison,2,some,20569,40625,1212,0,0,0,2020-11-11T03:26:24Z,32.13794,R+32,Skarlatos +32,republican,OR-G-H-4-2020-11-03,or-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,lean-dem,4,District 4,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",464346,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,280,281,99% reporting,99%,99,447000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-12T20:00:48Z,TRUE,5.42117,25173,D+5,DeFazio +5,democrat,"","",0,0,1604467807276
41033,Josephine,18298,0,18,18,Other,99,18522,>98%,>98% reported,edison,2,some,6779,11014,505,0,0,0,2020-11-11T03:26:24Z,23.14461,R+23,Skarlatos +23,republican,OR-G-H-4-2020-11-03,or-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,lean-dem,4,District 4,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",464346,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,280,281,99% reporting,99%,99,447000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-12T20:00:48Z,TRUE,5.42117,25173,D+5,DeFazio +5,democrat,"","",0,0,1604467807276
41039,Lane,218905,0,80,80,Other,100,210526,>98%,>98% reported,edison,4,some,134711,79658,4536,0,0,0,2020-11-11T03:26:24Z,25.14927,D+25,DeFazio +25,democrat,OR-G-H-4-2020-11-03,or-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,lean-dem,4,District 4,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",464346,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,280,281,99% reporting,99%,99,447000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-12T20:00:48Z,TRUE,5.42117,25173,D+5,DeFazio +5,democrat,"","",0,0,1604467807276
41043,Linn,70747,0,90,90,Other,100,64128,>98%,>98% reported,edison,2,some,26704,42414,1629,0,0,0,2020-11-12T20:00:45Z,22.20589,R+22,Skarlatos +22,republican,OR-G-H-4-2020-11-03,or-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oregon.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-oregon.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,lean-dem,4,District 4,OR,oregon,Oregon,Ore.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",464346,0,unknown,Most polls close at 11 p.m. Eastern time.,Most polls close in,Most polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,280,281,99% reporting,99%,99,447000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-12T20:00:48Z,TRUE,5.42117,25173,D+5,DeFazio +5,democrat,"","",0,0,1604467807276
