fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_valadaod,results_coxt,results_absentee_valadaod,results_absentee_coxt,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race
06019,Fresno,57671,34901,63,63,Merged into voters' home precincts and released with cumulative results,100,52386,>98%,>98% reported,edison,4,all,227374,29728,27943,16782,18119,2020-11-13T23:37:10Z,3.09514,R+3,Valadao +3,republican,CA-G-H-21-2020-11-03,ca-house-general-district-021-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california-house-district-21.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-california.html,house,general,2020-11-03,FALSE,U.S. House District 21,U.S. House,H,"Don’t expect to see David Valadao invoking the president as he wages a tough, personal campaign to win back the Central Valley House seat he <a href=""https://www.nytimes.com/2018/12/06/us/politics/tj-cox-california-david-valadao.html""> narrowly lost in 2018</a> to T.J. Cox, the Democratic candidate. Instead, Mr. Valadao has been portraying himself as a moderate Republican who <a href=""https://twitter.com/dgvaladao/status/1318603298501402625"">can bridge partisan divides</a>, while Mr. Cox has countered with a campaign <a href=""https://www.youtube.com/watch?v=APACVHF6hhw"">tying his challenger to President Trump</a>.",tossup,TRUE,21,District 21,CA,california,California,Calif.,vertical,0.5,"",FALSE,TRUE,"",FALSE,"",158967,96649,4,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,305,313,97% reporting,97%,99,154000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-13T23:37:13Z,TRUE,1.43237,2277,R+1.4,Valadao +1.4,republican,"All active registered voters were sent mail ballots, and late-arriving mail ballots and provisional ballots will be counted in the days and weeks after the election.","All active registered voters were sent mail ballots, and late-arriving mail ballots and provisional ballots will be counted in the days and weeks after the election.",17,0
06029,Kern,54124,25711,135,143,Released as a separate subtotal as first report of the night,95,57269,95%,95% reported,edison,4,unknown,202125,22261,31863,9437,16274,2020-11-13T23:37:10Z,17.74074,D+18,Cox +18,democrat,CA-G-H-21-2020-11-03,ca-house-general-district-021-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california-house-district-21.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-california.html,house,general,2020-11-03,FALSE,U.S. House District 21,U.S. House,H,"Don’t expect to see David Valadao invoking the president as he wages a tough, personal campaign to win back the Central Valley House seat he <a href=""https://www.nytimes.com/2018/12/06/us/politics/tj-cox-california-david-valadao.html""> narrowly lost in 2018</a> to T.J. Cox, the Democratic candidate. Instead, Mr. Valadao has been portraying himself as a moderate Republican who <a href=""https://twitter.com/dgvaladao/status/1318603298501402625"">can bridge partisan divides</a>, while Mr. Cox has countered with a campaign <a href=""https://www.youtube.com/watch?v=APACVHF6hhw"">tying his challenger to President Trump</a>.",tossup,TRUE,21,District 21,CA,california,California,Calif.,vertical,0.5,"",FALSE,TRUE,"",FALSE,"",158967,96649,4,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,305,313,97% reporting,97%,99,154000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-13T23:37:13Z,TRUE,1.43237,2277,R+1.4,Valadao +1.4,republican,"All active registered voters were sent mail ballots, and late-arriving mail ballots and provisional ballots will be counted in the days and weeks after the election.","All active registered voters were sent mail ballots, and late-arriving mail ballots and provisional ballots will be counted in the days and weeks after the election.",17,0
06031,Kings,41717,32870,96,96,Released as a separate subtotal as first report of the night,100,38767,>98%,>98% reported,edison,4,unknown,38870,25906,15811,20219,12651,2020-11-11T03:25:37Z,24.19877,R+24,Valadao +24,republican,CA-G-H-21-2020-11-03,ca-house-general-district-021-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california-house-district-21.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-california.html,house,general,2020-11-03,FALSE,U.S. House District 21,U.S. House,H,"Don’t expect to see David Valadao invoking the president as he wages a tough, personal campaign to win back the Central Valley House seat he <a href=""https://www.nytimes.com/2018/12/06/us/politics/tj-cox-california-david-valadao.html""> narrowly lost in 2018</a> to T.J. Cox, the Democratic candidate. Instead, Mr. Valadao has been portraying himself as a moderate Republican who <a href=""https://twitter.com/dgvaladao/status/1318603298501402625"">can bridge partisan divides</a>, while Mr. Cox has countered with a campaign <a href=""https://www.youtube.com/watch?v=APACVHF6hhw"">tying his challenger to President Trump</a>.",tossup,TRUE,21,District 21,CA,california,California,Calif.,vertical,0.5,"",FALSE,TRUE,"",FALSE,"",158967,96649,4,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,305,313,97% reporting,97%,99,154000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-13T23:37:13Z,TRUE,1.43237,2277,R+1.4,Valadao +1.4,republican,"All active registered voters were sent mail ballots, and late-arriving mail ballots and provisional ballots will be counted in the days and weeks after the election.","All active registered voters were sent mail ballots, and late-arriving mail ballots and provisional ballots will be counted in the days and weeks after the election.",17,0
06107,Tulare,5455,3167,11,11,Released as a separate subtotal as first report of the night,100,5154,>98%,>98% reported,edison,4,unknown,98048,2727,2728,1610,1557,2020-11-13T02:36:09Z,0.01833,D+0.02,Cox +0.02,democrat,CA-G-H-21-2020-11-03,ca-house-general-district-021-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california-house-district-21.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-california.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-california.html,house,general,2020-11-03,FALSE,U.S. House District 21,U.S. House,H,"Don’t expect to see David Valadao invoking the president as he wages a tough, personal campaign to win back the Central Valley House seat he <a href=""https://www.nytimes.com/2018/12/06/us/politics/tj-cox-california-david-valadao.html""> narrowly lost in 2018</a> to T.J. Cox, the Democratic candidate. Instead, Mr. Valadao has been portraying himself as a moderate Republican who <a href=""https://twitter.com/dgvaladao/status/1318603298501402625"">can bridge partisan divides</a>, while Mr. Cox has countered with a campaign <a href=""https://www.youtube.com/watch?v=APACVHF6hhw"">tying his challenger to President Trump</a>.",tossup,TRUE,21,District 21,CA,california,California,Calif.,vertical,0.5,"",FALSE,TRUE,"",FALSE,"",158967,96649,4,unknown,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T04:00:00.000Z,11 p.m.,305,313,97% reporting,97%,99,154000,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-13T23:37:13Z,TRUE,1.43237,2277,R+1.4,Valadao +1.4,republican,"All active registered voters were sent mail ballots, and late-arriving mail ballots and provisional ballots will be counted in the days and weeks after the election.","All active registered voters were sent mail ballots, and late-arriving mail ballots and provisional ballots will be counted in the days and weeks after the election.",17,0
