fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_rochesterl,results_murphyl,results_purcellc,results_rogersd,results_absentee_rochesterl,results_absentee_murphyl,results_absentee_purcellc,results_absentee_rogersd,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
10001,Kent,84578,0,89,89,Released as a separate subtotal as first report of the night,100,83171,>98%,>98% reported,edison,2,unknown,6274,42965,39562,1283,768,0,0,0,0,2020-11-05T06:51:34Z,4.0235,D+4,Rochester +4,democrat,DE-G-H-1-2020-11-03,de-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-delaware-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-delaware.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-delaware.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-dem,1,At-Large,DE,delaware,Delaware,Del.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",486828,0,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,418,434,96% reporting,96%,98,495000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-09T18:33:44Z,TRUE,17.43942,84900,D+17,Rochester +17,democrat,"","",0,0,1604451716493
10003,New Castle,276635,0,256,272,Released as a separate subtotal as first report of the night,94,292888,94%,94% reported,edison,2,unknown,16274,183619,86968,3813,2235,0,0,0,0,2020-11-09T21:44:52Z,34.9381,D+35,Rochester +35,democrat,DE-G-H-1-2020-11-03,de-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-delaware-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-delaware.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-delaware.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-dem,1,At-Large,DE,delaware,Delaware,Del.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",486828,0,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,418,434,96% reporting,96%,98,495000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-09T18:33:44Z,TRUE,17.43942,84900,D+17,Rochester +17,democrat,"","",0,0,1604451716493
10005,Sussex,125615,0,73,73,Released as a separate subtotal as first report of the night,100,118522,>98%,>98% reported,edison,2,unknown,11440,54052,69206,1567,790,0,0,0,0,2020-11-04T22:46:41Z,12.06385,R+12,Murphy +12,republican,DE-G-H-1-2020-11-03,de-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-delaware-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-delaware.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-delaware.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-dem,1,At-Large,DE,delaware,Delaware,Del.,vertical,0.7,"",FALSE,TRUE,winner,AP,FALSE,"",486828,0,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,418,434,96% reporting,96%,98,495000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-09T18:33:44Z,TRUE,17.43942,84900,D+17,Rochester +17,democrat,"","",0,0,1604451716493
