fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_feenstrar,results_scholtenj,results_absentee_feenstrar,results_absentee_scholtenj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
19047,Crawford,6609,3829,7,8,None,83,7978,83%,83% reported,edison,2,unknown,4205,2404,2199,1630,2020-11-04T10:44:09Z,27.25072,R+27,Feenstra +27,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19059,Dickinson,10780,7568,5,6,None,91,11907,91%,91% reported,edison,2,unknown,7205,3575,4690,2878,2020-11-09T18:55:44Z,33.67347,R+34,Feenstra +34,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19063,Emmet,4649,2511,10,12,None,85,5466,85%,85% reported,edison,2,unknown,3084,1565,1400,1111,2020-11-07T22:49:50Z,32.67369,R+33,Feenstra +33,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19067,Floyd,7722,4475,8,9,None,97,7983,97%,97% reported,edison,4,some,4478,3244,2163,2312,2020-11-09T23:54:42Z,15.98032,R+16,Feenstra +16,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19069,Franklin,4883,2420,11,13,None,99,4925,>98%,>98% reported,edison,2,unknown,3249,1634,1411,1009,2020-11-09T18:55:40Z,33.07393,R+33,Feenstra +33,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19073,Greene,4800,3006,7,7,None,100,4798,>98%,>98% reported,edison,6,unknown,2952,1848,1604,1402,2020-11-10T16:55:48Z,23,R+23,Feenstra +23,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19075,Grundy,6889,3158,7,7,None,100,6768,>98%,>98% reported,edison,4,some,4889,2000,1898,1260,2020-11-04T10:44:10Z,41.93642,R+42,Feenstra +42,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19079,Hamilton,7637,4516,8,8,None,100,7637,>98%,>98% reported,edison,6,all,4690,2947,2389,2127,2020-11-04T10:43:59Z,22.8231,R+23,Feenstra +23,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19081,Hancock,5908,2777,10,11,None,100,5824,>98%,>98% reported,edison,4,some,4136,1772,1661,1116,2020-11-10T17:56:45Z,40.01354,R+40,Feenstra +40,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19083,Hardin,8692,4729,7,8,None,100,8455,>98%,>98% reported,edison,2,unknown,5758,2934,2703,2026,2020-11-09T23:54:42Z,32.48965,R+32,Feenstra +32,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19085,Harrison,7638,3763,12,13,None,89,8581,89%,89% reported,edison,2,unknown,5140,2498,2163,1600,2020-11-09T23:54:42Z,34.59021,R+35,Feenstra +35,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19091,Humboldt,5074,2719,9,10,None,87,5844,87%,87% reported,edison,2,unknown,3601,1473,1693,1026,2020-11-10T18:39:52Z,41.9393,R+42,Feenstra +42,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19093,Ida,3715,1827,7,8,None,100,3715,>98%,>98% reported,edison,6,all,2657,1058,1164,663,2020-11-04T10:44:10Z,43.04172,R+43,Feenstra +43,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19109,Kossuth,8744,4884,18,20,None,88,9903,88%,88% reported,edison,2,unknown,5964,2780,2814,2070,2020-11-09T23:54:41Z,36.41354,R+36,Feenstra +36,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19119,Lyon,6694,3281,7,8,None,91,7360,91%,91% reported,edison,2,unknown,5556,1138,2530,751,2020-11-09T18:55:44Z,65.9994,R+66,Feenstra +66,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19133,Monona,4511,2103,7,8,None,86,5258,86%,86% reported,edison,2,unknown,2967,1544,1166,937,2020-11-05T21:19:37Z,31.54511,R+32,Feenstra +32,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19141,O'Brien,7359,3544,9,9,None,86,8549,86%,86% reported,edison,4,some,5744,1615,2462,1082,2020-11-09T18:55:43Z,56.10817,R+56,Feenstra +56,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
19143,Osceola,3166,1403,8,8,None,85,3712,85%,85% reported,edison,4,some,2540,626,1047,356,2020-11-04T10:43:28Z,60.45483,R+60,Feenstra +60,republican,IA-G-H-4-2020-11-03,ia-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-iowa.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-iowa.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"J.D. Scholten, a former minor league pitcher turned Democratic candidate, faces off against Randy Feenstra, a Republican state senator. Earlier this year, Mr. Feenstra defeated the incumbent, Steve King, the nine-term Republican with a history of racist comments, in one of the biggest surprises of the 2020 primary season. ",solid-rep,TRUE,4,District 4,IA,iowa,Iowa,Iowa,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",381584,186322,38,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,445,489,91% reporting,91%,87,441000,edison,87%,87% reported,edison,republican,FALSE,2020-11-10T19:29:45Z,FALSE,24.26726,92600,R+24,Feenstra +24,republican,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,Mail ballots postmarked by the day before the election have until Nov. 9 to arrive.,6,-1,1604467247103
