fips,name,votes,absentee_votes,reporting,precincts,eevp_display,eevp_source,results_keatingb,results_bradyh,results_manleym,results_write_ins,results_absentee_keatingb,results_absentee_bradyh,results_absentee_manleym,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
25001,Barnstable,143936,0,63,65,"",edison,91363,48795,3660,118,0,0,0,0,2020-11-04T10:44:00Z,29.57426,D+30,Keating +30,democrat,MA-G-H-9-2020-11-03,ma-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-dem,9,District 9,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",417569,37607,4,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,212,222,95% reporting,95%,95,439000,edison,95%,95% reported,edison,democrat,FALSE,2020-11-10T01:04:19Z,TRUE,24.75711,103378,D+25,Keating +25,democrat,Ballots arriving on Election Day and until Nov. 6 will be counted on or after Nov. 6.,Ballots arriving on Election Day and until Nov. 6 will be counted on or after Nov. 6.,3,0,1604470050551
25005,Bristol,88794,8249,68,75,"",edison,54584,31763,2447,,5936,2177,136,,2020-11-05T16:29:11Z,25.70106,D+26,Keating +26,democrat,MA-G-H-9-2020-11-03,ma-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-dem,9,District 9,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",417569,37607,4,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,212,222,95% reporting,95%,95,439000,edison,95%,95% reported,edison,democrat,FALSE,2020-11-10T01:04:19Z,TRUE,24.75711,103378,D+25,Keating +25,democrat,Ballots arriving on Election Day and until Nov. 6 will be counted on or after Nov. 6.,Ballots arriving on Election Day and until Nov. 6 will be counted on or after Nov. 6.,3,0,1604470050551
25007,Dukes,12224,0,6,7,"",edison,9677,2390,155,2,0,0,0,0,2020-11-06T23:28:40Z,59.61224,D+60,Keating +60,democrat,MA-G-H-9-2020-11-03,ma-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-dem,9,District 9,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",417569,37607,4,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,212,222,95% reporting,95%,95,439000,edison,95%,95% reported,edison,democrat,FALSE,2020-11-10T01:04:19Z,TRUE,24.75711,103378,D+25,Keating +25,democrat,Ballots arriving on Election Day and until Nov. 6 will be counted on or after Nov. 6.,Ballots arriving on Election Day and until Nov. 6 will be counted on or after Nov. 6.,3,0,1604470050551
25019,Nantucket,7107,4407,1,1,"",edison,5129,1862,110,6,3480,876,51,0,2020-11-04T10:44:05Z,45.96876,D+46,Keating +46,democrat,MA-G-H-9-2020-11-03,ma-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-dem,9,District 9,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",417569,37607,4,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,212,222,95% reporting,95%,95,439000,edison,95%,95% reported,edison,democrat,FALSE,2020-11-10T01:04:19Z,TRUE,24.75711,103378,D+25,Keating +25,democrat,Ballots arriving on Election Day and until Nov. 6 will be counted on or after Nov. 6.,Ballots arriving on Election Day and until Nov. 6 will be counted on or after Nov. 6.,3,0,1604470050551
25023,Plymouth,164707,24935,74,74,"",edison,94467,67032,3208,,17987,6549,399,,2020-11-05T19:19:13Z,16.65685,D+17,Keating +17,democrat,MA-G-H-9-2020-11-03,ma-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-massachusetts.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-massachusetts.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-dem,9,District 9,MA,massachusetts,Massachusetts,Mass.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",417569,37607,4,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,212,222,95% reporting,95%,95,439000,edison,95%,95% reported,edison,democrat,FALSE,2020-11-10T01:04:19Z,TRUE,24.75711,103378,D+25,Keating +25,democrat,Ballots arriving on Election Day and until Nov. 6 will be counted on or after Nov. 6.,Ballots arriving on Election Day and until Nov. 6 will be counted on or after Nov. 6.,3,0,1604470050551
