fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_van_duyneb,results_valenzuelac,results_hamiltond,results_kuzmichs,results_bauerm,results_absentee_van_duyneb,results_absentee_valenzuelac,results_absentee_hamiltond,results_absentee_kuzmichs,results_absentee_bauerm,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race
48113,Dallas,143256,128348,169,179,Released as a precinct as first report of the night,95,151433,95%,95% reported,edison,4,all,739551,59192,78752,2322,1759,1231,52657,71283,1846,1517,1045,2020-11-10T17:45:43Z,13.65388,D+14,Valenzuela +14,democrat,TX-G-H-24-2020-11-03,tx-house-general-district-024-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-24.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 24,U.S. House,H,"Beth Van Duyne, a Republican former mayor, and Candace Valenzuela, a Democratic school board member who would be the first Afro-Latina member of Congress, are running for a suburban Dallas-Fort Worth seat being vacated by Representative Kenny Marchant.",lean-dem,TRUE,24,District 24,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,"",FALSE,"",343239,310916,3,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,315,335,94% reporting,94%,95,362000,edison,95%,95% reported,edison,republican,FALSE,2020-11-10T17:29:00Z,FALSE,1.34192,4606,R+1.3,Van Duyne +1.3,republican,"","",1,0
48121,Denton,60880,56207,29,29,Released as a precinct as first report of the night,100,60880,>98%,>98% reported,edison,6,all,280830,27917,30709,1004,825,425,25732,28527,841,743,364,2020-11-04T10:44:15Z,4.58607,D+5,Valenzuela +5,democrat,TX-G-H-24-2020-11-03,tx-house-general-district-024-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-24.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 24,U.S. House,H,"Beth Van Duyne, a Republican former mayor, and Candace Valenzuela, a Democratic school board member who would be the first Afro-Latina member of Congress, are running for a suburban Dallas-Fort Worth seat being vacated by Representative Kenny Marchant.",lean-dem,TRUE,24,District 24,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,"",FALSE,"",343239,310916,3,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,315,335,94% reporting,94%,95,362000,edison,95%,95% reported,edison,republican,FALSE,2020-11-10T17:29:00Z,FALSE,1.34192,4606,R+1.3,Van Duyne +1.3,republican,"","",1,0
48439,Tarrant,139103,126361,117,127,Released as a precinct as first report of the night,92,150873,92%,92% reported,edison,4,all,685898,80434,53476,2305,1640,1248,72840,49115,1867,1454,1085,2020-11-10T01:53:26Z,19.37988,R+19,Van Duyne +19,republican,TX-G-H-24-2020-11-03,tx-house-general-district-024-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-24.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 24,U.S. House,H,"Beth Van Duyne, a Republican former mayor, and Candace Valenzuela, a Democratic school board member who would be the first Afro-Latina member of Congress, are running for a suburban Dallas-Fort Worth seat being vacated by Representative Kenny Marchant.",lean-dem,TRUE,24,District 24,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,"",FALSE,"",343239,310916,3,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,315,335,94% reporting,94%,95,362000,edison,95%,95% reported,edison,republican,FALSE,2020-11-10T17:29:00Z,FALSE,1.34192,4606,R+1.3,Van Duyne +1.3,republican,"","",1,0
