fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_owensb,results_mcadamsb,results_molnarj,results_broderickj,results_write_ins,results_absentee_owensb,results_absentee_mcadamsb,results_absentee_molnarj,results_absentee_broderickj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race
49023,Juab,5224,0,9,9,Released as a separate subtotal as first report of the night,100,4388,>98%,>98% reported,edison,4,all,3157,4196,758,163,90,17,0,0,0,0,0,2020-11-10T15:12:00Z,65.81164,R+66,Owens +66,republican,UT-G-H-4-2020-11-03,ut-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-utah.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"Representative Ben McAdams, a Democrat, won the seat from Mia Love, a Republican and rising star, in 2018 by about 700 votes. Republicans have pinned their hopes of flipping the district back on Burgess Owens, a former professional football player who is running as a political outsider and has aligned himself with President Trump. National groups have invested heavily in the race — which is expected to be too close to call on election night — and attack ads have flooded the airwaves in the lead up to the election.",tossup,TRUE,4,District 4,UT,utah,Utah,Utah,horizontal,"",FALSE,TRUE,"",FALSE,"",324817,176093,1,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,507,512,99% reporting,99%,98,330000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-10T16:02:40Z,TRUE,0.2112,686,R+0.21,Owens +0.21,republican,"Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.","Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.",7,-1
49035,Salt Lake,257219,176093,433,438,Released as a separate subtotal as first report of the night,99,260429,>98%,>98% reported,edison,4,unknown,375002,107716,136517,7677,4893,416,69945,98846,4416,2886,0,2020-11-10T15:50:27Z,11.19707,D+11,McAdams +11,democrat,UT-G-H-4-2020-11-03,ut-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-utah.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"Representative Ben McAdams, a Democrat, won the seat from Mia Love, a Republican and rising star, in 2018 by about 700 votes. Republicans have pinned their hopes of flipping the district back on Burgess Owens, a former professional football player who is running as a political outsider and has aligned himself with President Trump. National groups have invested heavily in the race — which is expected to be too close to call on election night — and attack ads have flooded the airwaves in the lead up to the election.",tossup,TRUE,4,District 4,UT,utah,Utah,Utah,horizontal,"",FALSE,TRUE,"",FALSE,"",324817,176093,1,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,507,512,99% reporting,99%,98,330000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-10T16:02:40Z,TRUE,0.2112,686,R+0.21,Owens +0.21,republican,"Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.","Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.",7,-1
49039,Sanpete,5708,0,13,13,Released as a separate subtotal as first report of the night,100,5293,>98%,>98% reported,edison,4,unknown,4390,4231,1110,206,143,18,0,0,0,0,0,2020-11-10T15:51:28Z,54.67765,R+55,Owens +55,republican,UT-G-H-4-2020-11-03,ut-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-utah.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"Representative Ben McAdams, a Democrat, won the seat from Mia Love, a Republican and rising star, in 2018 by about 700 votes. Republicans have pinned their hopes of flipping the district back on Burgess Owens, a former professional football player who is running as a political outsider and has aligned himself with President Trump. National groups have invested heavily in the race — which is expected to be too close to call on election night — and attack ads have flooded the airwaves in the lead up to the election.",tossup,TRUE,4,District 4,UT,utah,Utah,Utah,horizontal,"",FALSE,TRUE,"",FALSE,"",324817,176093,1,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,507,512,99% reporting,99%,98,330000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-10T16:02:40Z,TRUE,0.2112,686,R+0.21,Owens +0.21,republican,"Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.","Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.",7,-1
49049,Utah,56666,0,52,52,Released as a separate subtotal as first report of the night,100,39963,>98%,>98% reported,edison,4,all,95185,38064,15136,2214,1252,0,0,0,0,0,0,2020-11-10T16:02:38Z,40.46165,R+40,Owens +40,republican,UT-G-H-4-2020-11-03,ut-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-utah.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-utah.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,"Representative Ben McAdams, a Democrat, won the seat from Mia Love, a Republican and rising star, in 2018 by about 700 votes. Republicans have pinned their hopes of flipping the district back on Burgess Owens, a former professional football player who is running as a political outsider and has aligned himself with President Trump. National groups have invested heavily in the race — which is expected to be too close to call on election night — and attack ads have flooded the airwaves in the lead up to the election.",tossup,TRUE,4,District 4,UT,utah,Utah,Utah,horizontal,"",FALSE,TRUE,"",FALSE,"",324817,176093,1,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,507,512,99% reporting,99%,98,330000,edison,98%,98% reported,edison,democrat,FALSE,2020-11-10T16:02:40Z,TRUE,0.2112,686,R+0.21,Owens +0.21,republican,"Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.","Ballots postmarked by the day before the election must arrive by Nov. 10 to Nov. 17, depending on the county.",7,-1
