fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
42001,Adams,56540,0,50,50,Merged into voters' home precincts and released with cumulative results,100,56000,>98%,>98% reported,edison,4,none,,3456,,,18207,37523,810,0,0,0,0,0,2020-11-24T23:36:19Z,34.16342,R+34,Trump +34,republican,34.16342,47990,35.8,42457,27.5,pennsylvania,2020-11-29T00:50:03.838733Z
42003,Allegheny,724800,345031,1323,1323,Merged into voters' home precincts and released with cumulative results,100,725000,>98%,>98% reported,edison,4,unknown,,44826,,,430759,282913,8361,2767,274774,67164,3093,0,2020-11-28T04:52:01Z,20.39818,D+20,Biden +20,democrat,-20.39818,657189,-16.5,622081,-14.57,pennsylvania,2020-11-29T00:50:03.838733Z
42005,Armstrong,36370,0,62,62,Merged into voters' home precincts AFTER election night,100,35810,>98%,>98% reported,edison,4,unknown,,2059,,,8457,27489,424,0,0,0,0,0,2020-11-28T04:52:06Z,52.32884,R+52,Trump +52,republican,52.32884,31864,51.2,29602,37.49,pennsylvania,2020-11-29T00:50:03.838733Z
42007,Beaver,94122,0,129,129,Merged into voters' home precincts and released with cumulative results,100,93250,>98%,>98% reported,edison,4,unknown,,6320,,,38122,54759,1241,0,0,0,0,0,2020-11-28T04:52:10Z,17.67599,R+18,Trump +18,republican,17.67599,84462,18.5,80474,6.57,pennsylvania,2020-11-29T00:50:03.838733Z
42009,Bedford,27574,5351,40,40,Merged into voters' home precincts and released with cumulative results,100,27018,>98%,>98% reported,edison,6,unknown,,2106,,,4367,23025,182,,2424,2872,55,,2020-11-24T13:22:23Z,67.66519,R+68,Trump +68,republican,67.66519,23675,67.2,21697,54.91,pennsylvania,2020-11-29T00:50:03.838733Z
42011,Berks,205540,0,202,202,Other,100,200000,>98%,>98% reported,edison,4,unknown,,10526,,,92895,109736,2909,0,0,0,0,0,2020-11-28T04:52:17Z,8.19354,R+8,Trump +8,republican,8.19354,184085,9.9,170320,0.99,pennsylvania,2020-11-29T00:50:03.838733Z
42013,Blair,63595,0,93,93,Merged into voters' home precincts and released with cumulative results,100,63694,>98%,>98% reported,edison,4,some,,4155,,,17636,45306,653,,0,0,0,,2020-11-24T13:22:24Z,43.50971,R+44,Trump +44,republican,43.50971,55341,45.5,50241,33.92,pennsylvania,2020-11-29T00:50:03.838733Z
42015,Bradford,30159,0,61,61,None,100,29116,>98%,>98% reported,edison,4,none,,2080,,,8046,21600,513,,0,0,0,,2020-11-24T13:22:27Z,44.94181,R+45,Trump +45,republican,44.94181,25986,45.3,23426,24.7,pennsylvania,2020-11-29T00:50:03.838733Z
42017,Bucks,396234,0,304,304,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,388000,>98%,>98% reported,edison,4,unknown,,25432,,,204712,187367,4155,0,0,0,0,0,2020-11-28T04:52:22Z,4.37746,D+4,Biden +4,democrat,-4.37746,345042,-0.8,321016,-1.23,pennsylvania,2020-11-29T00:50:03.838733Z
42019,Butler,113305,0,89,89,Released as a separate subtotal at the end of tabulation,100,111600,>98%,>98% reported,edison,4,none,,7869,,,37508,74359,1438,,0,0,0,,2020-11-24T13:22:30Z,32.52372,R+33,Trump +33,republican,32.52372,98051,36.6,89445,34.89,pennsylvania,2020-11-29T00:50:03.838733Z
