fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_cornynj,results_hegarm,results_mckennonk,results_collinsda,results_write_ins,results_absentee_cornynj,results_absentee_hegarm,results_absentee_mckennonk,results_absentee_collinsda,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
48439,Tarrant,828116,752265,696,730,Released as a precinct as first report of the night,95,869068,95%,95% reported,edison,4,some,,685898,,,423117,382408,16443,6130,18,387136,345159,14559,5407,4,2020-11-16T21:16:16Z,4.91586,R+5,Cornyn +5,republican,texas,2020-11-23T00:47:50.530696Z
48441,Taylor,54479,44931,32,35,Released as a precinct as first report of the night,99,54924,>98%,>98% reported,edison,6,all,,48518,,,39887,13074,1209,309,,32709,11120,874,228,,2020-11-19T21:51:01Z,49.21713,R+49,Cornyn +49,republican,texas,2020-11-23T00:47:50.530696Z
48443,Terrell,450,354,4,5,Released as a precinct as first report of the night,63,719,63%,63% reported,edison,2,unknown,,648,,,324,116,5,3,2,248,96,5,3,2,2020-11-16T15:48:09Z,46.22222,R+46,Cornyn +46,republican,texas,2020-11-23T00:47:50.530696Z
48445,Terry,3524,2825,6,8,Released as a precinct as first report of the night,80,4378,80%,80% reported,edison,2,unknown,,3782,,,2731,714,63,16,,2217,551,47,10,,2020-11-19T21:51:00Z,57.2361,R+57,Cornyn +57,republican,texas,2020-11-23T00:47:50.530696Z
48447,Throckmorton,874,528,5,6,Released as a precinct as first report of the night,83,1057,83%,83% reported,edison,2,unknown,,614,,,788,76,7,3,,479,44,4,1,,2020-11-16T15:48:12Z,81.46453,R+81,Cornyn +81,republican,texas,2020-11-23T00:47:50.530696Z
48449,Titus,10376,8131,16,19,Released as a precinct as first report of the night,93,11123,93%,93% reported,edison,2,unknown,,7555,,,7426,2748,152,50,,5889,2104,103,35,,2020-11-19T21:51:00Z,45.08481,R+45,Cornyn +45,republican,texas,2020-11-23T00:47:50.530696Z
48451,Tom Green,44514,33045,35,35,Released as a precinct as first report of the night,94,47505,94%,94% reported,edison,2,unknown,,37998,,,32149,11259,873,231,2,23496,8872,534,141,2,2020-11-16T15:48:14Z,46.92906,R+47,Cornyn +47,republican,texas,2020-11-23T00:47:50.530696Z
48453,Travis,600773,547352,248,248,Released as a precinct as first report of the night,99,609336,>98%,>98% reported,edison,4,some,,391428,,,175860,408528,12006,4191,188,154205,380260,9537,3350,0,2020-11-16T15:48:15Z,38.72811,D+39,Hegar +39,democrat,texas,2020-11-23T00:47:50.530696Z
48455,Trinity,6812,5244,17,20,Released as a precinct as first report of the night,93,7362,93%,93% reported,edison,2,unknown,,6125,,,5445,1258,79,30,,4206,970,46,22,,2020-11-19T21:50:58Z,61.46506,R+61,Cornyn +61,republican,texas,2020-11-23T00:47:50.530696Z
48457,Tyler,9523,6601,16,18,Released as a precinct as first report of the night,100,9466,>98%,>98% reported,edison,2,unknown,,6461,,,7916,1400,154,53,,5390,1077,97,37,,2020-11-19T21:50:58Z,68.42382,R+68,Cornyn +68,republican,texas,2020-11-23T00:47:50.530696Z
48459,Upshur,18649,15148,20,22,Released as a precinct as first report of the night,99,18910,>98%,>98% reported,edison,2,unknown,,12933,,,15470,2804,320,55,,12518,2375,217,38,,2020-11-19T21:50:57Z,67.91785,R+68,Cornyn +68,republican,texas,2020-11-23T00:47:50.530696Z
48461,Upton,1336,1035,4,5,Released as a precinct as first report of the night,84,1591,84%,84% reported,edison,2,unknown,,1421,,,1147,160,18,11,,887,125,14,9,,2020-11-19T21:50:56Z,73.87725,R+74,Cornyn +74,republican,texas,2020-11-23T00:47:50.530696Z
48463,Uvalde,10080,7989,12,14,Released as a precinct as first report of the night,87,11653,87%,87% reported,edison,2,unknown,,10291,,,5968,3821,192,99,,4519,3256,147,67,,2020-11-19T21:50:56Z,21.2996,R+21,Cornyn +21,republican,texas,2020-11-23T00:47:50.530696Z
48465,Val Verde,14955,11747,14,17,Released as a precinct as first report of the night,84,17702,84%,84% reported,edison,4,some,,12685,,,8103,6430,252,170,,6280,5196,162,109,,2020-11-19T21:50:55Z,11.18689,R+11,Cornyn +11,republican,texas,2020-11-23T00:47:50.530696Z
48467,Van Zandt,25773,17038,17,19,Released as a precinct as first report of the night,100,25850,>98%,>98% reported,edison,2,unknown,,15091,,,22010,3374,282,107,,14546,2279,162,51,,2020-11-19T21:50:55Z,72.30823,R+72,Cornyn +72,republican,texas,2020-11-23T00:47:50.530696Z
48469,Victoria,33674,27580,29,35,Released as a precinct as first report of the night,92,36753,92%,92% reported,edison,2,unknown,,29340,,,23136,9825,523,172,18,18830,8251,374,125,0,2020-11-16T15:48:25Z,39.52901,R+40,Cornyn +40,republican,texas,2020-11-23T00:47:50.530696Z
48471,Walker,23476,19347,16,17,Released as a precinct as first report of the night,99,23641,>98%,>98% reported,edison,6,unknown,,16785,,,15480,7414,449,133,,12661,6276,314,96,,2020-11-19T21:50:54Z,34.35849,R+34,Cornyn +34,republican,texas,2020-11-23T00:47:50.530696Z
48473,Waller,22458,18981,21,21,Released as a precinct as first report of the night,100,19820,>98%,>98% reported,edison,2,some,,15909,,,14219,7725,394,120,,12127,6488,282,84,,2020-11-19T21:50:53Z,28.9162,R+29,Cornyn +29,republican,texas,2020-11-23T00:47:50.530696Z
48475,Ward,3940,3037,8,9,Released as a precinct as first report of the night,97,4069,97%,97% reported,edison,2,unknown,,3020,,,3138,725,61,16,,2440,547,39,11,,2020-11-19T21:50:53Z,61.24365,R+61,Cornyn +61,republican,texas,2020-11-23T00:47:50.530696Z
48477,Washington,17279,14398,20,22,Released as a precinct as first report of the night,94,18306,94%,94% reported,edison,2,unknown,,15246,,,12988,4017,223,51,,10763,3444,156,35,,2020-11-19T21:50:52Z,51.91851,R+52,Cornyn +52,republican,texas,2020-11-23T00:47:50.530696Z
48479,Webb,66393,51881,63,70,Released as a precinct as first report of the night,90,73977,90%,90% reported,edison,2,some,,48936,,,23153,40822,1246,1103,69,17885,32304,914,732,46,2020-11-16T15:48:28Z,26.61275,D+27,Hegar +27,democrat,texas,2020-11-23T00:47:50.530696Z
48481,Wharton,16619,14385,11,13,Released as a precinct as first report of the night,96,17397,96%,96% reported,edison,2,unknown,,14576,,,11832,4513,204,70,,10397,3766,164,58,,2020-11-19T21:50:52Z,44.03995,R+44,Cornyn +44,republican,texas,2020-11-23T00:47:50.530696Z
48483,Wheeler,2281,1598,8,11,Released as a precinct as first report of the night,84,2723,84%,84% reported,edison,2,unknown,,1640,,,2079,165,26,11,,1457,118,17,6,,2020-11-16T15:48:29Z,83.91057,R+84,Cornyn +84,republican,texas,2020-11-23T00:47:50.530696Z
48485,Wichita,45281,37127,56,62,Released as a precinct as first report of the night,89,50639,89%,89% reported,edison,2,some,,45995,,,31626,12399,997,259,,26142,10115,690,180,,2020-11-19T21:51:13Z,42.46152,R+42,Cornyn +42,republican,texas,2020-11-23T00:47:50.530696Z
48487,Wilbarger,4419,3664,4,5,Released as a precinct as first report of the night,91,4848,91%,91% reported,edison,2,unknown,,4072,,,3473,874,54,18,,2907,703,43,11,,2020-11-19T21:51:12Z,58.81421,R+59,Cornyn +59,republican,texas,2020-11-23T00:47:50.530696Z
48489,Willacy,5289,3408,14,17,Released as a precinct as first report of the night,80,6624,80%,80% reported,edison,2,unknown,,3321,,,2183,2968,85,53,,1359,1974,46,29,,2020-11-19T21:51:10Z,14.84213,D+15,Hegar +15,democrat,texas,2020-11-23T00:47:50.530696Z
48491,Williamson,283789,256593,58,58,Released as a precinct as first report of the night,100,285000,>98%,>98% reported,edison,4,all,,172960,,,142391,133783,6123,1492,,126717,123747,4939,1190,,2020-11-19T21:51:10Z,3.03324,R+3,Cornyn +3,republican,texas,2020-11-23T00:47:50.530696Z
48493,Wilson,24697,20661,17,17,Released as a precinct as first report of the night,100,22948,>98%,>98% reported,edison,2,unknown,,17031,,,18327,5943,309,118,,15177,5164,232,88,,2020-11-19T21:51:09Z,50.14374,R+50,Cornyn +50,republican,texas,2020-11-23T00:47:50.530696Z
48495,Winkler,2094,1447,5,6,Released as a precinct as first report of the night,86,2439,86%,86% reported,edison,2,unknown,,1480,,,1714,338,30,12,,1172,251,18,6,,2020-11-16T15:48:32Z,65.71156,R+66,Cornyn +66,republican,texas,2020-11-23T00:47:50.530696Z
48497,Wise,31999,27070,26,26,Released as a precinct as first report of the night,100,29258,>98%,>98% reported,edison,2,unknown,,19355,,,26630,4644,563,162,,22605,3932,420,113,,2020-11-19T21:51:09Z,68.7084,R+69,Cornyn +69,republican,texas,2020-11-23T00:47:50.530696Z
48499,Wood,22468,19189,13,14,Released as a precinct as first report of the night,100,22115,>98%,>98% reported,edison,2,unknown,,14753,,,18757,3318,306,87,0,15985,2910,230,64,0,2020-11-19T19:13:26Z,68.71551,R+69,Cornyn +69,republican,texas,2020-11-23T00:47:50.530696Z
48501,Yoakum,2599,2105,6,7,Released as a precinct as first report of the night,87,2994,87%,87% reported,edison,2,some,,2155,,,2153,387,38,21,,1778,284,28,15,,2020-11-19T21:50:52Z,67.94921,R+68,Cornyn +68,republican,texas,2020-11-23T00:47:50.530696Z
48503,Young,8114,6992,8,10,Released as a precinct as first report of the night,89,9101,89%,89% reported,edison,2,unknown,,9164,,,6999,969,120,26,,6055,823,94,20,,2020-11-16T15:48:34Z,74.316,R+74,Cornyn +74,republican,texas,2020-11-23T00:47:50.530696Z
48505,Zapata,3377,2172,7,8,Released as a precinct as first report of the night,73,4606,73%,73% reported,edison,2,unknown,,3125,,,1454,1821,52,50,,931,1192,26,23,,2020-11-19T21:51:04Z,10.86763,D+11,Hegar +11,democrat,texas,2020-11-23T00:47:50.530696Z
48507,Zavala,3994,2756,5,6,Released as a precinct as first report of the night,84,4749,84%,84% reported,edison,2,unknown,,3597,,,1232,2633,72,57,,751,1940,36,29,,2020-11-16T15:48:35Z,35.07762,D+35,Hegar +35,democrat,texas,2020-11-23T00:47:50.530696Z
