fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_cornynj,results_hegarm,results_mckennonk,results_collinsda,results_write_ins,results_absentee_cornynj,results_absentee_hegarm,results_absentee_mckennonk,results_absentee_collinsda,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
48001,Anderson,19072,14360,20,23,Released as a precinct as first report of the night,95,20048,95%,95% reported,edison,2,none,,15380,,,14943,3792,249,88,,11036,3089,168,67,,2020-11-19T21:51:04Z,58.46791,R+58,Cornyn +58,republican,texas,2020-11-23T00:47:50.530696Z
48003,Andrews,5800,4734,4,5,Released as a precinct as first report of the night,99,5837,>98%,>98% reported,edison,2,unknown,,4805,,,4894,779,107,20,,4005,642,73,14,,2020-11-19T21:51:03Z,70.94828,R+71,Cornyn +71,republican,texas,2020-11-23T00:47:50.530696Z
48005,Angelina,34357,28462,38,43,Released as a precinct as first report of the night,97,35322,97%,97% reported,edison,2,unknown,,28954,,,24955,8765,460,160,17,20639,7361,335,118,9,2020-11-16T15:48:17Z,47.12286,R+47,Cornyn +47,republican,texas,2020-11-23T00:47:50.530696Z
48007,Aransas,12164,10900,5,6,Released as a precinct as first report of the night,98,12414,98%,98% reported,edison,2,unknown,,10783,,,9189,2729,178,68,,8227,2479,140,54,,2020-11-19T21:51:02Z,53.10753,R+53,Cornyn +53,republican,texas,2020-11-23T00:47:50.530696Z
48009,Archer,4724,3581,10,12,Released as a precinct as first report of the night,89,5288,89%,89% reported,edison,2,unknown,,2737,,,4178,467,65,14,,3165,368,35,13,,2020-11-16T15:48:20Z,78.55631,R+79,Cornyn +79,republican,texas,2020-11-23T00:47:50.530696Z
48011,Armstrong,1106,842,7,8,Released as a precinct as first report of the night,88,1260,88%,88% reported,edison,2,unknown,,777,,,1025,64,12,5,,779,51,8,4,,2020-11-16T15:48:21Z,86.88969,R+87,Cornyn +87,republican,texas,2020-11-23T00:47:50.530696Z
48013,Atascosa,17894,14598,25,25,Released as a precinct as first report of the night,100,17775,>98%,>98% reported,edison,2,unknown,,10647,,,11906,5588,258,142,,9734,4589,188,87,,2020-11-19T21:51:01Z,35.30792,R+35,Cornyn +35,republican,texas,2020-11-23T00:47:50.530696Z
48015,Austin,14478,11498,16,18,Released as a precinct as first report of the night,96,15153,96%,96% reported,edison,2,some,,9966,,,11454,2752,215,57,,9047,2260,153,38,,2020-11-19T21:51:01Z,60.10499,R+60,Cornyn +60,republican,texas,2020-11-23T00:47:50.530696Z
48017,Bailey,1822,1266,4,5,Released as a precinct as first report of the night,77,2361,77%,77% reported,edison,2,unknown,,1464,,,1400,383,28,11,,1016,233,12,5,,2020-11-19T21:51:00Z,55.81778,R+56,Cornyn +56,republican,texas,2020-11-23T00:47:50.530696Z
48019,Bandera,12537,10936,10,11,Released as a precinct as first report of the night,99,12614,>98%,>98% reported,edison,2,unknown,,10011,,,9957,2291,234,55,,8619,2101,179,37,,2020-11-19T21:51:00Z,61.147,R+61,Cornyn +61,republican,texas,2020-11-23T00:47:50.530696Z
48021,Bastrop,36504,31197,23,23,Released as a precinct as first report of the night,100,33601,>98%,>98% reported,edison,2,unknown,,25791,,,20468,15071,757,208,,16975,13505,561,156,,2020-11-19T21:50:59Z,14.78468,R+15,Cornyn +15,republican,texas,2020-11-23T00:47:50.530696Z
48023,Baylor,1678,1355,4,5,Released as a precinct as first report of the night,89,1880,89%,89% reported,edison,2,unknown,,1554,,,1462,177,30,9,,1196,137,18,4,,2020-11-19T21:50:59Z,76.57926,R+77,Cornyn +77,republican,texas,2020-11-23T00:47:50.530696Z
48025,Bee,9045,7260,15,18,Released as a precinct as first report of the night,90,10020,90%,90% reported,edison,2,some,,7301,,,5713,3103,171,58,,4520,2572,126,42,,2020-11-19T21:50:58Z,28.85572,R+29,Cornyn +29,republican,texas,2020-11-23T00:47:50.530696Z
48027,Bell,126799,102525,49,49,Released as a precinct as first report of the night,100,117276,>98%,>98% reported,edison,4,all,,89466,,,68934,54413,2725,727,,54424,45741,1840,520,,2020-11-19T21:50:55Z,11.45198,R+11,Cornyn +11,republican,texas,2020-11-23T00:47:50.530696Z
48029,Bexar,752935,660134,753,767,Released as a precinct as first report of the night,98,766539,98%,98% reported,edison,2,all,,609654,,,320095,411328,15205,6307,,277734,365778,11794,4828,,2020-11-19T21:51:11Z,12.11698,D+12,Hegar +12,democrat,texas,2020-11-23T00:47:50.530696Z
48031,Blanco,7391,6408,7,7,Released as a precinct as first report of the night,100,7019,>98%,>98% reported,edison,2,unknown,,4204,,,5441,1812,103,30,5,4635,1667,81,22,3,2020-11-16T15:48:29Z,49.10026,R+49,Cornyn +49,republican,texas,2020-11-23T00:47:50.530696Z
48033,Borden,411,302,7,8,Released as a precinct as first report of the night,87,475,87%,87% reported,edison,2,unknown,,320,,,390,18,1,2,,290,11,0,1,,2020-11-19T21:51:10Z,90.51095,R+91,Cornyn +91,republican,texas,2020-11-23T00:47:50.530696Z
48035,Bosque,9038,6473,11,12,Released as a precinct as first report of the night,98,9256,98%,98% reported,edison,2,unknown,,4229,,,7367,1490,121,60,,5228,1130,77,38,,2020-11-19T21:51:09Z,65.02545,R+65,Cornyn +65,republican,texas,2020-11-23T00:47:50.530696Z
48037,Bowie,37931,29781,36,43,Released as a precinct as first report of the night,91,41804,91%,91% reported,edison,4,all,,32487,,,26908,10406,474,143,,20577,8772,336,96,,2020-11-19T21:51:09Z,43.50531,R+44,Cornyn +44,republican,texas,2020-11-23T00:47:50.530696Z
48039,Brazoria,153362,138188,65,67,Released as a precinct as first report of the night,100,149605,>98%,>98% reported,edison,2,some,,131649,,,90705,58759,3019,879,,81451,53556,2447,734,,2020-11-19T21:51:08Z,20.83045,R+21,Cornyn +21,republican,texas,2020-11-23T00:47:50.530696Z
48041,Brazos,84149,71230,95,99,Released as a precinct as first report of the night,99,84753,>98%,>98% reported,edison,6,all,,57474,,,49346,32098,2243,462,,41430,27828,1635,337,,2020-11-19T21:51:08Z,20.49698,R+20,Cornyn +20,republican,texas,2020-11-23T00:47:50.530696Z
48043,Brewster,4768,3945,8,9,Released as a precinct as first report of the night,99,4805,>98%,>98% reported,edison,6,all,,4467,,,2453,2167,113,35,,1986,1858,77,24,,2020-11-19T21:51:07Z,5.99832,R+6,Cornyn +6,republican,texas,2020-11-23T00:47:50.530696Z
48045,Briscoe,715,448,4,6,Released as a precinct as first report of the night,75,957,75%,75% reported,edison,2,unknown,,503,,,625,79,6,5,,392,52,2,2,,2020-11-19T21:51:07Z,76.36364,R+76,Cornyn +76,republican,texas,2020-11-23T00:47:50.530696Z
48047,Brooks,2356,1745,4,6,Released as a precinct as first report of the night,70,3375,70%,70% reported,edison,2,unknown,,1853,,,859,1425,39,33,,566,1130,31,18,,2020-11-16T15:48:33Z,24.02377,D+24,Hegar +24,democrat,texas,2020-11-23T00:47:50.530696Z
48049,Brown,15755,12376,16,19,Released as a precinct as first report of the night,95,16564,95%,95% reported,edison,2,some,,14372,,,13482,1965,250,58,,10582,1577,174,43,,2020-11-19T21:51:06Z,73.1006,R+73,Cornyn +73,republican,texas,2020-11-23T00:47:50.530696Z
48051,Burleson,8489,6592,13,14,Released as a precinct as first report of the night,100,8219,>98%,>98% reported,edison,2,unknown,,5572,,,6596,1709,142,42,,5076,1393,97,26,,2020-11-19T21:51:05Z,57.56862,R+58,Cornyn +58,republican,texas,2020-11-23T00:47:50.530696Z
48053,Burnet,24540,20701,21,21,Released as a precinct as first report of the night,100,23708,>98%,>98% reported,edison,2,unknown,,17630,,,18687,5323,438,92,,15666,4659,318,58,,2020-11-19T21:51:05Z,54.45803,R+54,Cornyn +54,republican,texas,2020-11-23T00:47:50.530696Z
48055,Caldwell,14868,12248,30,32,Released as a precinct as first report of the night,100,14280,>98%,>98% reported,edison,2,unknown,,10580,,,8044,6449,272,103,,6604,5369,199,76,,2020-11-19T21:51:04Z,10.72774,R+11,Cornyn +11,republican,texas,2020-11-23T00:47:50.530696Z
48057,Calhoun,7745,5621,22,26,Released as a precinct as first report of the night,94,8225,94%,94% reported,edison,2,unknown,,5674,,,5531,2092,100,22,,3847,1701,61,12,,2020-11-19T21:51:03Z,44.40284,R+44,Cornyn +44,republican,texas,2020-11-23T00:47:50.530696Z
48059,Callahan,6719,5411,7,8,Released as a precinct as first report of the night,100,6589,>98%,>98% reported,edison,2,unknown,,4184,,,5892,680,106,41,,4745,564,77,25,,2020-11-19T21:51:03Z,77.57107,R+78,Cornyn +78,republican,texas,2020-11-23T00:47:50.530696Z
48061,Cameron,111220,93558,96,104,Released as a precinct as first report of the night,93,119703,93%,93% reported,edison,4,some,,71585,,,46482,61508,1797,1433,,38954,52212,1361,1031,,2020-11-19T21:51:08Z,13.51016,D+14,Hegar +14,democrat,texas,2020-11-23T00:47:50.530696Z
48063,Camp,5035,4279,4,5,Released as a precinct as first report of the night,94,5364,94%,94% reported,edison,2,unknown,,4295,,,3597,1359,57,22,,3106,1123,36,14,,2020-11-19T21:51:08Z,44.44886,R+44,Cornyn +44,republican,texas,2020-11-23T00:47:50.530696Z
48065,Carson,3110,1890,7,9,Released as a precinct as first report of the night,85,3659,85%,85% reported,edison,2,unknown,,1767,,,2756,286,63,5,,1657,204,28,1,,2020-11-19T21:51:08Z,79.42122,R+79,Cornyn +79,republican,texas,2020-11-23T00:47:50.530696Z
48067,Cass,13813,10581,16,19,Released as a precinct as first report of the night,95,14577,95%,95% reported,edison,2,unknown,,8478,,,10796,2672,153,192,,8294,2154,99,34,,2020-11-19T21:51:07Z,58.81416,R+59,Cornyn +59,republican,texas,2020-11-23T00:47:50.530696Z
48069,Castro,2041,1103,7,9,Released as a precinct as first report of the night,74,2755,74%,74% reported,edison,2,unknown,,1417,,,1572,432,24,13,,845,244,8,6,,2020-11-19T21:51:07Z,55.85497,R+56,Cornyn +56,republican,texas,2020-11-23T00:47:50.530696Z
48071,Chambers,21342,18832,15,15,Released as a precinct as first report of the night,100,19823,>98%,>98% reported,edison,2,some,,17808,,,17027,3786,418,111,0,15164,3250,330,88,0,2020-11-16T15:48:36Z,62.04198,R+62,Cornyn +62,republican,texas,2020-11-23T00:47:50.530696Z
48073,Cherokee,19331,15337,22,25,Released as a precinct as first report of the night,97,19827,97%,97% reported,edison,2,unknown,,16073,,,14945,4058,269,59,,11742,3359,194,42,,2020-11-19T21:51:06Z,56.31887,R+56,Cornyn +56,republican,texas,2020-11-23T00:47:50.530696Z
48075,Childress,2259,1776,4,5,Released as a precinct as first report of the night,92,2461,92%,92% reported,edison,2,unknown,,1817,,,1936,283,29,11,,1531,217,19,9,,2020-11-19T21:51:05Z,73.17397,R+73,Cornyn +73,republican,texas,2020-11-23T00:47:50.530696Z
48077,Clay,5694,4133,15,17,Released as a precinct as first report of the night,95,5971,95%,95% reported,edison,2,unknown,,3005,,,4955,632,69,27,11,3588,474,45,16,10,2020-11-16T15:48:36Z,75.92202,R+76,Cornyn +76,republican,texas,2020-11-23T00:47:50.530696Z
48079,Cochran,978,661,3,4,Released as a precinct as first report of the night,82,1192,82%,82% reported,edison,2,unknown,,604,,,765,183,22,8,,521,125,10,5,,2020-11-19T21:51:04Z,59.5092,R+60,Cornyn +60,republican,texas,2020-11-23T00:47:50.530696Z
48081,Coke,1754,1223,5,5,Released as a precinct as first report of the night,100,1681,>98%,>98% reported,edison,2,unknown,,1206,,,1557,171,23,3,,1084,128,10,1,,2020-11-19T21:51:04Z,79.01938,R+79,Cornyn +79,republican,texas,2020-11-23T00:47:50.530696Z
48083,Coleman,4065,3507,4,5,Released as a precinct as first report of the night,94,4302,94%,94% reported,edison,2,some,,3691,,,3586,426,37,16,,3096,369,28,14,,2020-11-19T21:51:03Z,77.73678,R+78,Cornyn +78,republican,texas,2020-11-23T00:47:50.530696Z
48085,Collin,481462,446747,240,240,Released as a precinct as first report of the night,99,486391,>98%,>98% reported,edison,6,unknown,,368567,,,263074,207005,8495,2721,167,242650,194460,7189,2308,140,2020-11-16T15:48:37Z,11.64557,R+12,Cornyn +12,republican,texas,2020-11-23T00:47:50.530696Z
48087,Collingsworth,1192,824,6,8,Released as a precinct as first report of the night,87,1365,87%,87% reported,edison,2,unknown,,1021,,,1032,145,10,4,1,713,104,5,2,0,2020-11-16T15:48:37Z,74.41275,R+74,Cornyn +74,republican,texas,2020-11-23T00:47:50.530696Z
48089,Colorado,9888,7966,4,5,Released as a precinct as first report of the night,98,10053,98%,98% reported,edison,2,some,,6404,,,7367,2362,116,43,,5851,2006,78,31,,2020-11-19T21:51:02Z,50.61691,R+51,Cornyn +51,republican,texas,2020-11-23T00:47:50.530696Z
48091,Comal,88268,79099,30,30,Released as a precinct as first report of the night,100,87942,>98%,>98% reported,edison,6,all,,64101,,,63545,22552,1753,418,,56921,20474,1382,322,,2020-11-19T21:51:01Z,46.44152,R+46,Cornyn +46,republican,texas,2020-11-23T00:47:50.530696Z
48093,Comanche,6004,4618,13,15,Released as a precinct as first report of the night,97,6184,97%,97% reported,edison,2,unknown,,4034,,,5053,831,90,30,,3888,656,59,15,,2020-11-19T21:51:01Z,70.31979,R+70,Cornyn +70,republican,texas,2020-11-23T00:47:50.530696Z
48095,Concho,1247,777,8,9,Released as a precinct as first report of the night,99,1261,>98%,>98% reported,edison,2,unknown,,569,,,1029,193,20,5,,634,128,13,2,,2020-11-16T15:48:37Z,67.0409,R+67,Cornyn +67,republican,texas,2020-11-23T00:47:50.530696Z
48097,Cooke,18877,13566,27,30,Released as a precinct as first report of the night,100,18842,>98%,>98% reported,edison,2,some,,10395,,,15516,2999,277,85,,10978,2354,190,44,,2020-11-19T21:51:00Z,66.30821,R+66,Cornyn +66,republican,texas,2020-11-23T00:47:50.530696Z
48099,Coryell,23248,19089,16,16,Released as a precinct as first report of the night,100,21555,>98%,>98% reported,edison,2,some,,16701,,,15372,7118,609,149,,12445,6094,439,111,,2020-11-19T21:51:00Z,35.50413,R+36,Cornyn +36,republican,texas,2020-11-23T00:47:50.530696Z
48101,Cottle,656,488,4,5,Released as a precinct as first report of the night,68,963,68%,68% reported,edison,2,unknown,,690,,,534,110,7,5,,397,84,5,2,,2020-11-16T15:48:38Z,64.63415,R+65,Cornyn +65,republican,texas,2020-11-23T00:47:50.530696Z
48103,Crane,1479,1067,3,4,Released as a precinct as first report of the night,82,1799,82%,82% reported,edison,2,unknown,,1280,,,1213,229,24,13,,886,157,16,8,,2020-11-16T15:48:39Z,66.53144,R+67,Cornyn +67,republican,texas,2020-11-23T00:47:50.530696Z
48105,Crockett,1493,1153,4,5,Released as a precinct as first report of the night,79,1894,79%,79% reported,edison,2,unknown,,1379,,,1146,314,21,12,,897,240,12,4,,2020-11-19T21:50:59Z,55.72672,R+56,Cornyn +56,republican,texas,2020-11-23T00:47:50.530696Z
48107,Crosby,1881,1186,4,5,Released as a precinct as first report of the night,89,2110,89%,89% reported,edison,2,unknown,,1368,,,1356,486,25,14,,862,305,13,6,,2020-11-16T15:48:40Z,46.25199,R+46,Cornyn +46,republican,texas,2020-11-23T00:47:50.530696Z
48109,Culberson,778,516,5,6,Released as a precinct as first report of the night,68,1143,68%,68% reported,edison,2,unknown,,681,,,367,385,19,6,1,239,264,9,3,1,2020-11-16T15:48:41Z,2.31362,D+2,Hegar +2,democrat,texas,2020-11-23T00:47:50.530696Z
48111,Dallam,1595,1020,8,10,Released as a precinct as first report of the night,87,1823,87%,87% reported,edison,2,unknown,,954,,,1369,200,21,5,,878,127,12,3,,2020-11-19T21:50:59Z,73.29154,R+73,Cornyn +73,republican,texas,2020-11-23T00:47:50.530696Z
48113,Dallas,916556,798361,1086,1170,Released as a precinct as first report of the night,93,986665,93%,93% reported,edison,4,some,,739551,,,330851,560603,15905,8282,915,284784,495068,12133,6376,0,2020-11-16T15:48:41Z,25.06688,D+25,Hegar +25,democrat,texas,2020-11-23T00:47:50.530696Z
48115,Dawson,3641,2822,8,10,Released as a precinct as first report of the night,85,4301,85%,85% reported,edison,2,unknown,,3346,,,2827,738,60,14,2,2260,518,36,8,0,2020-11-16T15:47:45Z,57.37435,R+57,Cornyn +57,republican,texas,2020-11-23T00:47:50.530696Z
48123,De Witt,7887,6079,9,10,Released as a precinct as first report of the night,98,8082,98%,98% reported,edison,2,unknown,,5965,,,6399,1384,84,20,0,4888,1104,70,17,0,2020-11-16T15:47:53Z,63.58565,R+64,Cornyn +64,republican,texas,2020-11-23T00:47:50.530696Z
48117,Deaf Smith,4533,3583,4,5,Released as a precinct as first report of the night,81,5602,81%,81% reported,edison,2,some,,739,,,3273,1151,73,36,,2678,837,48,20,,2020-11-19T21:51:04Z,46.81227,R+47,Cornyn +47,republican,texas,2020-11-23T00:47:50.530696Z
48119,Delta,2534,1790,7,8,Released as a precinct as first report of the night,94,2693,94%,94% reported,edison,2,unknown,,1505,,,2111,370,31,22,,1452,303,19,16,,2020-11-19T21:51:03Z,68.7056,R+69,Cornyn +69,republican,texas,2020-11-23T00:47:50.530696Z
48121,Denton,413211,380240,186,186,Released as a precinct as first report of the night,99,416610,>98%,>98% reported,edison,6,all,,280830,,,231025,170984,8553,2627,22,211760,159151,7118,2196,15,2020-11-16T19:31:26Z,14.53035,R+15,Cornyn +15,republican,texas,2020-11-23T00:47:50.530696Z
48125,Dickens,958,657,6,7,Released as a precinct as first report of the night,72,1325,72%,72% reported,edison,2,unknown,,846,,,808,133,13,4,,559,92,4,2,,2020-11-19T21:51:01Z,70.45929,R+70,Cornyn +70,republican,texas,2020-11-23T00:47:50.530696Z
48127,Dimmit,3468,2376,7,8,Released as a precinct as first report of the night,83,4193,83%,83% reported,edison,2,unknown,,2084,,,1274,2122,39,30,3,825,1511,25,14,1,2020-11-16T15:47:57Z,24.45213,D+24,Hegar +24,democrat,texas,2020-11-23T00:47:50.530696Z
48129,Donley,1625,1144,6,7,Released as a precinct as first report of the night,90,1811,90%,90% reported,edison,2,unknown,,1330,,,1418,181,22,4,,1006,124,13,1,,2020-11-16T15:47:58Z,76.12308,R+76,Cornyn +76,republican,texas,2020-11-23T00:47:50.530696Z
48131,Duval,4419,3462,8,10,Released as a precinct as first report of the night,78,5647,78%,78% reported,edison,2,some,,4122,,,1787,2458,97,77,,1312,2024,60,66,,2020-11-19T21:51:01Z,15.18443,D+15,Hegar +15,democrat,texas,2020-11-23T00:47:50.530696Z
48133,Eastland,8087,6367,9,10,Released as a precinct as first report of the night,98,8223,98%,98% reported,edison,2,unknown,,5907,,,7015,910,131,31,,5523,731,95,18,,2020-11-19T21:51:00Z,75.49153,R+75,Cornyn +75,republican,texas,2020-11-23T00:47:50.530696Z
48135,Ector,43572,34675,37,41,Released as a precinct as first report of the night,100,43138,>98%,>98% reported,edison,2,unknown,,35298,,,31711,10682,902,277,,25345,8568,591,171,,2020-11-19T21:50:59Z,48.26265,R+48,Cornyn +48,republican,texas,2020-11-23T00:47:50.530696Z
48137,Edwards,985,733,4,5,Released as a precinct as first report of the night,78,1267,78%,78% reported,edison,2,unknown,,827,,,824,143,14,3,1,610,112,9,2,0,2020-11-16T15:48:03Z,69.13706,R+69,Cornyn +69,republican,texas,2020-11-23T00:47:50.530696Z
48141,El Paso,259392,205772,195,209,Released as a precinct as first report of the night,93,278210,93%,93% reported,edison,2,some,,157724,,,80021,164931,8248,6036,156,62562,133211,5847,4152,0,2020-11-19T18:38:12Z,32.73424,D+33,Hegar +33,democrat,texas,2020-11-23T00:47:50.530696Z
48139,Ellis,85032,74700,50,50,Released as a precinct as first report of the night,99,85566,>98%,>98% reported,edison,6,all,,56843,,,57078,25780,1589,585,,50069,22917,1261,453,,2020-11-19T21:51:05Z,36.80732,R+37,Cornyn +37,republican,texas,2020-11-23T00:47:50.530696Z
48143,Erath,16708,13507,20,22,Released as a precinct as first report of the night,97,17152,97%,97% reported,edison,2,unknown,,13085,,,13564,2707,335,102,,10975,2225,237,70,,2020-11-19T21:51:03Z,64.98085,R+65,Cornyn +65,republican,texas,2020-11-23T00:47:50.530696Z
48145,Falls,6039,3651,12,13,Released as a precinct as first report of the night,94,6415,94%,94% reported,edison,2,unknown,,3515,,,4157,1787,76,19,,2361,1241,43,6,,2020-11-16T15:48:09Z,39.24491,R+39,Cornyn +39,republican,texas,2020-11-23T00:47:50.530696Z
48147,Fannin,14748,10870,16,17,Released as a precinct as first report of the night,100,14223,>98%,>98% reported,edison,2,unknown,,8408,,,11836,2559,273,80,,8635,2026,160,49,,2020-11-19T21:51:03Z,62.90344,R+63,Cornyn +63,republican,texas,2020-11-23T00:47:50.530696Z
48149,Fayette,12864,9244,24,27,Released as a precinct as first report of the night,97,13195,97%,97% reported,edison,2,unknown,,7646,,,10056,2634,129,45,,7148,1990,77,29,,2020-11-19T21:51:02Z,57.6959,R+58,Cornyn +58,republican,texas,2020-11-23T00:47:50.530696Z
48151,Fisher,1804,1289,4,5,Released as a precinct as first report of the night,88,2042,88%,88% reported,edison,2,unknown,,1044,,,1418,351,28,7,,1015,256,16,2,,2020-11-16T15:48:13Z,59.14634,R+59,Cornyn +59,republican,texas,2020-11-23T00:47:50.530696Z
48153,Floyd,1990,1631,5,7,Released as a precinct as first report of the night,81,2463,81%,81% reported,edison,2,unknown,,2191,,,1554,397,29,10,,1302,308,16,5,,2020-11-19T21:51:01Z,58.1407,R+58,Cornyn +58,republican,texas,2020-11-23T00:47:50.530696Z
48155,Foard,519,389,4,5,Released as a precinct as first report of the night,78,667,78%,78% reported,edison,2,unknown,,398,,,404,107,7,1,,304,79,5,1,,2020-11-16T15:48:15Z,57.22543,R+57,Cornyn +57,republican,texas,2020-11-23T00:47:50.530696Z
48157,Fort Bend,347432,318995,160,160,Released as a precinct as first report of the night,100,340686,>98%,>98% reported,edison,2,unknown,,267057,,,160977,178984,5359,2112,,147461,165270,4490,1774,,2020-11-19T21:51:00Z,5.18288,D+5,Hegar +5,democrat,texas,2020-11-23T00:47:50.530696Z
48159,Franklin,4942,3890,8,9,Released as a precinct as first report of the night,91,5407,91%,91% reported,edison,2,unknown,,3878,,,4114,753,63,12,,3211,628,44,7,,2020-11-19T21:50:59Z,68.0089,R+68,Cornyn +68,republican,texas,2020-11-23T00:47:50.530696Z
48161,Freestone,8557,6431,14,16,Released as a precinct as first report of the night,94,9074,94%,94% reported,edison,2,unknown,,7301,,,6838,1553,116,50,,5096,1233,70,32,,2020-11-19T21:50:59Z,61.7623,R+62,Cornyn +62,republican,texas,2020-11-23T00:47:50.530696Z
48163,Frio,4921,3478,9,10,Released as a precinct as first report of the night,86,5720,86%,86% reported,edison,2,some,,2129,,,2489,2283,71,78,,1667,1722,45,44,,2020-11-19T21:50:58Z,4.18614,R+4,Cornyn +4,republican,texas,2020-11-23T00:47:50.530696Z
48165,Gaines,5760,5017,9,9,Released as a precinct as first report of the night,100,5456,>98%,>98% reported,edison,2,unknown,,3944,,,5118,548,76,18,,4502,446,55,14,,2020-11-19T21:50:57Z,79.34028,R+79,Cornyn +79,republican,texas,2020-11-23T00:47:50.530696Z
48167,Galveston,153383,138502,89,93,Released as a precinct as first report of the night,100,151732,>98%,>98% reported,edison,2,unknown,,137290,,,94317,55094,3003,969,0,85353,49947,2423,779,0,2020-11-19T18:44:11Z,25.57193,R+26,Cornyn +26,republican,texas,2020-11-23T00:47:50.530696Z
48169,Garza,1617,1215,6,7,Released as a precinct as first report of the night,88,1842,88%,88% reported,edison,2,unknown,,1568,,,1374,225,11,7,,1043,164,4,4,,2020-11-19T21:50:56Z,71.05751,R+71,Cornyn +71,republican,texas,2020-11-23T00:47:50.530696Z
48171,Gillespie,15778,12618,13,14,Released as a precinct as first report of the night,94,16761,94%,94% reported,edison,2,unknown,,13119,,,12543,2996,200,39,,9810,2645,138,25,,2020-11-19T21:50:56Z,60.5083,R+61,Cornyn +61,republican,texas,2020-11-23T00:47:50.530696Z
48173,Glasscock,646,485,4,5,Released as a precinct as first report of the night,82,785,82%,82% reported,edison,2,unknown,,495,,,603,35,5,3,,453,27,4,1,,2020-11-16T15:48:26Z,87.9257,R+88,Cornyn +88,republican,texas,2020-11-23T00:47:50.530696Z
48175,Goliad,3899,2848,8,10,Released as a precinct as first report of the night,89,4378,89%,89% reported,edison,2,unknown,,3358,,,2995,835,43,14,12,2164,646,25,5,8,2020-11-16T15:48:26Z,55.39882,R+55,Cornyn +55,republican,texas,2020-11-23T00:47:50.530696Z
48177,Gonzales,7530,5937,14,16,Released as a precinct as first report of the night,100,7480,>98%,>98% reported,edison,2,unknown,,5788,,,5617,1782,89,42,,4454,1401,55,27,,2020-11-19T21:50:55Z,50.92961,R+51,Cornyn +51,republican,texas,2020-11-23T00:47:50.530696Z
48179,Gray,7688,5688,6,8,Released as a precinct as first report of the night,88,8745,88%,88% reported,edison,2,unknown,,7277,,,6705,774,167,42,,4974,579,103,32,,2020-11-19T21:50:54Z,77.1462,R+77,Cornyn +77,republican,texas,2020-11-23T00:47:50.530696Z
48181,Grayson,58974,49919,35,37,Released as a precinct as first report of the night,100,55994,>98%,>98% reported,edison,2,unknown,,43337,,,43735,13938,1008,293,,37103,11859,749,208,,2020-11-19T21:50:53Z,50.52566,R+51,Cornyn +51,republican,texas,2020-11-23T00:47:50.530696Z
48183,Gregg,47483,42271,19,22,Released as a precinct as first report of the night,96,49302,96%,96% reported,edison,4,all,,51605,,,32467,14025,787,204,,29078,12412,615,166,,2020-11-19T21:50:53Z,38.83916,R+39,Cornyn +39,republican,texas,2020-11-23T00:47:50.530696Z
48185,Grimes,12275,9412,15,15,Released as a precinct as first report of the night,100,11258,>98%,>98% reported,edison,2,unknown,,7009,,,9338,2678,199,60,,7101,2145,125,41,,2020-11-19T21:50:53Z,54.25662,R+54,Cornyn +54,republican,texas,2020-11-23T00:47:50.530696Z
48187,Guadalupe,76978,67554,72,72,Released as a precinct as first report of the night,100,71385,>98%,>98% reported,edison,2,some,,55597,,,48308,26697,1545,428,,42067,23963,1190,334,,2020-11-19T21:51:08Z,28.07425,R+28,Cornyn +28,republican,texas,2020-11-23T00:47:50.530696Z
48189,Hale,9376,7351,25,31,Released as a precinct as first report of the night,90,10460,90%,90% reported,edison,2,unknown,,8534,,,6999,2155,155,67,,5619,1592,104,36,,2020-11-19T21:51:07Z,51.66382,R+52,Cornyn +52,republican,texas,2020-11-23T00:47:50.530696Z
48191,Hall,1140,793,4,5,Released as a precinct as first report of the night,87,1308,87%,87% reported,edison,2,unknown,,871,,,967,156,7,10,,670,113,5,5,,2020-11-19T21:51:07Z,71.14035,R+71,Cornyn +71,republican,texas,2020-11-23T00:47:50.530696Z
48193,Hamilton,4276,3245,11,12,Released as a precinct as first report of the night,100,4275,>98%,>98% reported,edison,2,unknown,,3191,,,3574,594,63,45,,2684,474,45,42,,2020-11-19T21:51:06Z,69.6913,R+70,Cornyn +70,republican,texas,2020-11-23T00:47:50.530696Z
48195,Hansford,2028,1348,6,8,Released as a precinct as first report of the night,88,2317,88%,88% reported,edison,2,unknown,,1429,,,1844,158,21,5,,1229,104,10,5,,2020-11-19T21:51:06Z,83.13609,R+83,Cornyn +83,republican,texas,2020-11-23T00:47:50.530696Z
48197,Hardeman,1555,1001,3,4,Released as a precinct as first report of the night,87,1787,87%,87% reported,edison,2,unknown,,1239,,,1313,232,9,1,,834,161,5,1,,2020-11-16T15:48:33Z,69.51768,R+70,Cornyn +70,republican,texas,2020-11-23T00:47:50.530696Z
48199,Hardin,27384,22582,18,20,Released as a precinct as first report of the night,100,26901,>98%,>98% reported,edison,2,unknown,,18988,,,23516,3388,393,87,,19347,2900,274,61,,2020-11-19T21:51:05Z,73.50278,R+74,Cornyn +74,republican,texas,2020-11-23T00:47:50.530696Z
