fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_rogersh,results_bestm,results_write_ins,results_absentee_rogersh,results_absentee_bestm,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
21147,McCreary,6361,0,18,18,None,100,6361,>98%,>98% reported,edison,10,all,715,5772,589,0,0,0,0,2020-11-23T02:50:34Z,81.4809,R+81,Rogers +81,republican,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",297977,33480,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,734,734,100% reporting,100%,100,297977,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T03:03:22Z,TRUE,68.41401,203858,R+68,Rogers +68,republican,"","",3,0,1604446196365
21175,Morgan,5492,0,12,12,Merged into voters' home precincts and released with cumulative results,100,5492,>98%,>98% reported,edison,10,all,523,4480,1012,0,0,0,0,2020-11-23T02:51:12Z,63.14639,R+63,Rogers +63,republican,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",297977,33480,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,734,734,100% reporting,100%,100,297977,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T03:03:22Z,TRUE,68.41401,203858,R+68,Rogers +68,republican,"","",3,0,1604446196365
21189,Owsley,1850,0,8,8,Released as a precinct as first report of the night,100,1850,>98%,>98% reported,edison,10,all,350,1660,190,0,0,0,0,2020-11-23T02:51:23Z,79.45946,R+79,Rogers +79,republican,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",297977,33480,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,734,734,100% reporting,100%,100,297977,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T03:03:22Z,TRUE,68.41401,203858,R+68,Rogers +68,republican,"","",3,0,1604446196365
21193,Perry,10450,0,37,37,Released as a separate subtotal as first report of the night,100,10450,>98%,>98% reported,edison,10,all,659,8521,1929,0,0,0,0,2020-11-23T02:51:40Z,63.08134,R+63,Rogers +63,republican,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",297977,33480,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,734,734,100% reporting,100%,100,297977,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T03:03:22Z,TRUE,68.41401,203858,R+68,Rogers +68,republican,"","",3,0,1604446196365
21195,Pike,24932,11030,57,57,Released as a precinct as first report of the night,100,24932,>98%,>98% reported,edison,10,all,1274,20954,3978,0,9768,1262,0,2020-11-23T02:51:52Z,68.0892,R+68,Rogers +68,republican,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",297977,33480,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,734,734,100% reporting,100%,100,297977,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T03:03:22Z,TRUE,68.41401,203858,R+68,Rogers +68,republican,"","",3,0,1604446196365
21199,Pulaski,31289,0,56,56,Merged into voters' home precincts and released with cumulative results,100,31289,>98%,>98% reported,edison,10,all,2258,27109,4180,0,0,0,0,2020-11-23T02:52:07Z,73.28134,R+73,Rogers +73,republican,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",297977,33480,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,734,734,100% reporting,100%,100,297977,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T03:03:22Z,TRUE,68.41401,203858,R+68,Rogers +68,republican,"","",3,0,1604446196365
21203,Rockcastle,7713,0,15,15,Merged into voters' home precincts and released with cumulative results,100,7713,>98%,>98% reported,edison,10,all,541,6885,828,0,0,0,0,2020-11-23T02:52:16Z,78.52975,R+79,Rogers +79,republican,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",297977,33480,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,734,734,100% reporting,100%,100,297977,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T03:03:22Z,TRUE,68.41401,203858,R+68,Rogers +68,republican,"","",3,0,1604446196365
21205,Rowan,9872,0,18,18,Merged into voters' home precincts and released with cumulative results,100,9872,>98%,>98% reported,edison,10,all,749,6549,3323,0,0,0,0,2020-11-23T02:52:30Z,32.67828,R+33,Rogers +33,republican,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",297977,33480,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,734,734,100% reporting,100%,100,297977,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T03:03:22Z,TRUE,68.41401,203858,R+68,Rogers +68,republican,"","",3,0,1604446196365
21231,Wayne,8994,0,19,19,Other,100,8994,>98%,>98% reported,edison,10,all,1027,7693,1301,0,0,0,0,2020-11-23T02:52:39Z,71.0696,R+71,Rogers +71,republican,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",297977,33480,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,734,734,100% reporting,100%,100,297977,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T03:03:22Z,TRUE,68.41401,203858,R+68,Rogers +68,republican,"","",3,0,1604446196365
21235,Whitley,15166,0,36,36,Merged into voters' home precincts and released with cumulative results,100,15166,>98%,>98% reported,edison,10,all,1038,13310,1856,0,0,0,0,2020-11-23T02:52:47Z,75.5242,R+76,Rogers +76,republican,KY-G-H-5-2020-11-03,ky-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-kentucky.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-kentucky.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-rep,5,District 5,KY,kentucky,Kentucky,Ky.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",297977,33480,11,unknown,First polls close at 6 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,734,734,100% reporting,100%,100,297977,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T03:03:22Z,TRUE,68.41401,203858,R+68,Rogers +68,republican,"","",3,0,1604446196365
