fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_wextonj,results_andrewsa,results_absentee_wextonj,results_absentee_andrewsa,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
51043,Clarke,9238,5731,8,8,Released as a precinct at the end of tabulation,100,9238,>98%,>98% reported,edison,10,unknown,1052,3851,5387,3069,2662,2020-11-22T15:09:55Z,16.62698,R+17,Andrews +17,republican,VA-G-H-10-2020-11-03,va-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,solid-dem,10,District 10,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",474987,328489,8,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,212,212,100% reporting,100%,100,474987,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-22T19:54:11Z,TRUE,13.15425,62481,D+13,Wexton +13,democrat,"","",3,0,1604460412150
51059,Fairfax,119583,83967,49,49,Released as a precinct in the middle of the night,100,119583,>98%,>98% reported,edison,10,unknown,93111,72352,47231,58222,25745,2020-11-22T19:22:47Z,21.00717,D+21,Wexton +21,democrat,VA-G-H-10-2020-11-03,va-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,solid-dem,10,District 10,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",474987,328489,8,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,212,212,100% reporting,100%,100,474987,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-22T19:54:11Z,TRUE,13.15425,62481,D+13,Wexton +13,democrat,"","",3,0,1604460412150
51069,Frederick,47806,28181,22,22,"As a precinct in the FIRST cumulative report, along with regular precincts",100,47806,>98%,>98% reported,edison,10,unknown,3376,16935,30871,12769,15412,2020-11-22T15:14:49Z,29.15115,R+29,Andrews +29,republican,VA-G-H-10-2020-11-03,va-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,solid-dem,10,District 10,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",474987,328489,8,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,212,212,100% reporting,100%,100,474987,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-22T19:54:11Z,TRUE,13.15425,62481,D+13,Wexton +13,democrat,"","",3,0,1604460412150
51107,Loudoun,222164,154210,99,99,Released as a precinct at the end of tabulation,100,222164,>98%,>98% reported,edison,10,unknown,31586,133409,88755,105228,48982,2020-11-22T15:40:58Z,20.09957,D+20,Wexton +20,democrat,VA-G-H-10-2020-11-03,va-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,solid-dem,10,District 10,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",474987,328489,8,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,212,212,100% reporting,100%,100,474987,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-22T19:54:11Z,TRUE,13.15425,62481,D+13,Wexton +13,democrat,"","",3,0,1604460412150
51683,Manassas,16682,11764,7,7,"As a precinct in the FIRST cumulative report, along with regular precincts",100,16682,>98%,>98% reported,edison,10,unknown,2919,10199,6483,7829,3935,2020-11-22T15:22:46Z,22.27551,D+22,Wexton +22,democrat,VA-G-H-10-2020-11-03,va-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,solid-dem,10,District 10,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",474987,328489,8,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,212,212,100% reporting,100%,100,474987,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-22T19:54:11Z,TRUE,13.15425,62481,D+13,Wexton +13,democrat,"","",3,0,1604460412150
51685,Manassas Park,6000,4384,4,4,None,100,6000,>98%,>98% reported,edison,10,all,1108,3979,2021,3108,1276,2020-11-22T19:27:41Z,32.63333,D+33,Wexton +33,democrat,VA-G-H-10-2020-11-03,va-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,solid-dem,10,District 10,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",474987,328489,8,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,212,212,100% reporting,100%,100,474987,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-22T19:54:11Z,TRUE,13.15425,62481,D+13,Wexton +13,democrat,"","",3,0,1604460412150
51153,Prince William,41578,32316,16,16,Released as a precinct in the middle of the night,100,41578,>98%,>98% reported,edison,10,unknown,50233,21383,20195,18205,14111,2020-11-22T16:35:38Z,2.85728,D+3,Wexton +3,democrat,VA-G-H-10-2020-11-03,va-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,solid-dem,10,District 10,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",474987,328489,8,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,212,212,100% reporting,100%,100,474987,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-22T19:54:11Z,TRUE,13.15425,62481,D+13,Wexton +13,democrat,"","",3,0,1604460412150
51840,Winchester,11936,7936,7,7,None,100,11936,>98%,>98% reported,edison,10,none,1269,6626,5310,5048,2888,2020-11-22T15:40:19Z,11.02547,D+11,Wexton +11,democrat,VA-G-H-10-2020-11-03,va-house-general-district-010-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-10.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 10,U.S. House,H,solid-dem,10,District 10,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",474987,328489,8,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,212,212,100% reporting,100%,100,474987,edison,>98%,>98% reported,edison,democrat,FALSE,2020-11-22T19:54:11Z,TRUE,13.15425,62481,D+13,Wexton +13,democrat,"","",3,0,1604460412150
