fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_mrvanf,results_leyvam,results_straussm,results_absentee_mrvanf,results_absentee_leyvam,results_absentee_straussm,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
18091,LaPorte,24446,10579,48,48,Released as a separate subtotal as first report of the night,94,25954,94%,94% reported,edison,4,unknown,23451,12637,10684,1125,5842,4349,388,2020-11-20T20:30:41Z,7.98904,D+8,Mrvan +8,democrat,IN-G-H-1-2020-11-03,in-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-indiana.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,IN,indiana,Indiana,Ind.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",326948,128927,2,unknown,First polls close at 6 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,527,527,100% reporting,100%,97,337000,edison,97%,97% reported,edison,democrat,FALSE,2020-11-20T20:30:44Z,FALSE,16.19004,52933,D+16,Mrvan +16,democrat,"","",0,0,1604463774910
18089,Lake,216579,118348,356,356,Released as a separate subtotal as first report of the night,97,224391,97%,97% reported,edison,2,some,88065,131628,79965,4986,76289,40076,1983,2020-11-16T15:48:04Z,23.85411,D+24,Mrvan +24,democrat,IN-G-H-1-2020-11-03,in-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-indiana.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,IN,indiana,Indiana,Ind.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",326948,128927,2,unknown,First polls close at 6 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,527,527,100% reporting,100%,97,337000,edison,97%,97% reported,edison,democrat,FALSE,2020-11-20T20:30:44Z,FALSE,16.19004,52933,D+16,Mrvan +16,democrat,"","",0,0,1604463774910
18127,Porter,85923,0,123,123,Merged into voters' home precincts and released with cumulative results,100,85972,>98%,>98% reported,edison,2,unknown,38280,40915,41598,3410,0,0,0,2020-11-16T15:48:05Z,0.7949,R+0.79,Leyva +0.79,republican,IN-G-H-1-2020-11-03,in-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-indiana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-indiana.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,IN,indiana,Indiana,Ind.,vertical,1.1,"",FALSE,TRUE,winner,AP,FALSE,"",326948,128927,2,unknown,First polls close at 6 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-03T23:00:00.000Z,6 p.m.,527,527,100% reporting,100%,97,337000,edison,97%,97% reported,edison,democrat,FALSE,2020-11-20T20:30:44Z,FALSE,16.19004,52933,D+16,Mrvan +16,democrat,"","",0,0,1604463774910
