fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_aderholtr,results_neighborsr,results_absentee_aderholtr,results_absentee_neighborsr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
01009,Blount,2119,0,2,2,"As a precinct in the FIRST cumulative report, along with regular precincts",100,2119,>98%,>98% reported,edison,10,all,1181,1930,189,0,0,2020-11-23T23:15:42Z,82.1614,R+82,Aderholt +82,republican,AL-G-H-4-2020-11-03,al-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-alabama.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AL,alabama,Alabama,Ala.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",317790,2816,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,417,417,100% reporting,100%,100,317790,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T23:23:49Z,TRUE,64.60745,205316,R+65,Aderholt +65,republican,"","",0,-1,1604459127293
01019,Cherokee,801,0,2,2,"As a precinct in the FIRST cumulative report, along with regular precincts",100,801,>98%,>98% reported,edison,10,all,800,705,96,0,0,2020-11-23T22:00:03Z,76.02996,R+76,Aderholt +76,republican,AL-G-H-4-2020-11-03,al-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-alabama.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AL,alabama,Alabama,Ala.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",317790,2816,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,417,417,100% reporting,100%,100,317790,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T23:23:49Z,TRUE,64.60745,205316,R+65,Aderholt +65,republican,"","",0,-1,1604459127293
01033,Colbert,27469,1488,35,35,Released as a precinct as first report of the night,100,27469,>98%,>98% reported,edison,10,all,1442,19326,8143,650,838,2020-11-23T22:04:43Z,40.71135,R+41,Aderholt +41,republican,AL-G-H-4-2020-11-03,al-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-alabama.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AL,alabama,Alabama,Ala.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",317790,2816,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,417,417,100% reporting,100%,100,317790,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T23:23:49Z,TRUE,64.60745,205316,R+65,Aderholt +65,republican,"","",0,-1,1604459127293
01043,Cullman,41492,0,50,50,Released as a precinct in the middle of the night,100,41492,>98%,>98% reported,edison,10,all,1880,37133,4359,0,0,2020-11-23T22:05:02Z,78.98872,R+79,Aderholt +79,republican,AL-G-H-4-2020-11-03,al-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-alabama.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AL,alabama,Alabama,Ala.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",317790,2816,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,417,417,100% reporting,100%,100,317790,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T23:23:49Z,TRUE,64.60745,205316,R+65,Aderholt +65,republican,"","",0,-1,1604459127293
01049,DeKalb,28913,0,53,53,Released as a precinct as first report of the night,100,28913,>98%,>98% reported,edison,10,all,1682,24460,4453,0,0,2020-11-23T22:05:23Z,69.19725,R+69,Aderholt +69,republican,AL-G-H-4-2020-11-03,al-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-alabama.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AL,alabama,Alabama,Ala.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",317790,2816,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,417,417,100% reporting,100%,100,317790,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T23:23:49Z,TRUE,64.60745,205316,R+65,Aderholt +65,republican,"","",0,-1,1604459127293
01055,Etowah,47283,0,32,32,"As a precinct in the FIRST cumulative report, along with regular precincts",100,47283,>98%,>98% reported,edison,10,all,2245,35914,11369,0,0,2020-11-23T22:05:40Z,51.91083,R+52,Aderholt +52,republican,AL-G-H-4-2020-11-03,al-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-alabama.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AL,alabama,Alabama,Ala.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",317790,2816,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,417,417,100% reporting,100%,100,317790,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T23:23:49Z,TRUE,64.60745,205316,R+65,Aderholt +65,republican,"","",0,-1,1604459127293
01057,Fayette,8662,475,28,28,Released as a precinct as first report of the night,100,8662,>98%,>98% reported,edison,10,all,362,7302,1360,295,180,2020-11-23T22:05:58Z,68.59848,R+69,Aderholt +69,republican,AL-G-H-4-2020-11-03,al-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-alabama.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AL,alabama,Alabama,Ala.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",317790,2816,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,417,417,100% reporting,100%,100,317790,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T23:23:49Z,TRUE,64.60745,205316,R+65,Aderholt +65,republican,"","",0,-1,1604459127293
01059,Franklin,12380,0,25,25,Released as a precinct as first report of the night,100,12380,>98%,>98% reported,edison,10,all,653,10253,2127,0,0,2020-11-23T22:06:10Z,65.63813,R+66,Aderholt +66,republican,AL-G-H-4-2020-11-03,al-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-alabama.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AL,alabama,Alabama,Ala.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",317790,2816,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,417,417,100% reporting,100%,100,317790,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T23:23:49Z,TRUE,64.60745,205316,R+65,Aderholt +65,republican,"","",0,-1,1604459127293
01071,Jackson,88,0,1,1,Released as a precinct as first report of the night,100,88,>98%,>98% reported,edison,10,all,1483,80,8,0,0,2020-11-23T23:13:27Z,81.81818,R+82,Aderholt +82,republican,AL-G-H-4-2020-11-03,al-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-alabama.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AL,alabama,Alabama,Ala.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",317790,2816,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,417,417,100% reporting,100%,100,317790,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T23:23:49Z,TRUE,64.60745,205316,R+65,Aderholt +65,republican,"","",0,-1,1604459127293
01075,Lamar,7111,0,26,26,Released as a precinct as first report of the night,100,7111,>98%,>98% reported,edison,10,all,790,6168,943,0,0,2020-11-23T22:06:41Z,73.47771,R+73,Aderholt +73,republican,AL-G-H-4-2020-11-03,al-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-alabama.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-alabama.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AL,alabama,Alabama,Ala.,vertical,1,"",FALSE,TRUE,winner,AP,FALSE,"",317790,2816,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,417,417,100% reporting,100%,100,317790,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-23T23:23:49Z,TRUE,64.60745,205316,R+65,Aderholt +65,republican,"","",0,-1,1604459127293
