fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_hawkinsh,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
54037,Jefferson,27703,0,32,32,Released as a separate subtotal as first report of the night,100,27300,>98%,>98% reported,edison,4,some,,10602,,,15033,12127,424,119,,0,0,0,0,,2020-11-16T15:48:03Z,10.48984,R+10,Trump +10,republican,10.48984,24508,15,22138,3.88,west-virginia,2020-11-20T00:42:28.707774Z
54039,Kanawha,82244,42262,167,169,Merged into voters' home precincts and released with cumulative results,99,83259,>98%,>98% reported,edison,4,all,,23987,,,46398,34344,1224,278,,19434,22203,486,139,,2020-11-16T15:48:04Z,14.65639,R+15,Trump +15,republican,14.65639,76888,20.3,75077,11.83,west-virginia,2020-11-20T00:42:28.707774Z
54041,Lewis,7457,0,23,24,Merged into voters' home precincts and released with cumulative results,98,7621,98%,98% reported,edison,2,unknown,,2592,,,5782,1538,116,21,,0,0,0,0,,2020-11-16T15:48:04Z,56.91297,R+57,Trump +57,republican,56.91297,6936,56.6,6287,41.98,west-virginia,2020-11-20T00:42:28.707774Z
54043,Lincoln,7830,0,16,16,Other,100,7773,>98%,>98% reported,edison,2,unknown,,2981,,,6012,1711,85,22,,0,0,0,0,,2020-11-16T15:48:05Z,54.92976,R+55,Trump +55,republican,54.92976,7137,53.9,6818,31.62,west-virginia,2020-11-20T00:42:28.707774Z
54045,Logan,13026,0,34,36,None,96,13595,96%,96% reported,edison,2,unknown,,3142,,,10534,2333,134,25,,0,0,0,0,,2020-11-16T15:48:06Z,62.9587,R+63,Trump +63,republican,62.9587,12440,62.7,11946,39.79,west-virginia,2020-11-20T00:42:28.707774Z
54049,Marion,25794,14890,70,70,Merged into voters' home precincts and released with cumulative results,100,25170,>98%,>98% reported,edison,4,all,,7667,,,16300,8901,482,111,,8194,6433,204,59,,2020-11-16T15:48:07Z,28.68497,R+29,Trump +29,republican,28.68497,23367,33,21542,14.37,west-virginia,2020-11-20T00:42:28.707774Z
54051,Marshall,14080,0,35,37,None,97,14445,97%,97% reported,edison,2,unknown,,4835,,,10435,3455,143,47,0,0,0,0,0,0,2020-11-16T15:48:09Z,49.57386,R+50,Trump +50,republican,49.57386,13353,50.5,12916,28.27,west-virginia,2020-11-20T00:42:28.707774Z
54053,Mason,11149,0,30,30,Released as a separate subtotal as first report of the night,100,11205,>98%,>98% reported,edison,4,all,,4762,,,8422,2511,149,36,31,0,0,0,0,0,2020-11-16T15:48:09Z,53.01821,R+53,Trump +53,republican,53.01821,10269,54.3,9789,20.05,west-virginia,2020-11-20T00:42:28.707774Z
54047,McDowell,6527,0,35,37,None,96,6823,96%,96% reported,edison,2,unknown,,1014,,,5148,1333,29,17,,0,0,0,0,,2020-11-16T15:48:06Z,58.44952,R+58,Trump +58,republican,58.44952,6246,51.1,6188,29.9,west-virginia,2020-11-20T00:42:28.707774Z
54055,Mercer,25134,0,47,47,Merged into voters' home precincts and released with cumulative results,100,25103,>98%,>98% reported,edison,6,all,,10426,,,19237,5556,267,74,,0,0,0,0,,2020-11-16T15:48:10Z,54.43224,R+54,Trump +54,republican,54.43224,23197,54.7,21276,47.09,west-virginia,2020-11-20T00:42:28.707774Z
54057,Mineral,12872,0,26,26,None,100,12720,>98%,>98% reported,edison,2,unknown,,3014,,,10040,2660,148,24,,0,0,0,0,,2020-11-16T15:48:10Z,57.33375,R+57,Trump +57,republican,57.33375,11671,60.1,10979,45.07,west-virginia,2020-11-20T00:42:28.707774Z
54059,Mingo,9987,0,36,38,Other,95,10461,95%,95% reported,edison,2,unknown,,1698,,,8521,1385,58,23,,0,0,0,0,,2020-11-16T15:48:11Z,71.45289,R+71,Trump +71,republican,71.45289,9512,68.8,8830,42.62,west-virginia,2020-11-20T00:42:28.707774Z
54061,Monongalia,42072,30211,41,41,Released as a separate subtotal as first report of the night,100,42000,>98%,>98% reported,edison,4,all,,14120,,,20803,20282,796,191,,13461,16164,453,133,,2020-11-16T15:48:12Z,1.23835,R+1.2,Trump +1.2,republican,1.23835,36772,10.2,31475,9.55,west-virginia,2020-11-20T00:42:28.707774Z
54063,Monroe,6490,0,18,18,Merged into voters' home precincts and released with cumulative results,100,6386,>98%,>98% reported,edison,2,unknown,,2659,,,5068,1345,64,13,,0,0,0,0,,2020-11-16T15:48:12Z,57.36518,R+57,Trump +57,republican,57.36518,5852,56.9,5212,41.46,west-virginia,2020-11-20T00:42:28.707774Z
54065,Morgan,8695,0,13,13,Merged into voters' home precincts and released with cumulative results,100,8365,>98%,>98% reported,edison,2,unknown,,3563,,,6537,1998,121,39,,0,0,0,0,,2020-11-16T15:48:13Z,52.20242,R+52,Trump +52,republican,52.20242,7737,53.8,7044,30.52,west-virginia,2020-11-20T00:42:28.707774Z
54067,Nicholas,10630,4206,28,28,Merged into voters' home precincts and released with cumulative results,100,10440,>98%,>98% reported,edison,4,all,,2811,,,8279,2226,105,20,,2848,1310,39,9,,2020-11-16T15:48:13Z,56.94262,R+57,Trump +57,republican,56.94262,9579,56.5,8785,36.81,west-virginia,2020-11-20T00:42:28.707774Z
54069,Ohio,19898,0,39,39,Released separately at end; NOT included in cumulative results,100,19732,>98%,>98% reported,edison,2,unknown,,6715,,,12354,7223,259,62,,0,0,0,0,,2020-11-16T15:48:14Z,25.78651,R+26,Trump +26,republican,25.78651,18214,31,17911,22.23,west-virginia,2020-11-20T00:42:28.707774Z
54071,Pendleton,3659,1575,9,9,Merged into voters' home precincts and released with cumulative results,100,3563,>98%,>98% reported,edison,2,some,,1341,,,2782,820,51,6,,955,593,24,3,,2020-11-16T15:48:14Z,53.62121,R+54,Trump +54,republican,53.62121,3254,51.3,3239,31.52,west-virginia,2020-11-20T00:42:28.707774Z
54073,Pleasants,3491,0,10,10,Other,100,3500,>98%,>98% reported,edison,2,unknown,,1573,,,2742,699,35,15,,0,0,0,0,,2020-11-16T15:48:15Z,58.52191,R+59,Trump +59,republican,58.52191,3179,54.6,2840,30.63,west-virginia,2020-11-20T00:42:28.707774Z
54075,Pocahontas,4008,0,15,15,Merged into voters' home precincts and released with cumulative results,100,4011,>98%,>98% reported,edison,2,unknown,,1701,,,2895,1047,44,22,,0,0,0,0,,2020-11-16T15:48:15Z,46.10778,R+46,Trump +46,republican,46.10778,3675,42.7,3576,24.58,west-virginia,2020-11-20T00:42:28.707774Z
54077,Preston,14572,0,28,28,Merged into voters' home precincts and released with cumulative results,99,14700,>98%,>98% reported,edison,2,unknown,,3059,,,11190,3163,167,52,,0,0,0,0,,2020-11-16T15:48:15Z,55.08509,R+55,Trump +55,republican,55.08509,12764,55.4,11155,44.45,west-virginia,2020-11-20T00:42:28.707774Z
54079,Putnam,28501,16481,46,46,Released as a separate subtotal as first report of the night,100,28410,>98%,>98% reported,edison,6,all,,10869,,,20034,7878,498,91,,10555,5624,251,51,,2020-11-16T15:48:16Z,42.65114,R+43,Trump +43,republican,42.65114,25211,47.2,23673,37.07,west-virginia,2020-11-20T00:42:28.707774Z
54081,Raleigh,33106,12557,87,87,Released as a separate subtotal as first report of the night,100,32371,>98%,>98% reported,edison,4,some,,8835,,,24673,7982,356,95,,7626,4767,124,40,,2020-11-16T15:48:17Z,50.41684,R+50,Trump +50,republican,50.41684,29892,52.2,28829,44.66,west-virginia,2020-11-20T00:42:28.707774Z
54083,Randolph,12200,0,27,27,Merged into voters' home precincts and released with cumulative results,100,11964,>98%,>98% reported,edison,2,unknown,,4790,,,8673,3362,125,40,,0,0,0,0,,2020-11-16T15:48:18Z,43.53279,R+44,Trump +44,republican,43.53279,10969,44.6,9754,28.89,west-virginia,2020-11-20T00:42:28.707774Z
54085,Ritchie,4283,0,14,15,Other,96,4483,96%,96% reported,edison,2,unknown,,1906,,,3649,586,38,10,,0,0,0,0,,2020-11-16T15:48:18Z,71.51529,R+72,Trump +72,republican,71.51529,4105,70.9,3788,56.84,west-virginia,2020-11-20T00:42:28.707774Z
54087,Roane,5763,0,18,18,Merged into voters' home precincts and released with cumulative results,100,5772,>98%,>98% reported,edison,2,unknown,,3131,,,4213,1455,69,26,,0,0,0,0,,2020-11-16T15:48:19Z,47.85702,R+48,Trump +48,republican,47.85702,5316,48.1,5047,20.67,west-virginia,2020-11-20T00:42:28.707774Z
54089,Summers,5585,0,14,14,Merged into voters' home precincts and released with cumulative results,100,5600,>98%,>98% reported,edison,2,unknown,,2744,,,4074,1448,52,11,,0,0,0,0,,2020-11-16T15:48:19Z,47.0188,R+47,Trump +47,republican,47.0188,4893,46.3,4735,28.72,west-virginia,2020-11-20T00:42:28.707774Z
54091,Taylor,7383,0,19,19,Other,100,7146,>98%,>98% reported,edison,2,unknown,,2168,,,5477,1796,87,23,,0,0,0,0,,2020-11-16T15:48:20Z,49.85778,R+50,Trump +50,republican,49.85778,6593,49.2,5908,32.14,west-virginia,2020-11-20T00:42:28.707774Z
54093,Tucker,3844,0,11,11,Merged into voters' home precincts and released with cumulative results,100,3799,>98%,>98% reported,edison,2,unknown,,1285,,,2841,938,54,11,,0,0,0,0,,2020-11-16T15:48:20Z,49.50572,R+50,Trump +50,republican,49.50572,3501,51.8,3138,41.3,west-virginia,2020-11-20T00:42:28.707774Z
54095,Tyler,3922,0,10,10,Other,98,4019,98%,98% reported,edison,2,unknown,,1402,,,3226,631,56,9,,0,0,0,0,,2020-11-16T15:48:21Z,66.16522,R+66,Trump +66,republican,66.16522,3692,67.4,3279,43.43,west-virginia,2020-11-20T00:42:28.707774Z
54097,Upshur,10221,0,21,21,Merged into voters' home precincts and released with cumulative results,100,10140,>98%,>98% reported,edison,2,unknown,,5370,,,7771,2256,167,27,,0,0,0,0,,2020-11-16T15:48:21Z,53.95754,R+54,Trump +54,republican,53.95754,9298,56.3,8273,45.7,west-virginia,2020-11-20T00:42:28.707774Z
54099,Wayne,16947,6624,35,35,Released as a separate subtotal as first report of the night,100,16700,>98%,>98% reported,edison,4,all,,3987,,,12585,4088,223,51,,4296,2292,18,18,,2020-11-17T17:50:47Z,50.13867,R+50,Trump +50,republican,50.13867,15347,50.8,13955,26.92,west-virginia,2020-11-20T00:42:28.707774Z
54101,Webster,3402,0,14,14,Merged into voters' home precincts and released with cumulative results,100,3276,>98%,>98% reported,edison,2,unknown,,1074,,,2759,610,23,10,,0,0,0,0,,2020-11-16T15:48:22Z,63.16872,R+63,Trump +63,republican,63.16872,3011,58,2755,27.7,west-virginia,2020-11-20T00:42:28.707774Z
54103,Wetzel,6667,0,21,22,Merged into voters' home precincts and released with cumulative results,97,6892,97%,97% reported,edison,2,unknown,,2730,,,4993,1539,103,32,,0,0,0,0,,2020-11-16T15:47:42Z,51.80741,R+52,Trump +52,republican,51.80741,6312,50.1,5856,21.45,west-virginia,2020-11-20T00:42:28.707774Z
54105,Wirt,2653,0,9,9,None,100,2664,>98%,>98% reported,edison,2,unknown,,1184,,,2134,466,45,8,,0,0,0,0,,2020-11-16T15:47:44Z,62.87222,R+63,Trump +63,republican,62.87222,2422,63,2171,34.59,west-virginia,2020-11-20T00:42:28.707774Z
54107,Wood,38403,0,68,68,Released as a separate subtotal as first report of the night,100,38487,>98%,>98% reported,edison,6,unknown,,20197,,,26963,10816,514,110,0,0,0,0,0,0,2020-11-16T15:47:45Z,42.04619,R+42,Trump +42,republican,42.04619,36071,47.2,33977,32.24,west-virginia,2020-11-20T00:42:28.707774Z
54109,Wyoming,8592,0,27,27,Other,100,8614,>98%,>98% reported,edison,2,unknown,,1854,,,7353,1157,66,16,,0,0,0,0,,2020-11-16T15:47:45Z,72.11359,R+72,Trump +72,republican,72.11359,7880,69.6,7523,55.64,west-virginia,2020-11-20T00:42:28.707774Z
