fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_warnerm,results_gaded,results_absentee_warnerm,results_absentee_gaded,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
51760,Richmond City,109427,71261,70,70,Released as a precinct in the middle of the night,98,111159,98%,98% reported,edison,10,unknown,,7463,,,91222,18205,62702,8559,2020-11-22T16:37:20Z,66.72668,D+67,Warner +67,democrat,virginia,2020-11-24T00:49:18.323457Z
51161,Roanoke,56685,37092,34,34,None,99,57184,>98%,>98% reported,edison,10,unknown,,4981,,,24043,32642,18582,18510,2020-11-22T15:33:12Z,15.1698,R+15,Gade +15,republican,virginia,2020-11-24T00:49:18.323457Z
51770,Roanoke City,42844,27534,21,21,Released as a precinct at the end of tabulation,99,43323,>98%,>98% reported,edison,10,none,,4517,,,28345,14499,20450,7084,2020-11-22T17:28:31Z,32.31724,D+32,Warner +32,democrat,virginia,2020-11-24T00:49:18.323457Z
51163,Rockbridge,12268,5041,18,18,Released as a precinct at the end of tabulation,99,12373,>98%,>98% reported,edison,10,all,,929,,,4631,7637,2952,2089,2020-11-22T19:17:10Z,24.50277,R+25,Gade +25,republican,virginia,2020-11-24T00:49:18.323457Z
51165,Rockingham,43439,17906,32,32,Released with cumulative results periodically election night,99,43811,>98%,>98% reported,edison,10,unknown,,2635,,,13739,29700,8665,9241,2020-11-22T15:33:23Z,36.74348,R+37,Gade +37,republican,virginia,2020-11-24T00:49:18.323457Z
51167,Russell,13250,5315,16,16,"As a precinct in the FIRST cumulative report, along with regular precincts",99,13386,>98%,>98% reported,edison,10,unknown,,1136,,,3288,9962,1709,3606,2020-11-22T15:33:29Z,50.36981,R+50,Gade +50,republican,virginia,2020-11-24T00:49:18.323457Z
51775,Salem,12932,8946,11,11,Released as a separate subtotal at the end of tabulation,99,13051,>98%,>98% reported,edison,10,all,,1333,,,5697,7235,4554,4392,2020-11-22T16:38:09Z,11.89298,R+12,Gade +12,republican,virginia,2020-11-24T00:49:18.323457Z
51169,Scott,10734,4541,18,18,None,99,10869,>98%,>98% reported,edison,10,all,,965,,,2191,8543,1153,3388,2020-11-22T16:38:26Z,59.17645,R+59,Gade +59,republican,virginia,2020-11-24T00:49:18.323457Z
51171,Shenandoah,23536,10899,13,13,Released as a precinct at the end of tabulation,99,23684,>98%,>98% reported,edison,10,unknown,,1752,,,7313,16223,4851,6048,2020-11-22T15:34:40Z,37.8569,R+38,Gade +38,republican,virginia,2020-11-24T00:49:18.323457Z
51173,Smyth,13986,4605,15,15,Released as a precinct in the middle of the night,99,14136,>98%,>98% reported,edison,10,unknown,,841,,,3973,10013,1912,2693,2020-11-22T15:34:47Z,43.18604,R+43,Gade +43,republican,virginia,2020-11-24T00:49:18.323457Z
51175,Southampton,9615,4392,14,14,Merged into voters' home precincts AFTER election night,98,9786,98%,98% reported,edison,10,unknown,,598,,,4123,5492,2356,2036,2020-11-22T16:38:50Z,14.23817,R+14,Gade +14,republican,virginia,2020-11-24T00:49:18.323457Z
51177,Spotsylvania,74605,48202,27,27,Released as a precinct in the middle of the night,99,75317,>98%,>98% reported,edison,10,all,,8867,,,35485,39120,27143,21059,2020-11-22T19:21:20Z,4.87233,R+5,Gade +5,republican,virginia,2020-11-24T00:49:18.323457Z
51179,Stafford,77955,48548,28,28,Released as a precinct in the middle of the night,98,79625,98%,98% reported,edison,10,unknown,,9001,,,40566,37389,29797,18751,2020-11-22T15:36:26Z,4.07543,D+4,Warner +4,democrat,virginia,2020-11-24T00:49:18.323457Z
51790,Staunton,12835,8909,6,6,Released as a precinct at the end of tabulation,99,12990,>98%,>98% reported,edison,10,none,,1258,,,7289,5546,5901,3008,2020-11-16T15:48:11Z,13.58005,D+14,Warner +14,democrat,virginia,2020-11-24T00:49:18.323457Z
51800,Suffolk,49230,30578,28,28,Released as a precinct as first report of the night,99,49642,>98%,>98% reported,edison,10,unknown,,5506,,,29275,19955,21057,9521,2020-11-22T16:40:12Z,18.93155,D+19,Warner +19,democrat,virginia,2020-11-24T00:49:18.323457Z
51181,Surry,4397,2579,8,8,Merged into voters' home precincts and released with cumulative results,98,4471,98%,98% reported,edison,10,unknown,,4228,,,2439,1958,1722,857,2020-11-22T15:37:45Z,10.93928,D+11,Warner +11,democrat,virginia,2020-11-24T00:49:18.323457Z
51183,Sussex,5070,2283,12,12,None,100,5088,>98%,>98% reported,edison,10,unknown,,363,,,2924,2146,1498,785,2020-11-22T17:22:19Z,15.34517,D+15,Warner +15,democrat,virginia,2020-11-24T00:49:18.323457Z
51185,Tazewell,19537,9716,21,21,Released as a precinct at the end of tabulation,97,20134,97%,97% reported,edison,10,unknown,,1686,,,4504,15033,2743,6973,2020-11-22T15:38:35Z,53.89261,R+54,Gade +54,republican,virginia,2020-11-24T00:49:18.323457Z
51810,Virginia Beach,223790,128358,101,101,Released as a precinct as first report of the night,98,227561,98%,98% reported,edison,10,unknown,,29739,,,120753,103037,81120,47238,2020-11-22T15:38:42Z,7.91635,D+8,Warner +8,democrat,virginia,2020-11-24T00:49:18.323457Z
51187,Warren,20949,11351,12,12,Other,99,21147,>98%,>98% reported,edison,10,unknown,,1693,,,7075,13874,5084,6267,2020-11-22T15:38:49Z,32.45501,R+32,Gade +32,republican,virginia,2020-11-24T00:49:18.323457Z
51191,Washington,28400,15756,20,20,Released as a precinct in the middle of the night,99,28685,>98%,>98% reported,edison,10,unknown,,2689,,,7744,20656,5577,10179,2020-11-22T15:39:10Z,45.46479,R+45,Gade +45,republican,virginia,2020-11-24T00:49:18.323457Z
51820,Waynesboro,10599,6715,5,5,Released as a precinct in the middle of the night,99,10717,>98%,>98% reported,edison,10,unknown,,708,,,5275,5324,3917,2798,2020-11-22T14:47:22Z,0.46231,R+0.46,Gade +0.46,republican,virginia,2020-11-24T00:49:18.323457Z
51193,Westmoreland,9830,5186,9,9,Released with cumulative results periodically election night,99,9933,>98%,>98% reported,edison,10,unknown,,1118,,,4821,5009,3162,2024,2020-11-22T15:39:40Z,1.91251,R+1.9,Gade +1.9,republican,virginia,2020-11-24T00:49:18.323457Z
51830,Williamsburg,6831,5421,3,3,None,99,6883,>98%,>98% reported,edison,10,unknown,,961,,,4811,2020,4037,1384,2020-11-22T15:40:11Z,40.85785,D+41,Warner +41,democrat,virginia,2020-11-24T00:49:18.323457Z
51840,Winchester,11974,7982,7,7,None,99,12106,>98%,>98% reported,edison,10,unknown,,1269,,,6898,5076,5181,2801,2020-11-22T15:40:19Z,15.2163,D+15,Warner +15,democrat,virginia,2020-11-24T00:49:18.323457Z
51195,Wise,16224,9008,13,13,Released as a precinct in the middle of the night,98,16615,98%,98% reported,edison,10,unknown,,1328,,,4128,12096,2654,6354,2020-11-22T15:40:26Z,49.11243,R+49,Gade +49,republican,virginia,2020-11-24T00:49:18.323457Z
51197,Wythe,14830,6003,12,12,None,98,15072,98%,98% reported,edison,10,unknown,,896,,,4043,10787,2355,3648,2020-11-22T15:40:32Z,45.47539,R+45,Gade +45,republican,virginia,2020-11-24T00:49:18.323457Z
51199,York,38549,27861,14,14,Released as a precinct at the end of tabulation,99,38787,>98%,>98% reported,edison,10,unknown,,3644,,,18025,20524,14685,13176,2020-11-22T15:40:42Z,6.48266,R+6,Gade +6,republican,virginia,2020-11-24T00:49:18.323457Z
