fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_craiga,results_kistnert,results_weeksa,results_absentee_craiga,results_absentee_kistnert,results_absentee_weeksa,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
27037,Dakota,255273,0,134,141,Merged into voters' home precincts and released with cumulative results,95,268230,95%,95% reported,edison,2,unknown,57003,131028,109387,14858,0,0,0,2020-11-11T03:25:54Z,8.47759,D+8,Craig +8,democrat,MN-G-H-2-2020-11-03,mn-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,likely-dem,2,District 2,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",423070,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,274,288,95% reporting,95%,96,443000,edison,96%,96% reported,edison,democrat,FALSE,2020-11-11T03:26:07Z,TRUE,2.26109,9566,D+2,Craig +2,democrat,7,0,1604593717270
27049,Goodhue,28147,0,38,40,Merged into voters' home precincts and released with cumulative results,94,29879,94%,94% reported,edison,2,unknown,5379,11383,15270,1494,0,0,0,2020-11-11T03:25:54Z,13.80964,R+14,Kistner +14,republican,MN-G-H-2-2020-11-03,mn-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,likely-dem,2,District 2,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",423070,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,274,288,95% reporting,95%,96,443000,edison,96%,96% reported,edison,democrat,FALSE,2020-11-11T03:26:07Z,TRUE,2.26109,9566,D+2,Craig +2,democrat,7,0,1604593717270
27131,Rice,14766,0,12,13,Merged into voters' home precincts and released with cumulative results,91,16214,91%,91% reported,edison,4,all,6332,9142,4860,764,0,0,0,2020-11-11T03:25:55Z,28.99905,D+29,Craig +29,democrat,MN-G-H-2-2020-11-03,mn-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,likely-dem,2,District 2,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",423070,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,274,288,95% reporting,95%,96,443000,edison,96%,96% reported,edison,democrat,FALSE,2020-11-11T03:26:07Z,TRUE,2.26109,9566,D+2,Craig +2,democrat,7,0,1604593717270
27139,Scott,85507,0,46,47,Merged into voters' home precincts and released with cumulative results,98,87035,98%,98% reported,edison,2,unknown,13020,35025,45412,5070,0,0,0,2020-11-11T03:25:55Z,12.14754,R+12,Kistner +12,republican,MN-G-H-2-2020-11-03,mn-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,likely-dem,2,District 2,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",423070,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,274,288,95% reporting,95%,96,443000,edison,96%,96% reported,edison,democrat,FALSE,2020-11-11T03:26:07Z,TRUE,2.26109,9566,D+2,Craig +2,democrat,7,0,1604593717270
27157,Wabasha,12926,0,31,33,Merged into voters' home precincts and released with cumulative results,94,13764,94%,94% reported,edison,2,unknown,1953,4587,7701,638,0,0,0,2020-11-11T03:25:56Z,24.09098,R+24,Kistner +24,republican,MN-G-H-2-2020-11-03,mn-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,likely-dem,2,District 2,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",423070,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,274,288,95% reporting,95%,96,443000,edison,96%,96% reported,edison,democrat,FALSE,2020-11-11T03:26:07Z,TRUE,2.26109,9566,D+2,Craig +2,democrat,7,0,1604593717270
27163,Washington,26451,0,13,14,Merged into voters' home precincts and released with cumulative results,96,27462,96%,96% reported,edison,2,some,35973,12815,11784,1852,0,0,0,2020-11-11T03:25:55Z,3.89777,D+4,Craig +4,democrat,MN-G-H-2-2020-11-03,mn-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,likely-dem,2,District 2,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",423070,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,274,288,95% reporting,95%,96,443000,edison,96%,96% reported,edison,democrat,FALSE,2020-11-11T03:26:07Z,TRUE,2.26109,9566,D+2,Craig +2,democrat,7,0,1604593717270
