fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_schweikertd,results_tipirnenih,results_absentee_schweikertd,results_absentee_tipirnenih,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
04013,Maricopa,414359,385420,162,164,Released as a separate subtotal as first report of the night,99,419530,>98%,>98% reported,edison,2,some,1489023,216054,198305,195556,189864,2020-11-11T03:26:11Z,4.28348,R+4,Schweikert +4,republican,AZ-G-H-6-2020-11-03,az-house-general-district-006-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona-house-district-6.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arizona.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-arizona.html,house,general,2020-11-03,FALSE,U.S. House District 6,U.S. House,H,"The challenge by Hiral Tipirneni, a Democrat, to David Schweikert, a Republican, poses a real threat to Mr. Schweikert, the incumbent, who has been dragged down by an ethics scandal that forced him to burn through much of his campaign funds on lawyers. Still, Republicans in the district hold a 12 percentage point voter registration advantage, and flipping it would require not only a blue wave, but also a blue tsunami.",tossup,TRUE,6,District 6,AZ,arizona,Arizona,Ariz.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",414359,385420,1,unknown,Polls closed at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,162,164,99% reporting,99%,99,420000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:26:16Z,TRUE,4.28348,17749,R+4,Schweikert +4,republican,0,0,1604767446714
