fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_kildeed,results_kellyt,results_goodwink,results_harrisj,results_absentee_kildeed,results_absentee_kellyt,results_absentee_goodwink,results_absentee_harrisj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
26011,Arenac,8584,0,15,15,Merged into voters' home precincts and released with cumulative results,95,9078,95%,95% reported,edison,2,some,563,3013,5204,242,125,0,0,0,0,2020-11-11T03:25:08Z,25.52423,R+26,Kelly +26,republican,MI-G-H-5-2020-11-03,mi-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",362908,95770,1,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,389,402,97% reporting,97%,94,387000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-11T03:25:14Z,TRUE,12.79195,46423,D+13,Kildee +13,democrat,"","",0,-1,1604540308883
26017,Bay,59620,0,75,75,Merged into voters' home precincts and released with cumulative results,95,62462,95%,95% reported,edison,4,unknown,11503,27607,29760,1329,924,0,0,0,0,2020-11-11T03:25:04Z,3.6112,R+4,Kelly +4,republican,MI-G-H-5-2020-11-03,mi-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",362908,95770,1,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,389,402,97% reporting,97%,94,387000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-11T03:25:14Z,TRUE,12.79195,46423,D+13,Kildee +13,democrat,"","",0,-1,1604540308883
26049,Genesee,218715,95770,226,239,Merged into voters' home precincts and released with cumulative results,94,231449,94%,94% reported,edison,2,some,35969,125961,84631,4857,3266,61972,31368,1495,935,2020-11-11T03:25:06Z,18.89674,D+19,Kildee +19,democrat,MI-G-H-5-2020-11-03,mi-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",362908,95770,1,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,389,402,97% reporting,97%,94,387000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-11T03:25:14Z,TRUE,12.79195,46423,D+13,Kildee +13,democrat,"","",0,-1,1604540308883
26069,Iosco,14969,0,18,18,Merged into voters' home precincts and released with cumulative results,100,14968,>98%,>98% reported,edison,6,all,2585,5663,8700,357,249,0,0,0,0,2020-11-11T03:25:10Z,20.2886,R+20,Kelly +20,republican,MI-G-H-5-2020-11-03,mi-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",362908,95770,1,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,389,402,97% reporting,97%,94,387000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-11T03:25:14Z,TRUE,12.79195,46423,D+13,Kildee +13,democrat,"","",0,-1,1604540308883
26145,Saginaw,51484,0,44,44,None,89,57588,89%,89% reported,edison,2,none,15042,32240,17258,1204,782,0,0,0,0,2020-11-11T03:25:06Z,29.1003,D+29,Kildee +29,democrat,MI-G-H-5-2020-11-03,mi-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",362908,95770,1,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,389,402,97% reporting,97%,94,387000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-11T03:25:14Z,TRUE,12.79195,46423,D+13,Kildee +13,democrat,"","",0,-1,1604540308883
26157,Tuscola,9536,0,11,11,Merged into voters' home precincts and released with cumulative results,93,10206,93%,93% reported,edison,4,unknown,3531,3335,5843,210,148,0,0,0,0,2020-11-11T03:25:07Z,26.30034,R+26,Kelly +26,republican,MI-G-H-5-2020-11-03,mi-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,solid-dem,5,District 5,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",362908,95770,1,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,389,402,97% reporting,97%,94,387000,edison,94%,94% reported,edison,democrat,FALSE,2020-11-11T03:25:14Z,TRUE,12.79195,46423,D+13,Kildee +13,democrat,"","",0,-1,1604540308883
