fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_fischbachm,results_petersonc,results_johnsons,results_andersonr,results_absentee_fischbachm,results_absentee_petersonc,results_absentee_johnsons,results_absentee_andersonr,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
27069,Kittson,2602,0,37,39,Merged into voters' home precincts and released with cumulative results,100,2600,>98%,>98% reported,edison,6,all,501,1092,1398,71,41,0,0,0,0,2020-11-11T03:25:12Z,11.76018,D+12,Peterson +12,democrat,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27073,Lac Qui Parle,3976,0,26,29,Merged into voters' home precincts and released with cumulative results,89,4492,89%,89% reported,edison,4,some,840,1906,1853,154,63,0,0,0,0,2020-11-11T03:25:13Z,1.333,R+1.3,Fischbach +1.3,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27077,Lake of the Woods,2357,0,15,17,Merged into voters' home precincts and released with cumulative results,90,2609,90%,90% reported,edison,2,unknown,281,1432,769,126,30,0,0,0,0,2020-11-11T03:25:14Z,28.12898,R+28,Fischbach +28,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27081,Lincoln,3085,0,18,20,Merged into voters' home precincts and released with cumulative results,98,3160,98%,98% reported,edison,4,some,612,1735,1187,119,44,0,0,0,0,2020-11-11T03:25:15Z,17.76337,R+18,Fischbach +18,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27083,Lyon,12674,0,29,33,Merged into voters' home precincts and released with cumulative results,100,12663,>98%,>98% reported,edison,6,all,2415,6860,4957,647,210,0,0,0,0,2020-11-11T03:25:15Z,15.01499,R+15,Fischbach +15,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27087,Mahnomen,2265,0,18,19,Merged into voters' home precincts and released with cumulative results,100,2262,>98%,>98% reported,edison,6,unknown,452,873,1186,158,48,0,0,0,0,2020-11-11T03:25:17Z,13.81898,D+14,Peterson +14,democrat,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27089,Marshall,5055,0,54,60,Merged into voters' home precincts and released with cumulative results,90,5609,90%,90% reported,edison,2,unknown,869,2745,2094,153,63,0,0,0,0,2020-11-11T03:25:18Z,12.87834,R+13,Fischbach +13,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27085,McLeod,20488,0,26,28,Merged into voters' home precincts and released with cumulative results,94,21860,94%,94% reported,edison,2,unknown,3348,12069,6693,1234,492,0,0,0,0,2020-11-11T03:25:16Z,26.23975,R+26,Fischbach +26,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27093,Meeker,2572,0,5,30,Merged into voters' home precincts and released with cumulative results,18,14270,18%,18% reported,edison,2,unknown,2115,1586,832,115,39,0,0,0,0,2020-11-11T03:25:18Z,29.31571,R+29,Fischbach +29,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27101,Murray,4840,0,26,29,Merged into voters' home precincts and released with cumulative results,99,4884,>98%,>98% reported,edison,2,unknown,1152,2833,1733,215,59,0,0,0,0,2020-11-11T03:25:31Z,22.72727,R+23,Fischbach +23,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27107,Norman,3392,0,30,33,Merged into voters' home precincts and released with cumulative results,90,3781,90%,90% reported,edison,2,unknown,633,1269,1923,153,47,0,0,0,0,2020-11-11T03:25:20Z,19.28066,D+19,Peterson +19,democrat,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27111,Otter Tail,35802,0,87,92,Merged into voters' home precincts and released with cumulative results,95,37773,95%,95% reported,edison,2,unknown,8657,20041,13677,1490,594,0,0,0,0,2020-11-11T03:25:20Z,17.77554,R+18,Fischbach +18,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27113,Pennington,7191,0,29,31,Merged into voters' home precincts and released with cumulative results,92,7806,92%,92% reported,edison,4,some,1380,3514,3129,420,128,0,0,0,0,2020-11-11T17:18:44Z,5.35391,R+5,Fischbach +5,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27117,Pipestone,4876,0,19,22,Merged into voters' home precincts and released with cumulative results,100,4876,>98%,>98% reported,edison,6,all,984,3110,1469,227,70,0,0,0,0,2020-11-11T03:25:31Z,33.65463,R+34,Fischbach +34,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27119,Polk,15341,10589,73,82,Merged into voters' home precincts and released with cumulative results,89,17197,89%,89% reported,edison,4,some,2832,7595,6823,677,246,4893,5183,365,148,2020-11-11T03:25:22Z,5.03227,R+5,Fischbach +5,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27121,Pope,6934,0,29,31,Merged into voters' home precincts and released with cumulative results,94,7364,94%,94% reported,edison,2,unknown,1689,3657,2874,294,109,0,0,0,0,2020-11-11T03:25:22Z,11.29218,R+11,Fischbach +11,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
27125,Red Lake,1908,0,18,21,Merged into voters' home precincts and released with cumulative results,100,1908,>98%,>98% reported,edison,6,none,365,980,820,85,23,0,0,0,0,2020-11-11T03:25:23Z,8.38574,R+8,Fischbach +8,republican,MN-G-H-7-2020-11-03,mn-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-minnesota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-minnesota.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,"<a href=""https://www.nytimes.com/2019/11/13/us/impeachment-democrat-minnesota.html"">Collin Peterson</a>, a conservative Democrat who was one of just two party members in the House to vote against the impeachment inquiry into President Trump, has represented his rural Minnesota district for almost 30 years. He is a rare Democratic incumbent running in Trump country and faces a stiff challenge from Michelle Fischbach, a Republican and the state’s former lieutenant governor. ",tossup,TRUE,7,District 7,MN,minnesota,Minnesota,Minn.,vertical,0.9,"",FALSE,TRUE,winner,AP,TRUE,democrat,352038,16831,2,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,1177,1312,90% reporting,90%,89,395000,edison,89%,89% reported,edison,democrat,FALSE,2020-11-11T17:18:45Z,TRUE,13.1608,46331,R+13,Fischbach +13,republican,7,0,1604471873290
