fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,results_degetted,results_bollings,results_fureyk,results_fiorinop,results_kokj,results_absentee_degetted,results_absentee_bollings,results_absentee_fureyk,results_absentee_fiorinop,results_absentee_kokj,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
08005,Arapahoe,30690,0,33,35,Other,95,32451,95%,95% reported,edison,4,some,19612,10175,682,121,100,0,0,0,0,0,2020-11-11T03:26:12Z,30.74943,D+31,DeGette +31,democrat,CO-G-H-1-2020-11-03,co-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",449765,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,407,431,94% reporting,94%,95,475000,edison,95%,95% reported,edison,democrat,FALSE,2020-11-11T21:51:46Z,TRUE,50.1324,225478,D+50,DeGette +50,democrat,"","",0,0,1604456014207
08031,Denver,372736,0,338,356,Other,95,391585,95%,95% reported,edison,2,some,290034,72286,7047,2191,1178,0,0,0,0,0,2020-11-11T21:51:43Z,58.41883,D+58,DeGette +58,democrat,CO-G-H-1-2020-11-03,co-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",449765,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,407,431,94% reporting,94%,95,475000,edison,95%,95% reported,edison,democrat,FALSE,2020-11-11T21:51:46Z,TRUE,50.1324,225478,D+50,DeGette +50,democrat,"","",0,0,1604456014207
08059,Jefferson,46339,0,36,40,Other,100,43245,>98%,>98% reported,edison,4,all,21636,23343,998,203,159,0,0,0,0,0,2020-11-11T03:26:13Z,3.68372,R+4,Bolling +4,republican,CO-G-H-1-2020-11-03,co-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-colorado.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-colorado.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-dem,1,District 1,CO,colorado,Colorado,Colo.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",449765,0,unknown,Polls close at 9 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T02:00:00.000Z,9 p.m.,407,431,94% reporting,94%,95,475000,edison,95%,95% reported,edison,democrat,FALSE,2020-11-11T21:51:46Z,TRUE,50.1324,225478,D+50,DeGette +50,democrat,"","",0,0,1604456014207
