fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_meijerp,results_scholtenh,results_absentee_meijerp,results_absentee_scholtenh,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
26015,Barry,35150,0,24,24,Merged into voters' home precincts and released with cumulative results,98,36030,98%,98% reported,edison,2,some,5623,23084,12066,0,0,2020-11-16T15:48:24Z,31.34566,R+31,Meijer +31,republican,MI-G-H-3-2020-11-03,mi-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"This Republican stronghold in Western Michigan has been trending blue in recent years. With Justin Amash, the conservative incumbent who briefly flirted with a third-party presidential bid, deciding against running for re-election, Democrats see a chance to take the seat with their candidate Hillary Scholten, a former attorney. She is up against Peter Meijer, a businessman and a supermarket scion.",tossup,TRUE,3,District 3,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,TRUE,libertarian,402570,0,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,312,316,99% reporting,99%,97,416000,edison,97%,97% reported,edison,libertarian,FALSE,2020-11-16T15:47:46Z,FALSE,6.05708,24384,R+6,Meijer +6,republican,"","",0,-1,1604540395544
26025,Calhoun,64593,0,67,67,Merged into voters' home precincts and released with cumulative results,92,69973,92%,92% reported,edison,2,unknown,9574,35468,29125,0,0,2020-11-16T15:48:25Z,9.81995,R+10,Meijer +10,republican,MI-G-H-3-2020-11-03,mi-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"This Republican stronghold in Western Michigan has been trending blue in recent years. With Justin Amash, the conservative incumbent who briefly flirted with a third-party presidential bid, deciding against running for re-election, Democrats see a chance to take the seat with their candidate Hillary Scholten, a former attorney. She is up against Peter Meijer, a businessman and a supermarket scion.",tossup,TRUE,3,District 3,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,TRUE,libertarian,402570,0,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,312,316,99% reporting,99%,97,416000,edison,97%,97% reported,edison,libertarian,FALSE,2020-11-16T15:47:46Z,FALSE,6.05708,24384,R+6,Meijer +6,republican,"","",0,-1,1604540395544
26067,Ionia,31344,0,31,31,None,100,31269,>98%,>98% reported,edison,6,unknown,3326,20258,11086,0,0,2020-11-16T15:48:24Z,29.26238,R+29,Meijer +29,republican,MI-G-H-3-2020-11-03,mi-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"This Republican stronghold in Western Michigan has been trending blue in recent years. With Justin Amash, the conservative incumbent who briefly flirted with a third-party presidential bid, deciding against running for re-election, Democrats see a chance to take the seat with their candidate Hillary Scholten, a former attorney. She is up against Peter Meijer, a businessman and a supermarket scion.",tossup,TRUE,3,District 3,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,TRUE,libertarian,402570,0,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,312,316,99% reporting,99%,97,416000,edison,97%,97% reported,edison,libertarian,FALSE,2020-11-16T15:47:46Z,FALSE,6.05708,24384,R+6,Meijer +6,republican,"","",0,-1,1604540395544
26081,Kent,269081,0,186,190,Merged into voters' home precincts and released with cumulative results,98,275592,98%,98% reported,edison,4,some,68589,133170,135911,0,0,2020-11-16T15:48:25Z,1.01865,D+1.0,Scholten +1.0,democrat,MI-G-H-3-2020-11-03,mi-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"This Republican stronghold in Western Michigan has been trending blue in recent years. With Justin Amash, the conservative incumbent who briefly flirted with a third-party presidential bid, deciding against running for re-election, Democrats see a chance to take the seat with their candidate Hillary Scholten, a former attorney. She is up against Peter Meijer, a businessman and a supermarket scion.",tossup,TRUE,3,District 3,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,TRUE,libertarian,402570,0,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,312,316,99% reporting,99%,97,416000,edison,97%,97% reported,edison,libertarian,FALSE,2020-11-16T15:47:46Z,FALSE,6.05708,24384,R+6,Meijer +6,republican,"","",0,-1,1604540395544
26117,Montcalm,2402,0,4,4,Merged into voters' home precincts and released with cumulative results,99,2417,>98%,>98% reported,edison,2,unknown,4913,1497,905,0,0,2020-11-16T15:48:26Z,24.64613,R+25,Meijer +25,republican,MI-G-H-3-2020-11-03,mi-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-michigan.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-michigan.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,"This Republican stronghold in Western Michigan has been trending blue in recent years. With Justin Amash, the conservative incumbent who briefly flirted with a third-party presidential bid, deciding against running for re-election, Democrats see a chance to take the seat with their candidate Hillary Scholten, a former attorney. She is up against Peter Meijer, a businessman and a supermarket scion.",tossup,TRUE,3,District 3,MI,michigan,Michigan,Mich.,horizontal,"",FALSE,TRUE,winner,AP,TRUE,libertarian,402570,0,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,312,316,99% reporting,99%,97,416000,edison,97%,97% reported,edison,libertarian,FALSE,2020-11-16T15:47:46Z,FALSE,6.05708,24384,R+6,Meijer +6,republican,"","",0,-1,1604540395544
