fips,name,votes,absentee_votes,reporting,precincts,eevp_display,eevp_source,absentee_count_progress,absentee_max_ballots,results_kellyr,results_rabornt,results_absentee_kellyr,results_absentee_rabornt,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,absentee_method,eevp,tot_exp_vote,eevp_value,turnout_stage,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
17031,Cook,215395,0,281,380,"",edison,unknown,823434,192023,23372,0,0,2020-11-16T15:48:13Z,78.29847,D+78,Kelly +78,democrat,,,,,,IL-G-H-2-2020-11-03,il-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",289251,14401,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,366,471,78% reporting,78%,85,340000,edison,85%,85% reported,edison,democrat,FALSE,2020-11-16T15:48:00Z,TRUE,56.91977,164641,D+57,Kelly +57,democrat,Mail ballots postmarked by Election Day have two weeks to arrive in the mail. The state's election board will post the number of unreturned mail ballots on its website.,Mail ballots postmarked by Election Day have two weeks to arrive in the mail.,14,0,1604458623494
17091,Kankakee,48502,0,59,64,93% reported,edison,none,21168,20545,27957,0,0,2020-11-16T15:48:14Z,15.28184,R+15,Raborn +15,republican,None,93,52280,93%,4,IL-G-H-2-2020-11-03,il-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",289251,14401,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,366,471,78% reporting,78%,85,340000,edison,85%,85% reported,edison,democrat,FALSE,2020-11-16T15:48:00Z,TRUE,56.91977,164641,D+57,Kelly +57,democrat,Mail ballots postmarked by Election Day have two weeks to arrive in the mail. The state's election board will post the number of unreturned mail ballots on its website.,Mail ballots postmarked by Election Day have two weeks to arrive in the mail.,14,0,1604458623494
17197,Will,25354,14401,26,27,>98% reported,edison,some,87251,14378,10976,9445,4956,2020-11-16T15:48:13Z,13.418,D+13,Kelly +13,democrat,Merged into voters' home precincts and released with cumulative results,100,24703,>98%,6,IL-G-H-2-2020-11-03,il-house-general-district-002-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois-house-district-2.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-illinois.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-illinois.html,house,general,2020-11-03,FALSE,U.S. House District 2,U.S. House,H,solid-dem,2,District 2,IL,illinois,Illinois,Ill.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",289251,14401,1,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,366,471,78% reporting,78%,85,340000,edison,85%,85% reported,edison,democrat,FALSE,2020-11-16T15:48:00Z,TRUE,56.91977,164641,D+57,Kelly +57,democrat,Mail ballots postmarked by Election Day have two weeks to arrive in the mail. The state's election board will post the number of unreturned mail ballots on its website.,Mail ballots postmarked by Election Day have two weeks to arrive in the mail.,14,0,1604458623494
