fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_hernk,results_asamoa_caesark,results_rogerse,results_absentee_hernk,results_absentee_asamoa_caesark,results_absentee_rogerse,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
40037,Creek,3178,621,4,4,Released as a separate subtotal as first report of the night,100,3178,>98%,>98% reported,edison,10,all,6525,2651,432,95,447,153,21,2020-11-16T15:48:05Z,69.82379,R+70,Hern +70,republican,OK-G-H-1-2020-11-03,ok-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",335471,94971,5,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,328,328,100% reporting,100%,99,335471,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T15:48:23Z,TRUE,31.01878,104059,R+31,Hern +31,republican,0,0,1604460087312
40131,Rogers,8720,3975,7,7,Released as a separate subtotal as first report of the night,100,8720,>98%,>98% reported,edison,10,all,9670,6713,1702,305,2756,1099,120,2020-11-16T15:48:06Z,57.4656,R+57,Hern +57,republican,OK-G-H-1-2020-11-03,ok-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",335471,94971,5,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,328,328,100% reporting,100%,99,335471,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T15:48:23Z,TRUE,31.01878,104059,R+31,Hern +31,republican,0,0,1604460087312
40143,Tulsa,265087,73436,262,262,Released as a precinct as first report of the night,100,265087,>98%,>98% reported,edison,10,all,34395,159665,95728,9694,30633,40208,2595,2020-11-16T15:48:07Z,24.11925,R+24,Hern +24,republican,OK-G-H-1-2020-11-03,ok-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",335471,94971,5,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,328,328,100% reporting,100%,99,335471,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T15:48:23Z,TRUE,31.01878,104059,R+31,Hern +31,republican,0,0,1604460087312
40145,Wagoner,35139,10709,32,32,Released as a separate subtotal as first report of the night,100,35139,>98%,>98% reported,edison,10,all,4986,26988,6979,1172,7135,3253,321,2020-11-16T15:48:09Z,56.94243,R+57,Hern +57,republican,OK-G-H-1-2020-11-03,ok-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",335471,94971,5,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,328,328,100% reporting,100%,99,335471,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T15:48:23Z,TRUE,31.01878,104059,R+31,Hern +31,republican,0,0,1604460087312
40147,Washington,23347,6230,23,23,Released as a separate subtotal as first report of the night,100,23347,>98%,>98% reported,edison,10,all,5606,17683,4800,864,3733,2277,220,2020-11-16T15:48:10Z,55.18054,R+55,Hern +55,republican,OK-G-H-1-2020-11-03,ok-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-oklahoma.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-oklahoma.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,OK,oklahoma,Oklahoma,Okla.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",335471,94971,5,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,328,328,100% reporting,100%,99,335471,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T15:48:23Z,TRUE,31.01878,104059,R+31,Hern +31,republican,0,0,1604460087312
